code,index,name,page,year_code,year_foundation,prov,dist,prov_code,dist_code,enc_name,source,,lon,lat,jg_id,pop_1900,pop_year
GLC_DLN_BLKH,6221Blc,Bolechiv,166,JF-1612,1612,Galicia,Dobromil,62,21,BOLECHOW,Jews appeared with the founding of  the town in 1612,,49.06666667,23.86666667,-1035940,3323,1890
PRU_SCH_PSZC,6101Pls,Pless,1037,JF-16XX,1600,Prussia,Schlesien,61,1,PSZCZYNA,Jews from Bohemia first settled in the 17th cent,,49.96666667,18.95,-524482,331,1861
GLC_STR_SKLW,6257Skl_2,Sokolow,1213,JF-15XX,1500,Galicia,Stryj,62,57,SOKOLOW,Jews apparently settled in the 16th cent,,49.18333333,24.01666667,A0040,329,1880
GLC_MLC_MLC,6214Mlc,Mielec,,CM-17XX,1700,Galicia,Mielec,62,14,MIELEC,The community began to develop in the 18th cent,,50.28333333,21.41666667,-516329,3280,1910
GLC_KRS_KRSN,6227Krs,Krosno,681,CM-19EX,1900,Galicia,Krosno,62,27,KROSNO,The organized Jewish community dates from the early 20th cent,,49.68333333,21.78333333,-511010,327,1880
GLC_SKL_TRNR,6271Trn,Tarnoruda,1293,CF-18XX,1800,Galicia,Skalat,62,71,TARNORUDA,Founded in the 19th cent,,49.41666667,26.23333333,-1056019,320,1880
GLC_PRZ_KRSC,6234Krs,Krasiczyn,672,JM-1618,1618,Galicia,Przemysl,62,34,KRASNICZYN,Jews are first mentioned in 1618,,49.76666667,22.66666667,-510661,32,1921
PRU_PSN_WSCH,6105Frs,Fraustadt,400,CM-15LX,1599,Prussia,Posen,61,5,FRAUSTADT,At the end of the 16th cent,,51.8,16.31666667,-537187,318,1885
PRU_WST_DZRZ,6103Chr,Christburg,257,X,X,Prussia,Westpreussen,61,3,CHRISTBURG,,,53.93333333,19.35,-500574,318,1858
GLC_KSW_KTY,6254Kty,Kuty,,JF-1715,1715,Galicia,Kosow,62,54,KUTY,Jews settled with full rights on the founding of K. in 1715.,,48.25,25.18333333,-1044301,3137,1900
GLC_KSW_KTY,6251Kty,Kuty,,JF-1715,1715,Galicia,Kosow,62,51,KUTY,Jews settled with full rights on the founding of K. in 1715.,,48.25,25.18333333,-1044301,3137,1900
PRU_PSN_WTKW,6105Wtk,Witkowo,132,,,Prussia,Posen,61,5,WITKOWO,,,52.45,17.8,-535814,312,1885
PRU_PSN_GSTY,6105Gst,Gostynin,447,JE-14XX,1400,Prussia,Posen,61,5,GOSTYNIN,Jews lived in G. from the latter part of the 15th cent,,51.88333333,17.01666667,-502784,311,1871
GLC_SNK_SZCZ,6240Szc,Szczawne,,,,Galicia,Sanok,62,40,,,,49.4,22.13333333,-531855,31,1890
GLC_STR_SKL,6257Skl,Skole,1193,JE-17EX,1700,Galicia,Stryj,62,57,SKOLE,Jews are found from the early 18th cent,,49.03333333,23.51666667,-1054189,3099,1910
PRU_PSN_ZBSZ,6105Bnt,Bentschen,1495,CE-1765,1765,Prussia,Posen,61,5,ZBONSZYN,A community of 89 Jews was present in 1765,,52.25,15.93333333,-539107,307,1840
PRU_PSN_TRZC2,6105Trs,Tirschtiegel,1309,JE-1745,1745,Prussia,Posen,61,5,TIRSCHTIEGEL,A 1745 document pertaining to the history of the local Jews indicates that Jews had been living,,52.36666667,15.86666667,-533276,305,1843
PRU_PSN_SRDW,6105Sch_7,Schroda,1229,JF-1793,1793,Prussia,Posen,61,5,SRODA,Jews settled after the Prussian annexation in 1793,,52.23333333,17.28333333,-529634,304,1885
PRU_WST_MRSL,6103Mrk,Markisch-Friedland,,CM-17MX,1750,Prussia,Westpreussen,61,3,MAERKISCH-FRIEDLAND,An organized Jewish community with a beit midrash and a synagogue existed in the mid-18th century...,,53.33333333,16.1,-516762,303,1880
PRU_WST_MRSL,6103Mrk,Markisch-Friedland,,CM-17MX,1750,Prussia,Westpreussen,61,3,MAERKISCH-FRIEDLAND,An organized Jewish community with a beit midrash and a synagogue existed in the mid-18th century...,,53.33333333,16.1,-516762,303,1880
PRU_WST_MRSL,6103Sns,Sensburg,1162,POP-1787,1787,Prussia,Westpreussen,61,3,SENSBURG,An organized Jewish community with a beit midrash and a synagogue existed in the mid-18th century...,,53.33333333,16.1,-516762,303,1880
PRU_WST_MRSL,6103Sns,Sensburg,1162,POP-1787,1787,Prussia,Westpreussen,61,3,SENSBURG,An organized Jewish community with a beit midrash and a synagogue existed in the mid-18th century...,,53.33333333,16.1,-516762,303,1880
GLC_LWW_VYNN,6231Wnn,Winniki,1448,POP-1880,1880,Galicia,Lwow,62,31,WINNIKI,The Jewish community of 40-50 families (less than 10% of the total) increased to about 500 people...,,49.81666667,24.1,-1058297,302,1890
PRU_SCH_WDZS,6101Lsl,Loslau,1456,JE-10XX,1000,Prussia,Schlesien,61,1,WODZISLAW,Jews may have been present as early as the 11th cent,,50,18.46666667,-536057,302,1890
BKV_SRT_SRT,6307Srt,Sereth,1186,CE-15MX,1550,Galicia,Skalat,63,7,SIRET,A Jewish community existed in the mid-16th cent,,47.95,26.06666667,-1170659,3014,1890
PRU_SCH_WLBR,6101Wld,Waldenburg,1422,JF-1830,1830,Prussia,Schlesien,61,1,WALDENBURG,Jewish settlement commenced in 1830,,50.76666667,16.28333333,-534239,300,1880
PRU_PMM_ANKL,6104Ank,Anklam,45,JE-1348-49,49,Prussia,Pommern,61,4,ANKLAM,Jewish moneylenders in A. were burned to death in the Black Death persecutions of 1348,,53.86666667,13.7,-1740551,300,1861
GLC_KMN_SYNK,6267Snk,Sienkow,,,,Galicia,Kamionka Strumilowa,62,67,,,,50.3,24.76666667,-1053301,30,1880
GLC_MLC_PRZC,6214Prz,Przeclaw,1031,JF-17EX,1700,Galicia,Mielec,62,14,PRZECLAW,Jews first arrived in the early 18th cent,,50.2,21.46666667,-523920,299,1880
GLC_TLM_KHTY,6259Chc,Chocimierz,254,POP-1921,1921,Galicia,Tlumacz,62,59,CHOCIMIERZ,The Jewish pop. in 1921 was 160.,,48.75,25.1,-1041559,298,1880
GLC_SKL_HRYM,6271Grz,Grzymalow,466,JF-17EX,1700,Galicia,Skalat,62,71,GRZYMALOW,The Jews were among the first settlers in the town in the early 18th cent,,49.33333333,26.03333333,-1039714,2977,1890
GLC_GRD_HRDK,6207Grd,Grodek Jagiellonski,,JE-1445,1445,Bukovina,Grodek,62,7,GRODEK  JAGIELLONSKI,Jews were present from at least 1445 and continued in the 16th cent,,49.78333333,23.65,-1039483,2952,1880
PRU_WST_KWDZ,6103Mrn,Marienwerder,795,JF-1798,1798,Prussia,Westpreussen,61,3,MARIENWERDER,The first Jewish family settled in 1798.,,53.73333333,18.91666667,-512123,295,1880
GLC_PRZ_PRMY,6270Prz,Przemyslany,1035,JM-15LX,1599,Galicia,Przemyslany,62,70,PRZEMYSLANY,Jews are first mentioned in the late 16th cent,,49.66666667,24.55,-1050142,2934,1900
GLC_PLZ_JDLW,6276Jdl,Jodlowa,575,JF-17LX,1799,Galicia,Pilzno,62,76,JODLOWA,Jews settled in the late 18th cent,,49.86666667,21.3,-505957,290,1900
PRU_WST_DBRZ,6103Prs,Preussisch-Friedland,,CM-18EX,1800,Prussia,Westpreussen,61,3,PREUSSISCH-FRIEDLAND,At the beginning of the 19th cent,,53.53333333,17.23333333,-499313,287,1880
GLC_TRN_TRNB,6244Trn,Tarnobrzeg,,JF-16LX,1699,Galicia,Tarnopol,62,44,TARNOBRZEG-DZIKOW,Jews settled permanently in the second half of the 17th cent,,50.58333333,21.68333333,-532659,2840,1890
GLC_CZR_HRSH,6266Wyg,Wygnanka,,,,Galicia,Czortkow,62,66,,,,49.03333333,25.81666667,-1039368,282,1890
PRU_PMM_BLGR,6104Blg,Belgard,100,JF-16LX,1699,Prussia,Pommern,61,4,BELGARD,A small Jewish settlement existed at the end of the 17th cent,,54,16,-493427,281,1880
GLC_NSK_JZW,6233Jzw,Jezowe,575,POP-1880,1880,Galicia,Nisko,62,33,JEZOWE,The Jews numbered 161,,50.36666667,22.15,-505933,280,1880
GLC_NWY_KRYN,6215Kry,Krynica,683,18EX,1800,Galicia,Nowy Sacz,62,15,Krynica,,,49.43333333,20.96666667,-511182,280,1880
PRU_SCH_DBRD,6101Gtt,Guttentag,470,JF-16XX,1600,Prussia,Schlesien,61,1,GUTTENTAG,Jews settled in the 17th cent,,50.73333333,18.45,-499618,280,1861
GLC_NWY_RYTR,6215Ryt,Rytro,,,,Galicia,Nowy Sacz,62,15,,,,49.48333333,20.68333333,-526834,28,1880
GLC_CSZ_CSZN,6230Csz,Cieszanow,2611,JF-16EX,1600,Galicia,Cieszanow,62,30,CIESZANOW,Jews settled in the early 17th cent,,50.23333333,23.13333333,-497632,2777,1900
GLC_SKL_CHRV,6241Kry,Krystynopol,684,JF-1692,1692,Galicia,Sokal,62,41,KRYSTYNOPOL,Jews settled soon after the town was founded in 1692,,50.38333333,24.23333333,-1037239,2747,1880
BKV_STR_KSTN,6309Kst,Kostestie,274,JF-18LX,1899,Bukovina,Storojinet,63,9,COSTESTI,Jews settled in the late 19th cent,,48.28333333,25.6,-1043064,274,1930
GLC_NSK_NSK,6233Nsk,Nisko,894,JF-17LX,1799,Galicia,Nisko,62,33,NISKO,Jews first settled in the late 18th cent,,50.53333333,22.15,-518436,273,1880
PRU_SCH_ZLNG,6101Grn,Gruenberg,465,JE-1812,1812,Prussia,Schlesien,61,1,GRUENBERG,"Upper Silesia, Germany. The permanent Jewish settlement dates from 1812.",,51.93333333,15.5,-539726,271,1864
PRU_WST_KSLC,6103Fry,Freystadt,404,CM-16XX,1600,Prussia,Westpreussen,61,3,FREYSTADT,The consecration of a Jewish cemetery in the 17th cent,,53.6,19.26666667,-507757,268,1880
GLC_DLN_WLSK,6248Wls,Woloska Wies,1461,POP-1921,1921,Galicia,Drohobycz,62,48,WOLOSKA WIES,The Jewish pop. in 1921,,49.06666667,23.85,A0026,267,1890
GLC_BRZ_ULCZ,6262Ulc,Ulucz,1360,POP-1921,1921,Galicia,Brzozow,62,62,ULUCZ,The Jewish pop. in 1921 was 210.,,49.68333333,22.28333333,-534007,266,1900
SLS_PLN_SKCZ,63NASkc,Skoczow,1193,JE-1890,1890,Galicia,Czernowitz,63,,SKOCZOW,"The small num ber of Jews who settled (266, or less than 10% of the total in 1890) ",,49.8,18.8,-528259,266,1890
GLC_DLN_DLYN,6248Dln,Dolina,320,CM-16XX,1600,Galicia,Dolina,62,48,DOLINA,The permanent Jewish settlement dates from the 17th cent,,48.96666667,24.01666667,-1038040,2654,1900
GLC_NWY_MSZY,6215Msz,Muszyna,862,JF-18LX,1899,Galicia,Nowy Sacz,62,15,MUSZYNA,Jews first settled in the second half of the 19th cent,,49.35,20.91666667,-517607,265,1880
GLC_GRL_RZPN,6207Rzp,Rzepiennik Strzyzewski,1111,POP-1880,1880,Galicia,Gorlice,62,7,RZEPIENNIK STRZYZEWSKI,The Jewish pop. numbered 224,,49.8,21.05,-526960,264,1880
GLC_DLN_MZHR,6248Mzh,Mizhrichchya,289,POP-1921,1921,Galicia,Dolina,62,48,CZOLHANY,The Jewish pop. in 1921,,49.11666667,23.95,-1046512,263,1880
BKV_KMP_FRSN,6301Frs,Frasin,400,JF-18MX,1850,Bukovina,Kimpolung,63,1,FRASIN,Jews settled in the mid-19th cent,,47.53333333,25.8,-1159506,261,1890
GLC_RZS_ZBRT,6238Zbr,Zabratowka,,,,Galicia,Rzeszow,62,38,,,,49.96666667,22.2,-537887,26,1890
GLC_DBR_NVMS,6221Nw,Nowe Miasto,907,JE-1775,1775,Galicia,Dobromil,62,21,NOWE MIASTO,Eight Jews were present in 1775.,,49.61666667,22.86666667,-1048834,259,1921
PRU_PSN_PSK,6105Snd,Sandberg,985,JM-1699,1699,Prussia,Posen,61,5,PIASKI,Jews are first mentioned in 1699.,,51.88333333,17.06666667,-521515,258,1843
BKV_STR_KRSN,6309Krs,Krasna Ilska,,JF-1820,1820,Bukovina,Storojinet,63,9,CRASNA (II),Jews first settled in 1820,,48.01666667,25.58333333,-1043430,257,1930
PRU_WST_JSTR,6103Jst,Jastrow,567,POP-1771,1771,Prussia,Westpreussen,61,3,JASTROW,By 1771 there was a Jewish community with 121 members.,,53.41666667,16.81666667,-505405,254,1895
PRU_WST_GDNS,6103Gdn,Gdansk,419,JE-14MX,1450,Prussia,Westpreussen,61,3,GDANSK,Jewish merchants were active in the city from the mid-15th cent,,54.35,18.66666667,-501400,2535,1890
GLC_BL_OSWC,6201Osw,Oswiencim,954,JF-1564,1564,Prussia,Biala,62,1,OSWIENCIM,Jews arrived before the town’s annexation to the Polish kingdom in 1564,,50.03333333,19.23333333,-520665,2535,1880
GLC_TLM_TYSM,6259Tys,Tysmienica,1353,JM-14XX,1400,Galicia,Tlumacz,62,59,TYSMIENICA,Jews are mentioned in the 15th cent,,48.9,24.85,-1056984,2529,1880
PRU_SCH_KLDZ,6101Glt,Glatz,432,JM-1300,1300,Prussia,Schlesien,61,1,GLATZ,Jews are first mentioned in 1300,,50.43333333,16.65,-508027,251,1880
GLC_WLC_PDGR,6218Pdg,Podgorze,638,POP-1921,1921,Galicia,Wieliczka,62,18,KOBIERZYN,The Jewish pop. in 1921 was 155,,50.03333333,19.96666667,-522533,2506,1880
GLC_BHR_BHRD,6202Bhr,Bohorodczany,165,JF-16LX,1699,Prussia,Bohorodczany,62,2,BOHORODCZANY,Jews appear with the founding of the town at the end of the 17th cent,,48.8,24.53333333,-1035903,2505,1890
GLC_MSC_MSTY,6232Msc,Mosciska,847,JE-15MX,1550,Galicia,Mosciska,62,32,MOSCISKA,The Jewish presence dates from the mid-16th cent,,49.8,23.15,-1047129,2500,1900
PRU_OST_ELK,6102Lyc,Lyck,776,JE-1698,1698,Prussia,Ostpreussen,61,2,LYCK,As early as 1698 there is evidence of the presence of J.,,53.83333333,22.35,-500737,250,1880
GLC_LNC_MRKW,6228Mrk,Markowa,796,POP-1921,1921,Galicia,Lancut,62,28,MARKOWA,The Jewish pop. in 1921 was 126,,50.01666667,22.31666667,-515668,25,1880
GLC_HST_KPYC,6268Kpy,Kopychynce,656,JF-16LX,1699,Galicia,Husiatyn,62,68,KOPYCZYNCE,Jews apparently settled in the late 17th cent,,49.1,25.93333333,-1042792,2467,1890
GLC_CSZ_OLSZ,6230Ols,Oleszyce,933,JE-1576,1576,Galicia,Cieszanow,62,30,OLESZYCE,Jews are recorded from the founding of the town in 1576,,50.16666667,23.03333333,-519718,2463,1900
GLC_TRK_NYZH2,6245Jbl,Jablonka Nizna,556,POP-1921,1921,Galicia,Turka,62,45,JABLONKA NIZNA,The Jewish pop. in 1921 was 246.,,49.11666667,22.96666667,-1047885,246,1921
GLC_KRS_DKL,6210Dkl,Dukla,344,CM-15XX,1500,Galicia,Krosno,62,10,DUKLA,The permanent Jewish settlement dates from the 16th cent,,49.56666667,21.68333333,-500233,2456,1890
GLC_BCZ_MNST,6265Mns,Monasterzyska,844,JM-1625,1625,Galicia,Buczacz,62,65,MONASTERZYSKA,Jews are recorded from 1625.,,49.08333333,25.16666667,-1047031,2450,1890
PRU_SCH_BRTW,6101Brn,Bernstadt,132,JE-13EX,1300,Prussia,Schlesien,61,1,BERNSTADT,Jews were present in the first half of the 14th cent,,51.11666667,17.53333333,-493771,245,1871
PRU_SCH_OLSN2,6101Rsn,Rosenberg,,,,Prussia,Schlesien,61,1,ROSENBERG,,,50.88333333,18.43333333,-519708,244,1880
GLC_BRZ_BRZS,6263Brz,Brzesko,205,CM-18XX,1800,Galicia,Brzesko,62,63,BRZESKO,The Jewish community began to grow in the 19th cent,,49.96666667,20.61666667,-495469,2430,1910
PRU_SCH_MKLW,6101Mkl,Mikolow,823,JM-1369,1369,Prussia,Schlesien,61,1,MIKULOV,Jews are mentioned as moneylenders in 1369,,50.16666667,18.9,-516528,243,1931
PRU_OST_DBRM,6102Gtt,Guttstadt,471,JE-1802,1802,Prussia,Ostpreussen,61,2,GUTTSTADT,Jews were allowed to trade at the local fairs in 1802.,,53.98333333,20.4,-499604,243,1871
PRU_PSN_GLNC,6105Gln,Golancz,438,JF-1766,1766,Prussia,Posen,61,5,GOLANCZ,Jews first settled in 1766,,52.95,17.3,-502119,243,1871
GLC_LSK_LSK,6229Lsk,Lesko,724,JE-15XX,1500,Galicia,Lisko,62,29,LESKO,Jews are first reported in the 16th cent,,49.45,22.31666667,-513076,2425,1890
GLC_TRN_MKLN,6272Mkl,Mikulince,822,JM-17EX,1700,Galicia,Tarnopol,62,72,MIKULINCE,Jews are first mentioned in the early 18th cent,,49.4,25.6,-1046703,2411,1880
GLC_ZLK_ZHVT,6246Zhv,Zhovtantsi,1518,POP-1921,1921,Galicia,Zydaczow,62,46,ZOLTANCE,The Jewish pop. in 1921 was 293.,,49.98333333,24.23333333,-1060779,241,1890
GLC_SNT_DMCH,6252Dmy,Demycze,303,POP-1921,1921,Galicia,Sniatyn,62,52,DEMYCZE,The Jewish pop. in 1921 was 443.,,48.46666667,25.3,A0024,241,1880
PRU_PSN_BK,6105Bk,Buk,221,JE-1793,1793,Prussia,Posen,61,5,BUK,A Jewish settlement existed at the beginning of  Prussian rule in 1793.,,52.35,16.53333333,-496135,241,1840
GLC_SKL_SKL,6241Skl,Sokal,1211,JE-15EX,1500,Galicia,Sokal,62,41,SOKAL,Jews are recorded from the early 16th cent,,50.48333333,24.28333333,-1054548,2408,1880
GLC_BRD_ZLZT,6263Zlz,Zalozce,1486,JE-16EX,1600,Galicia,Brody,62,63,ZALOZCE,Jews were found in Z. from the early 17th cent,,49.78333333,25.36666667,-1060080,2397,1900
GLC_DBR_DBRW,6266Dbr,Dabrowa Tarnowska,,JE-15LX,1599,Galicia,Dabrowa,62,66,DOMROWA  TARNOWSKA,Jews lived there from the late 16th cent,,50.16666667,20.98333333,-498751,2391,1890
PRU_SCH_NMYS,6101Nms,Namslau,872,JE-13EX,1300,Prussia,Schlesien,61,1,NAMSLAU,Jews inhabited a Street of the Jews no later than the early 14th cent,,51.08333333,17.71666667,-517848,239,1861
GLC_MYS_JRDN,6212Jrd,Jordanow,577,CE-18EX,1800,Galicia,Myslenice,62,12,JORDANOW,An organized Jewish community existed in the early 19th cent,,49.65,19.83333333,-505983,238,1921
GLC_TRK_TRK,6245Trk,Turka,,JF-1729,1729,Galicia,Turka,62,45,TURKA,Jews arrived in 1729,,49.15,23.03333333,-1056894,2368,1880
GLC_TRK_LMN,6245Lmn,Lomna,746,CM-18XX,1800,Galicia,Turka,62,45,LOMNA,The small 19th cent,,49.25,22.83333333,-1044762,235,1921
GLC_KMN_BSK,6249Bsk,Busk,224,JM-1454,1454,Galicia,Kamionka Strumilowa,62,49,BUSK,Jews are already mentioned in 1454,,49.96666667,24.63333333,-1036687,2340,1900
GLC_LSK_USTR,6229Ust,Ustrzyki Dolne,,JF-18EX,1800,Galicia,Lisko,62,29,USTRZYKI DOLNE,The Jews were among the first settlers of the town when it was founded in the early 19th cent,,49.43333333,22.58333333,-534141,2328,1910
GLC_LSK_USTR,6229Ust,Ustrzyki Dolne,,JF-18EX,1800,Galicia,Lisko,62,29,USTRZYKI DOLNE,The Jews were among the first settlers of the town when it was founded in the early 19th cent,,49.43333333,22.58333333,-534141,2328,1910
GLC_LSK_USTR,6229Ust_2,Ustrzyki Dolne,1365,JF-18EX,1800,Galicia,Lisko,62,29,USTRZYKIDOLNE,The Jews were among the first settlers of the town when it was founded in the early 19th cent,,49.43333333,22.58333333,-534141,2328,1910
GLC_LSK_USTR,6229Ust_2,Ustrzyki Dolne,1365,JF-18EX,1800,Galicia,Lisko,62,29,USTRZYKIDOLNE,The Jews were among the first settlers of the town when it was founded in the early 19th cent,,49.43333333,22.58333333,-534141,2328,1910
BKV_STR_DRCH,6309Drc,Draczynetz,328,POP-1930,1930,Bukovina,Storojinet,63,9,DRACINETI,,,48.31666667,25.7,-1038159,232,1930
GLC_JSL_OSKJ,6209Osk,Osiek,945,JF-1825,1825,Galicia,Jaslo,62,9,OSIEK,Jews settled in the first half of the 19th cent,,49.63333333,21.48333333,-520233,232,1880
BKV_KTZ_VSYL,6305Vsl,Vasilau,1377,JE-18EX,1800,Bukovina,Kotzman,63,5,VASILAU,A J. community ex isted in the late 19th cent,,48.6,25.83333333,-1057458,231,1930
PRU_WST_LSN,6103Lss,Lassen,708,JE-18EX,1800,Prussia,Westpreussen,61,3,LASOCIN,Jews were present by the first half of the 19th cent,,53.53333333,19.1,-512458,23,1921
GLC_BCZ_BRYS,6265Bry,Barysz,911,POP-1900,1900,Galicia,Buczacz,62,65,BARYSZ,The Jewish community of a few hundred constituted 5-10% of the total Jewish pop. from the late 19.,,49.03333333,25.26666667,-1035000,229,1931
GLC_JRS_SNW,6224Snw,Sieniawa,1179,JF-16LX,1699,Galicia,Jaroslaw,62,24,SIENIAWA,Jews were the first to settle in S. in the late 17th cent,,50.16666667,22.63333333,-527848,2282,1890
GLC_BCH_NWYW,6202Wsn,Wisnicz Nowy,1449,CE-16MX,1650,Galicia,Bochnia,62,2,WISNICZ NOWY,A large part of the 200-family Jewish community fled during the mid-17th cent,,49.91666667,20.46666667,-519160,2278,1890
PRU_SCH_KTWC,6101Ktt,Kattowitz,602,JM-1733,1733,Prussia,Schlesien,61,1,KATOWICE,Jews are first mentioned in the city’s future suburb of Bogoczyce in 1733,,50.26666667,19.01666667,-507224,2264,1900
GLC_KLS_BRSH,6225Brs,Broszniow,202,CM-19XX,1900,Galicia,Kalusz,62,25,BROSZNIOW,The town developed in the 20th cent,,49,24.18333333,-1036390,226,1921
GLC_HST_VSYL,6268Wsy,Wasylkowce,1435,POP-1921,1921,Galicia,Husiatyn,62,68,WASYLKOWCE,The Jewish pop. in 1921 was 141.,,49.08333333,26.06666667,-1057456,226,1880
GLC_RHT_BLSH,6256Bls,Bolszowce,168,JM-1635,1635,Galicia,Rohatyn,62,56,BOLSZOWCE,Jews are recorded from 1635,,49.18333333,24.75,-1036038,2256,1900
GLC_PDH_ZLTN,6269Zlt,Zlotniki,1515,JF-15EX,1500,Galicia,Podhajce,62,69,ZLOTNIKI,Jews inhabited the village sporadically from the 16th cent,,49.28333333,25.38333333,-1060993,225,1890
PRU_OST_OSTR,6102Ost,Osterode,949,JF-17EX,1700,Prussia,Ostpreussen,61,2,OSTERODE,Jews settled in O. at the beginning of the 18th cent,,53.7,19.98333333,-520439,222,1880
GLC_CZR_CHRT,6266Czr,Czortkow,289,CM-16XX,1600,Galicia,Czortkow,62,66,CZORTKOW,The 17th cent,,49.01666667,25.8,-1037393,2214,1880
PRU_PSN_KRTS,6105Krt,Krotoschin,681,JE-13XX,1300,Prussia,Posen,61,5,KROTOSZYN,Jews were present in the 14th cent,,51.7,17.45,-511028,2213,1837
GLC_NWY_CZRN,6216Czr,Czarny Dunajec,284,JF-17LX,1799,Galicia,Nowy Targ,62,16,CZARNY DUNAJEC,Jews began to settle in the late 18th cent,,49.43333333,19.86666667,-498126,221,1880
GLC_RPC_DBC,6276Dmb,Dembitz,301,CM-16XX,1600,Galicia,Pilzno,62,76,DEMBICA,The Jewish settlement took root in the 17th cent,,50.05,21.41666667,-499114,2205,1900
GLC_ZYD_ZHRV,6260Zrw,Zurawno,1520,CE-17XX,1700,Galicia,Zydaczow,62,60,ZURAWNO,An organized community existed from the 18th cent,,49.25,24.28333333,-1060878,2197,1880
PRU_PMM_CZPL,6104Tmp,Tempelburg,1302,JF-18EX,1800,Prussia,Pommern,61,4,TEMPELBURG,Jews arrived here only in the early 19th cent,,53.55,16.23333333,-497919,218,1895
GLC_BBR_VYBR,6219Wyb,Wybranivka,1469,POP-1921,1921,Galicia,Bobrka,62,19,WYBRANOWKA,The Jewish pop. in 1921 was 101.,,49.55,24.21666667,-1059074,218,1890
PRU_PMM_PLCZ,6104Bd,Bad Polzin,76,JM-1711,1711,Prussia,Pommern,61,4,BAD POLZIN,Mention of a Jew in B. is first made in 1711.,,53.75,16.08333333,-523032,217,1880
GLC_RDK_KMRN,6237Kmr,Komarno,,JF-1530,1530s,Galicia,Rudki,62,37,KOMARNO (I),Jews apparently settled in the 1530,,49.63333333,23.7,-1042541,2161,1890
GLC_ZLS_TVST,6261Tls,Tluste,1311,JF-16LX,1699,Galicia,Zaleszczyki,62,61,TLUSTE,Jews first settled in T. in the late 17th cent,,48.85,25.73333333,-1056410,2157,1880
GLC_ZLS_TVST,6261Tls,Tluste,1311,JF-16LX,1699,Galicia,Zaleszczyki,62,61,TLUSTE,Jews first settled in T. in the late 17th cent,,48.85,25.73333333,-1056410,2157,1880
GLC_ZLS_TVST,6261Tls_2,Tluste Wies,,POP-1921,1921,Galicia,Zaleszczyki,62,61,TLUSTE WIES,The Jewish pop. in 1921 was 185.,,48.85,25.73333333,-1056410,2157,1880
GLC_ZLS_TVST,6261Tls_2,Tluste Wies,,POP-1921,1921,Galicia,Zaleszczyki,62,61,TLUSTE WIES,The Jewish pop. in 1921 was 185.,,48.85,25.73333333,-1056410,2157,1880
PRU_PSN_RSZK,6105Rsc,Raschkow,1056,JM-16EX,1600,Prussia,Posen,61,5,RAKOW,Jews are first mentioned in the early 17th cent.,,51.71666667,17.73333333,-525199,214,1839
GLC_HST_KHRS,6268Chr,Chorostkow,255,JF-17MX,1750,Galicia,Husiatyn,62,68,CHOROSTKOW,Jews were invited to settle as tradesmen with residence rights in the mid-18th cent,,49.23333333,25.91666667,-1041534,2130,1880
GLC_LSK_WLMC,6229Wl,Wola Michowa,1457,POP-1921,1921,Galicia,Lisko,62,29,WOLA MICHOWA,The Jewish pop. in 1921 was 148.,,49.23333333,22.15,-536407,210,1880
PRU_PSN_BDZY,6105Bdz,Bodzanow,163,1825,1825,Prussia,Posen,61,5,BODZANOW,synagogue in 1825,,52.88333333,16.98333333,-496083,21,1931
GLC_TRM_TRBV,6273Trm,Trembowla,1320,CM-15MX,1550,Galicia,Turka,62,73,TREMBOWLA,A small community was maintained from the mid-16th cent and was organized in the early 18th cent,,49.3,25.71666667,-1056161,2098,1900
GLC_PRZ_HLYN,6270Hly,Hlyniany,434,JE-1474,1474,Galicia,Przemyslany,62,70,GLINIANY,Jews are first noted from 1474 as leaseholders,,49.81666667,24.51666667,-1039042,2088,1890
GLC_ZLC_ZBRV,6275Zbr,Zborow,,JE-1680s,1680s,Galicia,Zloczow,62,75,ZBOROW,Jews were first recorded in Z. in the 1680s,,49.66666667,25.15,-1060420,2084,1900
GLC_TLM_OTYN,6259Ott,Ottynia,956,JM-1635,1635,Galicia,Tlumacz,62,59,OTTYNIA,Jews are first mentioned in 1635,,48.73333333,24.85,-1049692,2081,1900
GLC_SNK_ZGRZ,6240Zgr,Zagorz,1482,JF-18LX,1899,Galicia,Sanok,62,40,ZAGORZ,Jews began arriving from Sanok and neighboring Lesko in the second half of the 19th cent,,49.51666667,22.26666667,-538051,207,1880
GLC_BHR_STRN,6247Str,Starunya,1238,POP-1921,1921,Galicia,Bohorodczany,62,47,STARUNIA,The Jewish pop. in 1921 was 168.,,48.71666667,24.5,-1055083,207,1880
PRU_OST_SDV,6102Grs,Gross Kackschen,462,POP-1895,1895,Prussia,Ostpreussen,61,2,GROSS KACKSCHEN,The Jewish pop. numbered 205 in 1895,,54.95,22.31666667,219456,205,1895
GLC_NDW_DR,6253Dr,Dora,,,,Galicia,Nadworna,62,53,,,,48.46666667,24.58333333,-1038094,205,1880
PRU_PMM_GRYF2,6104Grf_3,Greifenhagen,451,JE-1481,1481,Prussia,Pommern,61,4,GREIFENHAGEN,The first evidence of  a Jewish presence dates from 1481,,53.25,14.48333333,-503595,205,1861
BKV_WZN_SRHY,6306Srh,Serhiyi,1139,JF-18LX,1899,Bukovina,Wiznitz,63,6,SARGHIENI,Jews settled in the late 19th cent,,47.98333333,25.13333333,-1053407,204,1930
