line,locality,district,juridiction_dicstrict,type,page,serial_no,area_hectares,population_male,population_female,population_total,religion_catholic,religion_greek,religion_jewish,religion_other,c1,c2,village,belong,sum_type,vide,wrong_sum,,,
5152,Grębałów,Peczeniżyn,Kraków,Gutsgebiete,319,19,152,5,5,10,9,,1,,,,0,ad 21,,,0,,,
5153,Grzegórzki,Peczeniżyn,Kraków,Gutsgebiete,319,20,114,43,41,84,84,,,,,,0,ad 22,,,0,,,
5154,Piaski,Peczeniżyn,Kraków,Gutsgebiete,319,2,43,41,84,84,,,,,,,0,,,,1,,,
5155,Karniów,Peczeniżyn,Kraków,Gutsgebiete,319,21,380,34,38,72,72,,,,,,0,ad 24,,,0,,,
5156,Karniowice,Peczeniżyn,Kraków,Gutsgebiete,319,22,324,21,23,44,40,,,,,,0,ad 25,,,1,,,
5157,Kobylany od 26,Peczeniżyn,Kraków,Gutsgebiete,319,23,365,12,9,21,21,,,,,,0,,,,0,,,
5158,Koćmyrzów,Peczeniżyn,Kraków,Gutsgebiete,319,24,276,36,34,70,70,,,,,,0,ad 27,,,0,,,
5159,Kościelniki,Peczeniżyn,Kraków,Gutsgebiete,319,25,553,72,71,143,138,14,1,,,,0,ad 28,,,1,,,
5160,Krzesławice,Peczeniżyn,Kraków,Gutsgebiete,319,26,32,13,18,31,22,,9,,,,0,ad 30,,,0,,,
5161,Krzysztoforzyce,Peczeniżyn,Kraków,Gutsgebiete,319,27,260,34,31,65,65,,,,,,0,ad 31,,,0,,,
5162,Łęg,Peczeniżyn,Kraków,Gutsgebiete,319,28,140,,,,,,,,,,0,ad 32,,,0,,,
5163,Łobzów,Peczeniżyn,Kraków,Gutsgebiete,319,29,36,13,13,26,12,,14,,,,0,ad 33,,,0,,,
5164,Lubocza,Peczeniżyn,Kraków,Gutsgebiete,319,30,330,43,47,90,79,,4,7,,,0,ad 34,,,0,,,
5165,Łuczanowice,Peczeniżyn,Kraków,Gutsgebiete,319,31,229,11,11,22,22,,,,,,0,ad 35,,,0,,,
5166,Mistrzejowice,Peczeniżyn,Kraków,Gutsgebiete,319,32,169,28,29,57,57,,,,,,0,ad 36,,,0,,,
5167,Modlnica,Peczeniżyn,Kraków,Gutsgebiete,319,33,341,37,52,89,78,,11,,,,0,ad 37,,,0,,,
5168,Modlniczka,Peczeniżyn,Kraków,Gutsgebiete,319,34,121,18,23,41,34,,7,,,,0,ad 38,,,0,,,
5169,Mogiła,Peczeniżyn,Kraków,Gutsgebiete,319,35,336,79,80,159,154,1,4,,,,0,ad 39,,,0,,,
5170,Mydlniki,Peczeniżyn,Kraków,Gutsgebiete,319,36,160,42,45,87,82,,5,,,,0,ad 40,,,0,,,
5171,Olszanica,Peczeniżyn,Kraków,Gutsgebiete,319,37,134,15,18,33,31,,2,,,,0,ad 42,,,0,,,
5172,Pękowice,Peczeniżyn,Kraków,Gutsgebiete,319,38,105,25,30,55,47,,8,,,,0,ad 43,,,0,,,
5173,Pleszów,Peczeniżyn,Kraków,Gutsgebiete,319,39,470,65,83,148,136,,12,,,,0,ad 44,,,0,,,
5174,Kujawy,Peczeniżyn,Kraków,Gutsgebiete,319,1,1,2,3,3,,,,,,,0,,,,1,,,
5175,Pleszów,Peczeniżyn,Kraków,Gutsgebiete,319,2,64,81,145,138,,19,,,,,0,,,,1,,,
5176,Półwsie Zwierz-nieckie,Peczeniżyn,Kraków,Gutsgebiete,319,40,21,47,123,170,170,,,,,,0,ad 45,,,0,,,
5177,Prądnik Biały,Peczeniżyn,Kraków,Gutsgebiete,319,41,257,69,87,156,127,,29,,,,0,ad 46,,,0,,,
5178,Górka Narodowa,Peczeniżyn,Kraków,Gutsgebiete,319,1,5,13,18,18,,,,,,,0,,,,1,,,
5179,Prądnik Biały,Peczeniżyn,Kraków,Gutsgebiete,319,2,40,50,90,70,,20,,,,,0,,,,1,,,
5180,Witkowice,Peczeniżyn,Kraków,Gutsgebiete,319,3,24,24,48,39,,9,,,,,0,,,,1,,,
5181,Prądnik Czerwony,Peczeniżyn,Kraków,Gutsgebiete,321,42,321,146,140,286,270,1,14,1,,,0,ad 47,,,0,,,
5182,Olsza,Peczeniżyn,Kraków,Gutsgebiete,321,1,,33,38,71,70,,,1,,,0,,,,0,,,
5183,Prądnik Czerwony,Peczeniżyn,Kraków,Gutsgebiete,321,2,,113,102,215,200,1,14,,,,0,,,,0,,,
5184,Prusy,Peczeniżyn,Kraków,Gutsgebiete,321,43,166,19,13,32,32,,,,,,0,ad 48,,,0,,,
5185,Przegorzały,Peczeniżyn,Kraków,Gutsgebiete,321,44,144,28,35,63,48,,,15,,,0,ad 49,,,0,,,
5186,Przylasek Rusiecki,Peczeniżyn,Kraków,Gutsgebiete,321,45,100,3,6,9,9,,,,,,0,ad 50,,,0,,,
5187,Raciborowice,Peczeniżyn,Kraków,Gutsgebiete,321,46,134,13,17,30,24,,,6,,,0,ad 51,,,0,,,
5188,Rakowice,Peczeniżyn,Kraków,Gutsgebiete,321,47,27,33,39,72,67,,,5,,,0,ad 52,,,0,,,
5189,Ruszcza,Peczeniżyn,Kraków,Gutsgebiete,321,48,179,29,38,67,67,,,,,,0,ad 53,,,0,,,
5190,Rząska Szlachecka,Peczeniżyn,Kraków,Gutsgebiete,321,49,51,141,22,163,134,14,12,3,,,0,ad 54,,,0,,,
5191,darunter Militär,Peczeniżyn,Kraków,Gutsgebiete,321,,,116,,116,93,14,6,3,,,0,,,,0,,,
5192,Tomaszowice,Peczeniżyn,Kraków,Gutsgebiete,321,50,233,31,42,73,67,,,6,,,0,ad 56,,,0,,,
5193,Tonie,Peczeniżyn,Kraków,Gutsgebiete,321,51,99,17,22,39,33,,,3,3,,0,ad 57,,,1,,,
5194,Ujazd,Peczeniżyn,Kraków,Gutsgebiete,321,52,115,25,34,59,54,,,5,,,0,ad 59,,,0,,,
5195,Wadów,Peczeniżyn,Kraków,Gutsgebiete,321,53,230,28,34,62,62,,,,,,0,ad 60,,,0,,,
5196,Węgrzce,Peczeniżyn,Kraków,Gutsgebiete,321,54,6,40,40,80,74,,,6,,,0,ad 61,,,0,,,
5197,Węgrzynowice,Peczeniżyn,Kraków,Gutsgebiete,321,55,118,20,24,44,44,,,,,,0,ad 62,,,0,,,
5198,Więckowice,Peczeniżyn,Kraków,Gutsgebiete,321,56,157,23,29,52,48,,,,4,,0,ad 63,,,1,,,
5199,Wola Justowska,Peczeniżyn,Kraków,Gutsgebiete,321,57,511,55,72,127,126,1,,,,,0,ad 64,,,0,,,
5200,Wolica,Peczeniżyn,Kraków,Gutsgebiete,321,58,165,10,17,27,19,,,7,1,,0,ad 65,,,1,,,
5201,Wróżenice,Peczeniżyn,Kraków,Gutsgebiete,321,59,125,10,13,23,19,,,4,,,0,ad 66,,,0,,,
5202,Wyciąże,Peczeniżyn,Kraków,Gutsgebiete,321,60,214,15,24,39,34,,,5,,,0,ad 67,,,0,,,
5203,Zabierzów,Peczeniżyn,Kraków,Gutsgebiete,321,61,305,27,44,71,65,,,5,1,,0,ad 68,,,1,,,
5204,Zastów,Peczeniżyn,Kraków,Gutsgebiete,321,62,78,6,5,11,7,,,4,,,0,ad 69,,,0,,,
5205,Zesławice,Peczeniżyn,Kraków,Gutsgebiete,321,63,115,9,16,25,25,,,,1,,0,ad 71,,,0,,,
5206,Zielonki,Peczeniżyn,Kraków,Gutsgebiete,321,64,138,115,44,159,125,3,30,1,,,0,ad 72,,,0,,,
5207,darunter Militär,Peczeniżyn,Kraków,Gutsgebiete,321,,,78,,78,70,3,4,1,,,0,,,,0,,,
5208,Zwierzyniec,Peczeniżyn,Kraków,Gutsgebiete,321,65,168,44,57,101,101,,,,,,0,ad 73,sum_gutsgebiete,,0,,,
5209,Summe der Gutsgebiete,Peczeniżyn,Kraków,Gutsgebiete,321,,11956,2022,2159,4181,3802,36,328,15,,,0,,sum_gb,,0,,,
5210,"Summe d. GB. Krakau, Kraków",Peczeniżyn,Kraków,Ortsgemeinden,321,,30875,31391,28553,59944,57613,214,1871,246,,,0,,,,0,,,
5211,Einschließlich der Stadt Krakau (vide Seite 4) zählt der Gerichtsbezirk,Peczeniżyn,Liszki,Ortsgemeinden,321,,31707,76364,74903,151267,121822,941,27541,968,,,0,,,,1,,,
5213,Aleksandrowice,Peczeniżyn,Liszki,Ortsgemeinden,321,1,186,121,135,256,256,,,,,,0,,,,0,,,
5214,Baczyn,Peczeniżyn,Liszki,Ortsgemeinden,321,2,84,73,61,134,134,,,,,,0,,,,0,,,
5215,Balice,Peczeniżyn,Liszki,Ortsgemeinden,321,3,508,370,394,764,761,,,,3,,0,,,,1,,,
5216,Bielany,Peczeniżyn,Liszki,Ortsgemeinden,321,4,232,198,218,416,402,,,,14,,0,,,,1,,,
5217,Brzoskwinia,Peczeniżyn,Liszki,Ortsgemeinden,323,5,274,240,235,475,470,,5,,,,0,,,,0,,,
5218,Budzyń,Peczeniżyn,Liszki,Ortsgemeinden,323,6,122,67,82,149,146,,3,,,,0,,,vide 3,0,,,
5219,Burów,Peczeniżyn,Liszki,Ortsgemeinden,323,7,3,138,174,312,312,,,,,,0,,,,0,,,
5220,Cholerzyn,Peczeniżyn,Liszki,Ortsgemeinden,323,8,748,412,457,869,854,,15,,,,0,,,,0,,,
5221,Chrosna,Peczeniżyn,Liszki,Ortsgemeinden,323,9,230,171,192,363,362,,1,,,,1,,,,0,,,
5222,Czernichów,Peczeniżyn,Liszki,Ortsgemeinden,323,10,400,495,529,1024,991,3,30,,,,0,,,,0,,,
5223,Bór Czernichowski,Peczeniżyn,Liszki,Ortsgemeinden,323,1,57,57,55,112,112,,,,,,1,,,,0,,,
5224,Czernichów,Peczeniżyn,Liszki,Ortsgemeinden,323,2,387,411,,798,765,3,30,,,,1,,,,0,,,
5225,Ratanice,Peczeniżyn,Liszki,Ortsgemeinden,323,3,,51,63,114,114,,,,,,1,,,,0,,,
5226,Czernichówek,Peczeniżyn,Liszki,Ortsgemeinden,323,11,246,307,341,648,632,,16,,,,1,,,,0,,,
5227,Czułów,Peczeniżyn,Liszki,Ortsgemeinden,323,12,721,561,665,1226,1221,,5,,,,0,,,,0,,,
5228,Czułówek,Peczeniżyn,Liszki,Ortsgemeinden,323,13,247,180,193,373,368,,5,,,,1,,,,0,,,
5229,Dąbrowa Szlache-eka,Peczeniżyn,Liszki,Ortsgemeinden,323,14,327,196,176,372,368,2,2,,,,1,,,,0,,,
5230,Jeziorzany,Peczeniżyn,Liszki,Ortsgemeinden,323,15,271,251,302,553,548,,5,,,,1,,,,0,,,
5231,Kamień,Peczeniżyn,Liszki,Ortsgemeinden,323,16,407,383,374,757,751,,6,,,,0,,,,0,,,
5232,Kaszów,Peczeniżyn,Liszki,Ortsgemeinden,323,17,842,851,962,1813,1801,,12,,,,0,,,,0,,,
5233,Kleszczów,Peczeniżyn,Liszki,Ortsgemeinden,323,18,,158,154,312,312,,,,,,0,,,vide 1,0,,,
5234,Kleszczów,Peczeniżyn,Liszki,Ortsgemeinden,323,1,1,111,111,222,222,,,,,,1,,,,0,,,
5235,Kochanów,Peczeniżyn,Liszki,Ortsgemeinden,323,2,,47,43,90,90,,,,,,1,,,,0,,,
5236,Kłokoczyn,Peczeniżyn,Liszki,Ortsgemeinden,323,19,459,412,405,817,811,,6,,,,0,,,,0,,,
5237,Kępa Kłokoczyńska,Peczeniżyn,Liszki,Ortsgemeinden,323,1,,55,62,117,117,,,,,,1,,,,0,,,
5238,Kłokoczyn,Peczeniżyn,Liszki,Ortsgemeinden,323,2,,262,237,499,493,,6,,,,1,,,,0,,,
5239,Pasieka Kłokoczyńska,Peczeniżyn,Liszki,Ortsgemeinden,323,3,,95,106,201,201,,,,,,1,,,,0,,,
5240,Kryspinów,Peczeniżyn,Liszki,Ortsgemeinden,323,20,255,255,250,505,502,,3,,,,0,,,,0,,,
5241,Kąty △,Peczeniżyn,Liszki,Ortsgemeinden,323,1,,13,17,30,30,,,,,,0,,,,0,,,
5242,Kryspinów,Peczeniżyn,Liszki,Ortsgemeinden,323,2,,242,233,475,472,,3,,,,1,,,,0,,,
5243,Liszki,Peczeniżyn,Liszki,Ortsgemeinden,323,21,468,642,709,1351,1323,2,26,,,,1,,,,0,,,
5244,Mników,Peczeniżyn,Liszki,Ortsgemeinden,323,22,468,483,581,1064,1064,,,,,,0,,,,0,,,
5245,Morawica,Peczeniżyn,Liszki,Ortsgemeinden,323,23,410,481,568,1049,1034,,15,,,,0,,,,0,,,
5246,Nowa Wieś Szlachecka,Peczeniżyn,Liszki,Ortsgemeinden,323,24,956,576,646,1222,1219,,3,,,,0,,,,0,,,
5247,Piekary,Peczeniżyn,Liszki,Ortsgemeinden,323,25,255,297,279,576,576,,,,,,1,,,,0,,,
5248,Przeginia Duchowna,Peczeniżyn,Liszki,Ortsgemeinden,323,26,566,464,519,983,965,2,16,,,,0,,,,0,,,
5249,Przeginia Narodowa,Peczeniżyn,Liszki,Ortsgemeinden,323,27,538,322,345,667,661,,6,,,,1,,,,0,,,
5250,Rączna,Peczeniżyn,Liszki,Ortsgemeinden,323,28,810,601,588,1189,1177,,12,,,,0,,,,0,,,
5251,Rusocice,Peczeniżyn,Liszki,Ortsgemeinden,323,29,376,481,502,983,978,,5,,,,0,,,,0,,,
5252,Rybna,Peczeniżyn,Liszki,Ortsgemeinden,323,30,1364,1094,1122,2216,2195,1,20,,,,0,,,,0,,,
5253,Sciejowice,Peczeniżyn,Liszki,Ortsgemeinden,323,31,116,142,147,289,289,,,,,,0,,,vide 3,0,,,
5254,Szczyglice,Peczeniżyn,Liszki,Ortsgemeinden,323,32,3,113,95,208,208,,,,,,1,,,,0,,,
5255,Wołowice,Peczeniżyn,Liszki,Ortsgemeinden,323,33,652,624,651,1275,1266,,9,,,,0,,,,0,,,
5256,Grotowa,Peczeniżyn,Liszki,Ortsgemeinden,323,1,,70,68,138,138,,,,,,1,,,,0,,,
5257,Niwka △,Peczeniżyn,Liszki,Ortsgemeinden,323,2,,21,12,33,33,,,,,,0,,,,0,,,
5258,Sułkowa △,Peczeniżyn,Liszki,Ortsgemeinden,323,3,,6,8,14,10,4,,,,,0,,,,0,,,
5259,Wołowice,Peczeniżyn,Liszki,Ortsgemeinden,323,4,,527,563,1090,1085,,5,,,,0,,,,0,,,
5260,Zagacie,Peczeniżyn,Liszki,Ortsgemeinden,323,34,210,235,247,482,482,,,,,,1,,sum_ortsgemeinden,,0,,,
5261,Summe der Ortsgemeinden,Peczeniżyn,Liszki,Ortsgemeinden,323,,13748,12394,13298,25692,25439,10,243,,,,0,,,,0,,,
5262,Aleksandrowice,Peczeniżyn,Liszki,Gutsgebiete,325,1,421,28,43,71,66,,5,,,,0,ad 1,,,0,,,
5263,Baczyn,Peczeniżyn,Liszki,Gutsgebiete,325,2,113,,,,,,,,,,0,ad 2,,,0,,,
5264,Balice,Peczeniżyn,Liszki,Gutsgebiete,325,3,735,81,96,177,171,1,5,,,,0,ad 3,,,0,,,
5265,Bielany,Peczeniżyn,Liszki,Gutsgebiete,325,4,122,45,16,61,54,2,5,,,,0,ad 4,,,0,,,
5266,Brzoskwinia,Peczeniżyn,Liszki,Gutsgebiete,325,5,342,30,37,67,67,,,,,,0,ad 5,,,0,,,
5267,Burów,Peczeniżyn,Liszki,Gutsgebiete,325,6,85,7,7,14,13,,,1,,,0,ad 7,,,0,,,
5268,Cholerzyn,Peczeniżyn,Liszki,Gutsgebiete,325,7,71,,,,,,,,,,0,ad 8,,,0,,,
5269,Czernichów,Peczeniżyn,Liszki,Gutsgebiete,325,8,189,27,35,62,62,,,,,,0,ad 10,,,0,,,
5270,Czułów,Peczeniżyn,Liszki,Gutsgebiete,325,9,51,,,,,,,,,,0,ad 12,,,0,,,
5271,Kamień,Peczeniżyn,Liszki,Gutsgebiete,325,10,529,7,7,14,14,,,,,,0,ad 16,,,0,,,
5272,Kaszów,Peczeniżyn,Liszki,Gutsgebiete,325,11,15,,,,,,,,,,0,ad 17,,,0,,,
5273,Kleszczów,Peczeniżyn,Liszki,Gutsgebiete,325,12,354,14,12,26,26,,,,,,0,ad 18,,,0,,,
5274,Kleszczów,Peczeniżyn,Liszki,Gutsgebiete,325,1,,13,10,23,23,,,,,,0,,,,0,,,
5275,Kochanów,Peczeniżyn,Liszki,Gutsgebiete,325,2,,1,2,3,3,,,,,,0,,,,0,,,
5276,Kłokoczyn,Peczeniżyn,Liszki,Gutsgebiete,325,13,46,,,,,,,,,,0,ad 19,,,0,,,
5277,Kryspinów,Peczeniżyn,Liszki,Gutsgebiete,325,14,225,28,24,52,46,,,6,,,0,ad 20,,,0,,,
5278,Liszki,Peczeniżyn,Liszki,Gutsgebiete,325,15,104,18,14,32,24,3,5,,,,0,ad 21,,,0,,,
5279,Mników,Peczeniżyn,Liszki,Gutsgebiete,325,16,213,6,8,14,6,,,8,,,0,ad 22,,,0,,,
5280,Morawica,Peczeniżyn,Liszki,Gutsgebiete,325,17,269,22,26,48,45,,,3,,,0,ad 23,,,0,,,
5281,Piekary,Peczeniżyn,Liszki,Gutsgebiete,325,18,219,50,37,87,80,,,7,,,0,ad 25,,,0,,,
5282,Przeginia Duchowna,Peczeniżyn,Liszki,Gutsgebiete,325,19,137,,,,,,,,,,0,ad 26,,,0,,,
5283,Rączna,Peczeniżyn,Liszki,Gutsgebiete,325,20,15,,,,,,,,,,0,ad 28,,,0,,,
5284,Rusocice,Peczeniżyn,Liszki,Gutsgebiete,325,21,454,,,,,,,,,,0,ad 29,,,0,,,
5285,Rybna,Peczeniżyn,Liszki,Gutsgebiete,325,22,80,11,15,26,22,,,4,,,0,ad 30,,,0,,,
5286,Ściejowice,Peczeniżyn,Liszki,Gutsgebiete,325,23,151,25,20,45,40,,,5,,,0,ad 31,,,0,,,
5287,Szczyglice,Peczeniżyn,Liszki,Gutsgebiete,325,24,41,,,,,,,,,,0,ad 32,,,0,,,
5288,Wołowice,Peczeniżyn,Liszki,Gutsgebiete,325,25,175,6,7,13,11,,,2,,,0,ad 33,sum_gutsgebiete,,0,,,
5289,Summe der Gutsgebiete,Peczeniżyn,Liszki,Gutsgebiete,325,,5156,405,404,809,747,6,56,,,,0,,sum_gb,,0,,,
5290,Summe d. GB. Liszki,Peczeniżyn,Liszki,Ortsgemeinden,325,,18904,12799,13702,26501,26186,16,299,,,,0,,,,0,,,
5291,Barwinek,Peczeniżyn,Dukla,Ortsgemeinden,327,1,476,232,243,475,47,394,32,2,,,1,,,,0,,,
5292,Cergowa,Peczeniżyn,Dukla,Ortsgemeinden,327,2,567,366,385,751,720,,31,,,,0,,,,0,,,
5293,Ciechania,Peczeniżyn,Dukla,Ortsgemeinden,327,3,956,219,234,453,4,446,3,,,,1,,,,0,,,
5294,Draganowa,Peczeniżyn,Dukla,Ortsgemeinden,327,4,479,306,324,630,624,,6,,,,1,,,,0,,,
5295,Dukla,Peczeniżyn,Dukla,Ortsgemeinden,327,5,272,1506,1707,3213,644,30,2539,,,,0,,,,0,,,
5296,Głojsee,Peczeniżyn,Dukla,Ortsgemeinden,327,6,540,350,381,731,725,,6,,,,1,,,vide 20,0,,,
5297,Huta Polańska,Peczeniżyn,Dukla,Ortsgemeinden,327,7,20,135,132,267,218,40,9,,,,0,,,,0,,,
5298,Hyrowa,Peczeniżyn,Dukla,Ortsgemeinden,327,8,959,255,303,558,1,557,,,,,0,,,,0,,,
5299,Iwla,Peczeniżyn,Dukla,Ortsgemeinden,327,9,729,404,452,856,850,,6,,,,0,,,,0,,,
5300,Jasionka,Peczeniżyn,Dukla,Ortsgemeinden,327,10,725,411,502,913,913,,,,,,1,,,,0,,,
5301,Kobylany,Peczeniżyn,Dukla,Ortsgemeinden,327,11,598,395,464,859,854,,5,,,,0,,,,0,,,
5302,Łęki,Peczeniżyn,Dukla,Ortsgemeinden,327,12,804,650,735,1385,1379,,6,,,,0,,,,0,,,
5303,Lipowica,Peczeniżyn,Dukla,Ortsgemeinden,327,13,202,97,114,211,206,,5,,,,1,,,,0,,,
5304,Lubatowa,Peczeniżyn,Dukla,Ortsgemeinden,327,14,1384,889,1030,1919,1901,,18,,,,1,,,,0,,,
5305,Lubatówka,Peczeniżyn,Dukla,Ortsgemeinden,327,15,374,213,282,495,490,,5,,,,1,,,,0,,,
5306,Mszana,Peczeniżyn,Dukla,Ortsgemeinden,327,16,1391,427,467,894,,881,13,,,,1,,,,0,,,
5307,Myscowa,Peczeniżyn,Dukla,Ortsgemeinden,327,17,2015,502,624,1126,9,1098,19,,,,0,,,,0,,,
5308,Nadole,Peczeniżyn,Dukla,Ortsgemeinden,327,18,195,215,264,479,475,,4,,,,1,,,,0,,,
5309,Olchowiec,Peczeniżyn,Dukla,Ortsgemeinden,327,19,1143,235,234,469,,452,17,,,,0,,,,0,,,
5310,Polany,Peczeniżyn,Dukla,Ortsgemeinden,327,20,2642,557,600,1157,,1137,20,,,,0,,,,0,,,
5311,Rogi,Peczeniżyn,Dukla,Ortsgemeinden,327,21,731,637,782,1419,1401,,18,,,,1,,,,0,,,
5312,Ropianka,Peczeniżyn,Dukla,Ortsgemeinden,327,22,415,86,77,163,8,144,11,,,,1,,,,0,,,
5313,Równe,Peczeniżyn,Dukla,Ortsgemeinden,327,23,987,518,648,1166,1154,12,,,,,1,,,,0,,,
5314,Smereczne,Peczeniżyn,Dukla,Ortsgemeinden,327,24,251,87,96,183,,178,10,,,,1,,,,1,,,
5315,Sulistrowa,Peczeniżyn,Dukla,Ortsgemeinden,327,25,76,107,121,228,228,,,,,,0,,,,0,,,
5316,Teodorówka,Peczeniżyn,Dukla,Ortsgemeinden,327,26,607,531,566,1097,1084,,13,,,,0,,,,0,,,
5317,Trzciana,Peczeniżyn,Dukla,Ortsgemeinden,327,27,558,265,278,543,26,499,18,,,,1,,,,0,,,
5318,Tylawa,Peczeniżyn,Dukla,Ortsgemeinden,327,28,1317,419,469,888,35,816,37,,,,0,,,,0,,,
5319,Wietrzno,Peczeniżyn,Dukla,Ortsgemeinden,327,29,296,248,310,558,549,,3,6,,,0,,,,0,,,
5320,Wilsznia,Peczeniżyn,Dukla,Ortsgemeinden,327,30,502,114,105,219,1,216,2,,,,1,,,,0,,,
5321,Zboiska,Peczeniżyn,Dukla,Ortsgemeinden,327,31,111,143,167,310,996,,14,,,,1,,,,1,,,
5322,Zyndranowa,Peczeniżyn,Dukla,Ortsgemeinden,327,32,1306,397,420,817,,800,17,,,,1,,sum_ortsgemeinden,,0,,,
5323,Summe der Ortsgemeinden,Peczeniżyn,Dukla,Ortsgemeinden,327,,23608,11916,13516,25432,14842,7698,2890,2,,,0,,,,0,,,
5324,Barwinek,Peczeniżyn,Dukla,Gutsgebiete,329,1,689,36,22,58,50,0,8,,,,0,ad 1,,,0,,,
5325,Cergowa,Peczeniżyn,Dukla,Gutsgebiete,329,2,405,30,33,63,42,,21,,,,0,ad 2,,,0,,,
5326,Ciechania,Peczeniżyn,Dukla,Gutsgebiete,329,3,193,,,,,,,,,,0,ad 3,,,0,,,
5327,Draganowa,Peczeniżyn,Dukla,Gutsgebiete,329,4,7,,,,,,,,,,0,ad 4,,,0,,,
5328,Dukla,Peczeniżyn,Dukla,Gutsgebiete,329,5,278,64,61,125,117,7,,1,,,0,ad 5,,,0,,,
5329,Głojsce,Peczeniżyn,Dukla,Gutsgebiete,329,6,190,,,,,,,,,,0,ad 6,,,0,,,
5330,Hyrowa,Peczeniżyn,Dukla,Gutsgebiete,329,7,137,2,3,5,5,,,5,,,0,ad 8,,,1,,,
5331,Iwla,Peczeniżyn,Dukla,Gutsgebiete,329,8,490,25,27,52,51,,,1,,,0,ad 9,,,0,,,
5332,Jasionka,Peczeniżyn,Dukla,Gutsgebiete,329,9,88,,,,,,,,,,0,ad 10,,,0,,,
5333,Kobylany,Peczeniżyn,Dukla,Gutsgebiete,329,10,497,7,10,17,17,,,,,,0,ad 11,,,0,,,
5334,Łęki,Peczeniżyn,Dukla,Gutsgebiete,329,11,292,8,2,10,8,2,,,,,0,ad 12,,,0,,,
5335,Lipowica,Peczeniżyn,Dukla,Gutsgebiete,329,12,54,2,3,5,5,,,,,,0,ad 13,,,0,,,
5336,Lubatowa,Peczeniżyn,Dukla,Gutsgebiete,329,13,332,,,,,,,,,,0,ad 14,,,0,,,
5337,Lubatówka,Peczeniżyn,Dukla,Gutsgebiete,329,14,251,3,4,7,7,,,,,,0,ad 15,,,0,,,
5338,Mszana,Peczeniżyn,Dukla,Gutsgebiete,329,15,496,3,7,10,4,,,6,,,0,ad 16,,,0,,,
5339,Myscowa,Peczeniżyn,Dukla,Gutsgebiete,329,16,735,2,2,4,,4,,,,,0,ad 17,,,0,,,
5340,Nadole,Peczeniżyn,Dukla,Gutsgebiete,329,17,124,16,7,23,23,,,,,,0,ad 18,,,0,,,
5341,Olchowiec,Peczeniżyn,Dukla,Gutsgebiete,329,18,307,,,,,,,,,,0,ad 19,,,0,,,
5342,Polany,Peczeniżyn,Dukla,Gutsgebiete,329,19,805,54,38,92,48,43,,,1,,0,ad 20,,,1,,,
5343,Rogi,Peczeniżyn,Dukla,Gutsgebiete,329,20,355,13,10,23,12,,,11,,,0,ad 21,,,0,,,
5344,Ropianka,Peczeniżyn,Dukla,Gutsgebiete,329,21,8,,,,,,,,,,0,ad 22,,,0,,,
5345,Równe,Peczeniżyn,Dukla,Gutsgebiete,329,22,397,45,49,94,88,,8,,,,0,ad 23,,,1,,,
5346,Smereczne,Peczeniżyn,Dukla,Gutsgebiete,329,23,46,,,,,,,,,,0,ad 24,,,0,,,
5347,Sulistrowa,Peczeniżyn,Dukla,Gutsgebiete,329,24,244,10,10,20,20,,,,,,0,ad 25,,,0,,,
5348,Teodorówka,Peczeniżyn,Dukla,Gutsgebiete,329,25,322,8,6,14,14,,,,,,0,ad 26,,,0,,,
5349,Trzciana,Peczeniżyn,Dukla,Gutsgebiete,329,26,477,2,3,5,2,1,,2,,,0,ad 27,,,0,,,
5350,Tylawa,Peczeniżyn,Dukla,Gutsgebiete,329,27,545,1,2,3,3,,,,,,0,ad 28,,,0,,,
5351,Wietrzno,Peczeniżyn,Dukla,Gutsgebiete,329,28,152,,7,8,15,6,,4,,5,0,ad 29,,,1,,,
5352,Wilsznia,Peczeniżyn,Dukla,Gutsgebiete,329,29,101,,,,,,,,,,0,ad 30,,,0,,,
5353,Zboiska,Peczeniżyn,Dukla,Gutsgebiete,329,30,57,4,5,9,9,,,,,,0,ad 31,,,0,,,
5354,Zyndranowa,Peczeniżyn,Dukla,Gutsgebiete,329,31,676,5,3,8,4,,,4,,,0,ad 32,sum_gutsgebiete,,0,,,
5355,Summe der Gutsgebiete,Peczeniżyn,Dukla,Gutsgebiete,329,,9750,347,315,662,525,76,60,1,,,0,,sum_gb,,0,,,
5356,Summe des GB. Dukla,Peczeniżyn,Dukla,Ortsgemeinden,329,,33358,12263,13831,26094,15367,7774,2950,3,,,0,,,,0,,,
5357,Bajdy,Peczeniżyn,Łańcut,Ortsgemeinden,329,1,263,227,225,452,443,,,9,,,0,,,,0,,,
5358,Białobrzegi,Peczeniżyn,Łańcut,Ortsgemeinden,329,2,690,799,896,1695,1684,3,,8,,,0,,,,0,,,
5359,Bóbrka,Peczeniżyn,Łańcut,Ortsgemeinden,329,3,542,372,491,863,848,,,8,7,,0,,,,1,,,
5360,Bonarówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,4,923,379,464,843,5,838,,,,,1,,,,0,,,
5361,Borek,Peczeniżyn,Łańcut,Ortsgemeinden,331,5,252,217,172,389,378,,10,1,,,0,,,,0,,,
5362,Bratkówka,Peczeniżyn,Łańcut,Ortsgemeinden,331,6,243,242,257,499,433,,66,,,,0,,,,0,,,
5363,Chlebna,Peczeniżyn,Łańcut,Ortsgemeinden,331,7,344,130,168,298,288,,15,,,,0,,,,1,,,
