country,province,city,year,field,value
UKR,Nikolaiev,NOVYI BUG,,perished,34
UKR,Nikolaiev,OCHAKOV,,initial_jewish_settlement,17XX
UKR,Nikolaiev,OCHAKOV,,formal_community_foundation,
UKR,Nikolaiev,OCHAKOV,1897,jewish_population,1480
UKR,Nikolaiev,OCHAKOV,1897,total_population,10786
UKR,Nikolaiev,OCHAKOV,1939,jewish_population,377
UKR,Nikolaiev,OCHAKOV,,perished,97
UKR,Nikolaiev,OCHAKOV,1853,synagogues,TRUE
UKR,Nikolaiev,ROMANOVKA,,initial_jewish_settlement,186X
UKR,Nikolaiev,ROMANOVKA,,formal_community_foundation,
UKR,Nikolaiev,ROMANOVKA,1898,jewish_population,1283
UKR,Nikolaiev,ROMANOVKA,1898,total_population,1302
UKR,Nikolaiev,ROMANOVKA,1926,jewish_population,1563
UKR,Nikolaiev,ROMANOVKA,,perished,1000
UKR,Nikolaiev,ROMANOVKA,1926,school,TRUE
UKR,Nikolaiev,ROTTENDORF,,initial_jewish_settlement,192X
UKR,Nikolaiev,ROTTENDORF,,formal_community_foundation,
UKR,Nikolaiev,ROTTENDORF,,perished,143
UKR,Nikolaiev,SHTERNDORF,,initial_jewish_settlement,
UKR,Nikolaiev,SHTERNDORF,,formal_community_foundation,
UKR,Nikolaiev,SHTERNDORF,,perished,340
UKR,Nikolaiev,SHTERNDORF,1931,school,TRUE
UKR,Nikolaiev,SNEGUROVKA,,initial_jewish_settlement,1931
UKR,Nikolaiev,SNEGUROVKA,,formal_community_foundation,
UKR,Nikolaiev,SNEGUROVKA,1939,jewish_population,224
UKR,Nikolaiev,SNEGUROVKA,1939,total_population,5065
UKR,Nikolaiev,SNEGUROVKA,,perished,160
UKR,Nikolaiev,TSURIUPINSK,,initial_jewish_settlement,18EX
UKR,Nikolaiev,TSURIUPINSK,,formal_community_foundation,
UKR,Nikolaiev,TSURIUPINSK,1897,jewish_population,744
UKR,Nikolaiev,TSURIUPINSK,1897,total_population,8000
UKR,Nikolaiev,TSURIUPINSK,1939,jewish_population,472
UKR,Nikolaiev,TSURIUPINSK,,perished,800
UKR,Nikolaiev,VARVAROVKA,,initial_jewish_settlement,18EX
UKR,Nikolaiev,VARVAROVKA,,formal_community_foundation,
UKR,Nikolaiev,VARVAROVKA,1897,jewish_population,781
UKR,Nikolaiev,VARVAROVKA,1897,total_population,2532
UKR,Nikolaiev,VARVAROVKA,1939,jewish_population,135
UKR,Nikolaiev,VARVAROVKA,,perished,117
UKR,Nikolaiev,VOROSHILOVO,,initial_jewish_settlement,
UKR,Nikolaiev,VOROSHILOVO,,formal_community_foundation,
UKR,Nikolaiev,VOROSHILOVO,,perished,208
UKR,Nikolaiev,VOROSHILOVO,,perished,130
UKR,Nikolaiev,VYSOKOPOLE,,initial_jewish_settlement,187X
UKR,Nikolaiev,VYSOKOPOLE,,formal_community_foundation,
UKR,Nikolaiev,VYSOKOPOLE,1897,jewish_population,139
UKR,Nikolaiev,VYSOKOPOLE,1897,total_population,744
UKR,Nikolaiev,YEFINGAR,,initial_jewish_settlement,1807-1809
UKR,Nikolaiev,YEFINGAR,,formal_community_foundation,
UKR,Nikolaiev,YEFINGAR,1897,jewish_population,2038
UKR,Nikolaiev,YEFINGAR,1897,total_population,2226
UKR,Nikolaiev,YEFINGAR,1926,jewish_population,1528
UKR,Nikolaiev,YEFINGAR,,date_of_deportation,
UKR,Nikolaiev,YEFINGAR,,perished,519
UKR,Nikolaiev,YEFINGAR,1920,school,TRUE
UKR,Nikolaiev,YURKINO,,initial_jewish_settlement,
UKR,Nikolaiev,YURKINO,,formal_community_foundation,
UKR,Nikolaiev,YURKINO,,perished,178
UKR,Nikolaiev,GOLAYA PRISTAN,,initial_jewish_settlement,18EX
UKR,Nikolaiev,GOLAYA PRISTAN,,formal_community_foundation,
UKR,Nikolaiev,GOLAYA PRISTAN,1897,jewish_population,667
UKR,Nikolaiev,GOLAYA PRISTAN,1897,total_population,6143
UKR,Nikolaiev,GOLAYA PRISTAN,1939,jewish_population,276
UKR,Nikolaiev,GOLAYA PRISTAN,,date_of_deportation,9/13/1941
UKR,Nikolaiev,GOLAYA PRISTAN,,perished,150
RUM,N Transylvania,OCNA SUGATAGN,,initial_jewish_settlement,18LX
RUM,N Transylvania,OCNA SUGATAGN,,formal_community_foundation,
RUM,N Transylvania,OCNA SUGATAGN,1920,jewish_population,142
RUM,N Transylvania,OCNA SUGATAGN,,date_of_deportation,1944-04-XX
RUM,N Transylvania,SPERMEZEU,,initial_jewish_settlement,18EX
RUM,N Transylvania,SPERMEZEU,,formal_community_foundation,
RUM,N Transylvania,SPERMEZEU,1930,jewish_population,154
RUM,N Transylvania,SPERMEZEU,,pre_deportation_population,210
RUM,N Transylvania,SPERMEZEU,,date_of_deportation,5/5/1944
RUM,N Transylvania,SPERMEZEU,,perished,161
RUM,N Transylvania,SPERMEZEU,1900,school,TRUE
RUM,N Transylvania,CLUJ NAPOCA,,initial_jewish_settlement,18EX
RUM,N Transylvania,CLUJ NAPOCA,,formal_community_foundation,1818
RUM,N Transylvania,CLUJ NAPOCA,1891,jewish_population,2414
RUM,N Transylvania,CLUJ NAPOCA,1947,jewish_population,6500
RUM,N Transylvania,CLUJ NAPOCA,1990,jewish_population,750
RUM,N Transylvania,CLUJ NAPOCA,,pre_deportation_population,18000
RUM,N Transylvania,CLUJ NAPOCA,,date_of_deportation,5/29/1944
RUM,N Transylvania,CLUJ NAPOCA,1818,synagogues,TRUE
RUM,N Transylvania,CLUJ NAPOCA,1887,synagogues,TRUE
RUM,N Transylvania,CLUJ NAPOCA,1870,school,TRUE
RUM,N Transylvania,CLUJ NAPOCA,1904,school,TRUE
RUM,N Transylvania,CLUJ NAPOCA,1877-1923,Notable Figure Participation,"R. Moshe Shemuel Glasner, who served the community as rabbi in 1877-1923, openly supported Herzl and the establishment of  the Zionist movement in Transyl vania."
RUM,N Transylvania,CLUJ NAPOCA,1918,Journal Publication,publishing the Hungarian-language weekly (later daily) Uj  Kelet.
RUM,N Transylvania,CLUJ NAPOCA,,JNF Headquarters,The national headquarters of the Jewish National Fund and Keren Hayesod were opened there.
RUM,N Transylvania,SIGHET,,initial_jewish_settlement,16XX
RUM,N Transylvania,SIGHET,,formal_community_foundation,
RUM,N Transylvania,SIGHET,1830,jewish_population,431
RUM,N Transylvania,SIGHET,1890,jewish_population,4960
RUM,N Transylvania,SIGHET,1930,jewish_population,11075
RUM,N Transylvania,SIGHET,1941,jewish_population,10144
RUM,N Transylvania,SIGHET,,pre_deportation_population,15000
RUM,N Transylvania,SIGHET,,date_of_deportation,4/20/1944
RUM,N Transylvania,SIGHET,1770,synagogues,TRUE
RUM,N Transylvania,SIGHET,1836,synagogues,TRUE
RUM,N Transylvania,SIGHET,1920,school,TRUE
RUM,N Transylvania,SIGHET,1906,Notable Figure Participation,"Dr. Eliyahu Blanck, chairman of the Zionist organization, trans lated Herzl’s Der Judenstaat into Hungarian and estab lished the first Hebrew school in S."
RUM,N Transylvania,SIGHET,1935,Notable Figure Participation,400 Jews from S. and the surrounding area immigrated to Palestine and settled in Rehovot.
RUM,N Transylvania,TARGU-MURES,,initial_jewish_settlement,1601
RUM,N Transylvania,TARGU-MURES,,formal_community_foundation,1843
RUM,N Transylvania,TARGU-MURES,1930,jewish_population,5193
RUM,N Transylvania,TARGU-MURES,,pre_deportation_population,8648
RUM,N Transylvania,TARGU-MURES,,date_of_deportation,5/3/1944
RUM,N Transylvania,TARGU-MURES,,deported,6953
RUM,N Transylvania,TARGU-MURES,,survived,1200
RUM,N Transylvania,TARGU-MURES,1928,community_center,TRUE
RUM,N Transylvania,TARGU-MURES,1913,Branch Opened,
RUM,N Transylvania,PIR,,initial_jewish_settlement,177X
RUM,N Transylvania,PIR,,formal_community_foundation,
RUM,N Transylvania,PIR,1930,jewish_population,106
RUM,N Transylvania,PIR,,date_of_deportation,1944-05-XX
RUM,N Transylvania,PIR,1934-1935,Youth Groups Active,Hashomer Hatzair and Betar set up a training farm.
RUM,N Transylvania,PIR,,date_of_deportation,6/1/1944
RUM,N Transylvania,PRAID,,initial_jewish_settlement,185X
RUM,N Transylvania,PRAID,,formal_community_foundation,188X
RUM,N Transylvania,PRAID,1930,jewish_population,123
RUM,N Transylvania,PRAID,,date_of_deportation,6/1/1944
RUM,N Transylvania,TELCIU,,initial_jewish_settlement,18EX
RUM,N Transylvania,TELCIU,,formal_community_foundation,
RUM,N Transylvania,TELCIU,1920,jewish_population,215
RUM,N Transylvania,TELCIU,,date_of_deportation,6/1/1944
RUM,N Transylvania,TURT,,initial_jewish_settlement,18EX
RUM,N Transylvania,TURT,,formal_community_foundation,
RUM,N Transylvania,TURT,1920,jewish_population,339
RUM,N Transylvania,TURT,,date_of_deportation,5/1/1944
RUM,N Transylvania,TURT,1880,synagogues,TRUE
RUM,N Transylvania,URISOR,,initial_jewish_settlement,17MX
RUM,N Transylvania,URISOR,,formal_community_foundation,18EX
RUM,N Transylvania,URISOR,1920,jewish_population,103
RUM,N Transylvania,URISOR,,date_of_deportation,5/3/1944
RUM,N Transylvania,URISOR,1807,synagogues,TRUE
RUM,N Transylvania,VAD,,initial_jewish_settlement,18EX
RUM,N Transylvania,VAD,,formal_community_foundation,
RUM,N Transylvania,VAD,1920,jewish_population,190
RUM,N Transylvania,VAD,,date_of_deportation,6/1/1944
RUM,N Transylvania,APA,,initial_jewish_settlement,17MX
RUM,N Transylvania,APA,,formal_community_foundation,
RUM,N Transylvania,APA,1920,jewish_population,69
RUM,N Transylvania,ARDED,,initial_jewish_settlement,17MX
RUM,N Transylvania,ARDED,,formal_community_foundation,
RUM,N Transylvania,ARDED,1930,jewish_population,124
RUM,N Transylvania,ARINIS,,initial_jewish_settlement,18LX
RUM,N Transylvania,ARINIS,,formal_community_foundation,
RUM,N Transylvania,ARINIS,1920,jewish_population,92
RUM,N Transylvania,BAIA MARE,,initial_jewish_settlement,1860
RUM,N Transylvania,BAIA MARE,,formal_community_foundation,1860
RUM,N Transylvania,BAIA MARE,1920,jewish_population,1792
RUM,N Transylvania,BAIA MARE,,pre_deportation_population,14000
RUM,N Transylvania,BAIA MARE,,date_of_deportation,5/27/1944
RUM,N Transylvania,BAIA MARE,,survived,950
RUM,N Transylvania,BAIA MARE,1930,synagogues,TRUE
RUM,N Transylvania,BAIA MARE,1924,Youth Groups Active,
RUM,N Transylvania,BAIA SPRIE,,initial_jewish_settlement,185X
RUM,N Transylvania,BAIA SPRIE,,formal_community_foundation,
RUM,N Transylvania,BAIA SPRIE,1920,jewish_population,193
RUM,N Transylvania,BAIA SPRIE,,date_of_deportation,5/27/1944
RUM,N Transylvania,BARSANA,,initial_jewish_settlement,17EX
RUM,N Transylvania,BARSANA,,formal_community_foundation,
RUM,N Transylvania,BARSANA,1920,jewish_population,485
RUM,N Transylvania,BARSANA,,survived,60
RUM,N Transylvania,BATARCI,,initial_jewish_settlement,17LX
RUM,N Transylvania,BATARCI,,formal_community_foundation,
RUM,N Transylvania,BATARCI,1920,jewish_population,150
RUM,N Transylvania,BECLEAN,,initial_jewish_settlement,17EX
RUM,N Transylvania,BECLEAN,,formal_community_foundation,
RUM,N Transylvania,BECLEAN,1920,jewish_population,666
RUM,N Transylvania,BECLEAN,,date_of_deportation,5/5/1944
RUM,N Transylvania,BECLEAN,,deported,822
RUM,N Transylvania,BECLEAN,,survived,44
RUM,N Transylvania,BECLEAN,1866,school,TRUE
RUM,N Transylvania,BECLEAN,192X,Hebrew classes,
RUM,N Transylvania,BECLEAN,1922,Youth Groups Active,
RUM,N Transylvania,BEZIDUL NOU,,initial_jewish_settlement,20EX
RUM,N Transylvania,BEZIDUL NOU,,formal_community_foundation,1868-1869
RUM,N Transylvania,BISTRA,,initial_jewish_settlement,19MX
RUM,N Transylvania,BISTRA,,formal_community_foundation,
RUM,N Transylvania,BISTRA,1930,jewish_population,303
RUM,N Transylvania,BISTRA,,initial_jewish_settlement,18MX
RUM,N Transylvania,BISTRA,,date_of_deportation,4/1/1944
RUM,N Transylvania,BISTRITA,,initial_jewish_settlement,1860X
RUM,N Transylvania,BISTRITA,,formal_community_foundation,186X
RUM,N Transylvania,BISTRITA,1920,jewish_population,2018
RUM,N Transylvania,BISTRITA,,date_of_deportation,6/1/1944
RUM,N Transylvania,BISTRITA,,deported,7000
RUM,N Transylvania,BISTRITA,1893,synagogues,TRUE
RUM,N Transylvania,BISTRITA,1924,school,TRUE
RUM,N Transylvania,BISTRITA,1901,Branch Opened,Ivriah
RUM,N Transylvania,BISTRITA,1919X,Youth Groups Active,
RUM,N Transylvania,BIXAD,,initial_jewish_settlement,17LX
RUM,N Transylvania,BIXAD,,formal_community_foundation,
RUM,N Transylvania,BIXAD,1930,jewish_population,119
RUM,N Transylvania,BIXAD,,date_of_deportation,6/1/1944
RUM,N Transylvania,BOCICOIUL MARE,,initial_jewish_settlement,17EX
RUM,N Transylvania,BOCICOIUL MARE,,formal_community_foundation,
RUM,N Transylvania,BOCICOIUL MARE,1920,jewish_population,338
RUM,N Transylvania,BOCICOIUL MARE,,date_of_deportation,4/1/1944
RUM,N Transylvania,BORSA,,initial_jewish_settlement,17MX
RUM,N Transylvania,BORSA,,formal_community_foundation,
RUM,N Transylvania,BORSA,1891,jewish_population,1432
RUM,N Transylvania,BORSA,1930,jewish_population,2486
RUM,N Transylvania,BORSA,,date_of_deportation,4/1/1944
RUM,N Transylvania,BORSA,,survived,300
RUM,N Transylvania,BORSA,190X,activity,
RUM,N Transylvania,BORSA,1919X,activity,Mizrachi and Bnei Akiva
RUM,N Transylvania,BORSEC,,initial_jewish_settlement,18LX
RUM,N Transylvania,BORSEC,,formal_community_foundation,
RUM,N Transylvania,BORSEC,1920,jewish_population,92
RUM,N Transylvania,BORSEC,,date_of_deportation,5/1/1944
RUM,N Transylvania,BORSEC,,date_of_deportation,1944-06-XX
RUM,N Transylvania,BOTIZ,,initial_jewish_settlement,17LX
RUM,N Transylvania,BOTIZ,,formal_community_foundation,
RUM,N Transylvania,BOTIZ,1920,jewish_population,164
RUM,N Transylvania,BOTIZ,,date_of_deportation,1944-06-XX
RUM,N Transylvania,BOTIZA,,initial_jewish_settlement,18MX
RUM,N Transylvania,BOTIZA,,formal_community_foundation,
RUM,N Transylvania,BOTIZA,1920,jewish_population,194
RUM,N Transylvania,BOTIZA,,date_of_deportation,
RUM,N Transylvania,BREB,,initial_jewish_settlement,18MX
RUM,N Transylvania,BREB,,formal_community_foundation,
RUM,N Transylvania,BREB,1920,jewish_population,224
RUM,N Transylvania,BREB,,date_of_deportation,
RUM,N Transylvania,BUCIUMI,,initial_jewish_settlement,17LX
RUM,N Transylvania,BUCIUMI,,formal_community_foundation,
RUM,N Transylvania,BUCIUMI,1920,jewish_population,117
RUM,N Transylvania,BUCIUMI,,date_of_deportation,1944-06-XX
RUM,N Transylvania,BUDESTI,,initial_jewish_settlement,17EX
RUM,N Transylvania,BUDESTI,,formal_community_foundation,
RUM,N Transylvania,BUDESTI,1920,jewish_population,452
RUM,N Transylvania,BUDESTI,,date_of_deportation,
RUM,N Transylvania,BUDESTI,,survived,100
RUM,N Transylvania,BUDESTI,193X,Zionist Activity,
RUM,N Transylvania,BUDESTI,,initial_jewish_settlement,18EX
RUM,N Transylvania,BUDESTI,,date_of_deportation,1944-XX-XX
RUM,N Transylvania,CALINESTI,,initial_jewish_settlement,17LX
RUM,N Transylvania,CALINESTI,,formal_community_foundation,
RUM,N Transylvania,CALINESTI,1930,jewish_population,187
RUM,N Transylvania,CALINESTI,,date_of_deportation,1944-06-XX
RUM,N Transylvania,CAMARZANA,,initial_jewish_settlement,17LX
RUM,N Transylvania,CAMARZANA,,formal_community_foundation,
RUM,N Transylvania,CAMARZANA,1930,jewish_population,134
RUM,N Transylvania,CAMARZANA,,date_of_deportation,1944-06-XX
RUM,N Transylvania,CAMPULUNG LA TISA,,initial_jewish_settlement,187X
RUM,N Transylvania,CAMPULUNG LA TISA,,formal_community_foundation,
RUM,N Transylvania,CAMPULUNG LA TISA,1930,jewish_population,317
RUM,N Transylvania,CAMPULUNG LA TISA,,date_of_deportation,5/25/1944
RUM,N Transylvania,CARASEU,,initial_jewish_settlement,17LX
RUM,N Transylvania,CARASEU,,formal_community_foundation,
RUM,N Transylvania,CARASEU,1930,jewish_population,91
RUM,N Transylvania,CARASEU,,date_of_deportation,1944-XX-XX
RUM,N Transylvania,CAREI,,initial_jewish_settlement,1720
RUM,N Transylvania,CAREI,,formal_community_foundation,
RUM,N Transylvania,CAREI,1869,jewish_population,2106
RUM,N Transylvania,CAREI,1941,jewish_population,2255
RUM,N Transylvania,CAREI,,date_of_deportation,5/20/1944
RUM,N Transylvania,CAREI,1785,school,TRUE
RUM,N Transylvania,CAREI,1871,synagogues,TRUE
RUM,N Transylvania,CAREI,1901,synagogues,TRUE
RUM,N Transylvania,CAREI,193X,Zionist Activity,
RUM,N Transylvania,CAREI,1894,jewish_population,206
RUM,N Transylvania,CAREI,1947,jewish_population,600
RUM,N Transylvania,CAREI,,survived,400
RUM,N Transylvania,CERTEZE,,initial_jewish_settlement,17LX
RUM,N Transylvania,CERTEZE,,formal_community_foundation,
RUM,N Transylvania,CERTEZE,1930,jewish_population,254
RUM,N Transylvania,CERTEZE,,date_of_deportation,
RUM,N Transylvania,CHIUESTI,,initial_jewish_settlement,17MX
RUM,N Transylvania,CHIUESTI,,formal_community_foundation,
RUM,N Transylvania,CHIUESTI,1930,jewish_population,91
RUM,N Transylvania,CHIUESTI,,date_of_deportation,
RUM,N Transylvania,COMLAUSA,,initial_jewish_settlement,17LX
RUM,N Transylvania,COMLAUSA,,formal_community_foundation,
RUM,N Transylvania,COMLAUSA,1930,jewish_population,117
RUM,N Transylvania,COMLAUSA,,date_of_deportation,
RUM,N Transylvania,COPALNIC MANASTUR,,initial_jewish_settlement,182X
RUM,N Transylvania,COPALNIC MANASTUR,,formal_community_foundation,
RUM,N Transylvania,COPALNIC MANASTUR,1930,jewish_population,319
RUM,N Transylvania,COPALNIC MANASTUR,,date_of_deportation,
RUM,N Transylvania,CRACIUNESTI,,initial_jewish_settlement,17EX
RUM,N Transylvania,CRACIUNESTI,,formal_community_foundation,
RUM,N Transylvania,CRACIUNESTI,1930,jewish_population,889
RUM,N Transylvania,CRACIUNESTI,,date_of_deportation,
RUM,N Transylvania,CRACIUNESTI,,date_of_deportation,1944-04-XX
RUM,N Transylvania,CRAIDOROLT,,initial_jewish_settlement,18MX
RUM,N Transylvania,CRAIDOROLT,,formal_community_foundation,
RUM,N Transylvania,CRAIDOROLT,1930,jewish_population,133
RUM,N Transylvania,CRAIDOROLT,,date_of_deportation,1944-05-XX
RUM,N Transylvania,CRASNA (I),,initial_jewish_settlement,17LX
RUM,N Transylvania,CRASNA (I),,formal_community_foundation,
RUM,N Transylvania,CRASNA (I),1930,jewish_population,418
RUM,N Transylvania,CRASNA (I),,date_of_deportation,1944-06-XX
RUM,N Transylvania,CRASNA (I),,Zionist activity,
RUM,N Transylvania,CRISTUR,,initial_jewish_settlement,188X
RUM,N Transylvania,CRISTUR,,formal_community_foundation,188X
RUM,N Transylvania,CRISTUR,1930,jewish_population,155
RUM,N Transylvania,CRISTUR,,date_of_deportation,1944-06-XX
RUM,N Transylvania,CUHEA,,initial_jewish_settlement,17EX
RUM,N Transylvania,CUHEA,,formal_community_foundation,
RUM,N Transylvania,CUHEA,1930,jewish_population,321
RUM,N Transylvania,CUHEA,,date_of_deportation,1944-04-XX
RUM,N Transylvania,DEDA,,initial_jewish_settlement,18EX
RUM,N Transylvania,DEDA,,formal_community_foundation,
RUM,N Transylvania,DEDA,1920,jewish_population,185
RUM,N Transylvania,DEDA,,date_of_deportation,1944-06-XX
RUM,N Transylvania,DEJ,,initial_jewish_settlement,1834
RUM,N Transylvania,DEJ,,formal_community_foundation,
RUM,N Transylvania,DEJ,1910,jewish_population,2166
RUM,N Transylvania,DEJ,1920,jewish_population,3224
RUM,N Transylvania,DEJ,,pre_deportation_population,3266
RUM,N Transylvania,DEJ,,date_of_deportation,1944-05-XX
RUM,N Transylvania,DEJ,1909,synagogues,TRUE
RUM,N Transylvania,DEJ,1862,school,TRUE
RUM,N Transylvania,DEJ,1885,school,TRUE
RUM,N Transylvania,DEJ,1899,school,TRUE
RUM,N Transylvania,DEJ,1918,Branch Opened,Jewish National League of Zionists in Transylvania
RUM,N Transylvania,DEJ,1921,School Opened,Jewish nursery school
RUM,N Transylvania,DEJ,193X,Youth Groups Active,Betar
RUM,N Transylvania,DITRAU,,initial_jewish_settlement,18MX
RUM,N Transylvania,DITRAU,,formal_community_foundation,
RUM,N Transylvania,DITRAU,1920,jewish_population,213
RUM,N Transylvania,DITRAU,,date_of_deportation,1944-06-XX
RUM,N Transylvania,DRAGOMIRESTI,,initial_jewish_settlement,1780
RUM,N Transylvania,DRAGOMIRESTI,,formal_community_foundation,
RUM,N Transylvania,DRAGOMIRESTI,1920,jewish_population,756
RUM,N Transylvania,DRAGOMIRESTI,,pre_deportation_population,2000
RUM,N Transylvania,DRAGOMIRESTI,,date_of_deportation,5/15/1944
RUM,N Transylvania,FILEA,,initial_jewish_settlement,18EX
RUM,N Transylvania,FILEA,,formal_community_foundation,
RUM,N Transylvania,FILEA,1930,jewish_population,106
RUM,N Transylvania,FILEA,,date_of_deportation,1944-06-XX
RUM,N Transylvania,GALGAU,,initial_jewish_settlement,18EX
RUM,N Transylvania,GALGAU,,formal_community_foundation,
RUM,N Transylvania,GALGAU,1920,jewish_population,131
RUM,N Transylvania,GALGAU,,date_of_deportation,1944-05-XX
RUM,N Transylvania,GALGAU,,date_of_deportation,5/4/1944
RUM,N Transylvania,GHEORGHENI,,initial_jewish_settlement,18MX
RUM,N Transylvania,GHEORGHENI,,formal_community_foundation,
RUM,N Transylvania,GHEORGHENI,1920,jewish_population,270
RUM,N Transylvania,GHEORGHENI,,date_of_deportation,
RUM,N Transylvania,GHEORGHENI,1925,Zionist activity,
RUM,N Transylvania,GHERLA,,initial_jewish_settlement,18EX
RUM,N Transylvania,GHERLA,,formal_community_foundation,
RUM,N Transylvania,GHERLA,1920,jewish_population,1041
RUM,N Transylvania,GHERLA,,pre_deportation_population,1400
RUM,N Transylvania,GHERLA,,date_of_deportation,5/26/1944
RUM,N Transylvania,GHERLA,1903,synagogues,TRUE
RUM,N Transylvania,GHERLA,1919,Branch Opened,local branch of  the National Association of Transylvanian Zionists
RUM,N Transylvania,GHIMES FAGET,,initial_jewish_settlement,18MX
RUM,N Transylvania,GHIMES FAGET,,formal_community_foundation,
RUM,N Transylvania,GHIMES FAGET,1930,jewish_population,224
RUM,N Transylvania,GIULESTI,,initial_jewish_settlement,17EX
RUM,N Transylvania,GIULESTI,,formal_community_foundation,
RUM,N Transylvania,GIULESTI,1920,jewish_population,207
RUM,N Transylvania,GIULESTI,,date_of_deportation,1944-04-XX
RUM,N Transylvania,GLOD,,initial_jewish_settlement,18EX
RUM,N Transylvania,GLOD,,formal_community_foundation,18EX
RUM,N Transylvania,GLOD,1920,jewish_population,225
RUM,N Transylvania,GLOD,,date_of_deportation,1944-04-XX
RUM,N Transylvania,GLOD,,initial_jewish_settlement,18XX
RUM,N Transylvania,GLOD,,formal_community_foundation,19EX
RUM,N Transylvania,HALMEU,,initial_jewish_settlement,17EX
RUM,N Transylvania,HALMEU,,formal_community_foundation,
RUM,N Transylvania,HALMEU,1930,jewish_population,1373
RUM,N Transylvania,HALMEU,,date_of_deportation,1944-05-XX
RUM,N Transylvania,HALMEU,1934,school,TRUE
RUM,N Transylvania,HALMEU,1928,Zionist activity,
RUM,N Transylvania,HIDA,,initial_jewish_settlement,18XX
RUM,N Transylvania,HIDA,,formal_community_foundation,19EX
RUM,N Transylvania,HIDA,1920,jewish_population,357
RUM,N Transylvania,HIDA,,date_of_deportation,6/2/1944
RUM,N Transylvania,HODOD,,initial_jewish_settlement,17LX
RUM,N Transylvania,HODOD,,formal_community_foundation,
RUM,N Transylvania,HODOD,1920,jewish_population,128
RUM,N Transylvania,HODOD,,date_of_deportation,1944-06-XX
RUM,N Transylvania,ICLODUL MARE,,initial_jewish_settlement,17EX
RUM,N Transylvania,ICLODUL MARE,,formal_community_foundation,17EX
RUM,N Transylvania,ICLODUL MARE,1930,jewish_population,176
RUM,N Transylvania,ICLODUL MARE,,date_of_deportation,5/26/1944
RUM,N Transylvania,ICLODUL MARE,1834,synagogues,TRUE
RUM,N Transylvania,ICLODUL MARE,1928,school,TRUE
RUM,N Transylvania,IERNUTENI,,initial_jewish_settlement,
RUM,N Transylvania,IERNUTENI,,formal_community_foundation,
RUM,N Transylvania,IERNUTENI,1920,jewish_population,52
RUM,N Transylvania,IERNUTENI,,date_of_deportation,1944-06-XX
RUM,N Transylvania,IEUD,,initial_jewish_settlement,17EX
RUM,N Transylvania,IEUD,,formal_community_foundation,
RUM,N Transylvania,IEUD,1920,jewish_population,360
RUM,N Transylvania,ILEANDA MARE,,initial_jewish_settlement,183X
RUM,N Transylvania,ILEANDA MARE,,formal_community_foundation,183X
RUM,N Transylvania,ILEANDA MARE,1930,jewish_population,308
RUM,N Transylvania,ILEANDA MARE,,deported,900
RUM,N Transylvania,ILEANDA MARE,1919,school,TRUE
RUM,N Transylvania,ILEANDA MARE,192X,Zionist activities,
RUM,N Transylvania,ILVA MARE,,initial_jewish_settlement,18EX
RUM,N Transylvania,ILVA MARE,,formal_community_foundation,
RUM,N Transylvania,ILVA MARE,1920,jewish_population,140
RUM,N Transylvania,ILVA MICA,,initial_jewish_settlement,18EX
RUM,N Transylvania,ILVA MICA,,formal_community_foundation,
RUM,N Transylvania,ILVA MICA,1920,jewish_population,199
RUM,N Transylvania,JIBOU,,initial_jewish_settlement,
RUM,N Transylvania,JIBOU,,formal_community_foundation,184X
RUM,N Transylvania,JIBOU,1930,jewish_population,640
RUM,N Transylvania,JIBOU,193X,Zionists active,
RUM,N Transylvania,JIBOU,,initial_jewish_settlement,184X
RUM,N Transylvania,JIBOU,,date_of_deportation,5/3/1944
RUM,N Transylvania,JIBOU,193X,Zionist Activity,
RUM,N Transylvania,JIDOVITA,,initial_jewish_settlement,16EX
RUM,N Transylvania,JIDOVITA,,formal_community_foundation,
RUM,N Transylvania,JIDOVITA,1900,jewish_population,297
RUM,N Transylvania,JIDOVITA,1920,jewish_population,137
RUM,N Transylvania,JIDOVITA,,date_of_deportation,
RUM,N Transylvania,LECHNITA,,initial_jewish_settlement,185X
RUM,N Transylvania,LECHNITA,,formal_community_foundation,
RUM,N Transylvania,LECHNITA,1920,jewish_population,206
RUM,N Transylvania,LECHNITA,,date_of_deportation,
RUM,N Transylvania,LEORDINA,,initial_jewish_settlement,1850
RUM,N Transylvania,LEORDINA,,formal_community_foundation,1850
RUM,N Transylvania,LEORDINA,1920,jewish_population,356
RUM,N Transylvania,LEORDINA,,date_of_deportation,
RUM,N Transylvania,LIVADA,,initial_jewish_settlement,17LX
RUM,N Transylvania,LIVADA,,formal_community_foundation,
RUM,N Transylvania,LIVADA,1920,jewish_population,205
RUM,N Transylvania,LIVADA,,date_of_deportation,
RUM,N Transylvania,LUNCA DE JOS,,initial_jewish_settlement,20EX
RUM,N Transylvania,LUNCA DE JOS,,formal_community_foundation,20EX
RUM,N Transylvania,LUNCA DE JOS,1930,jewish_population,286
RUM,N Transylvania,LUNCA DE JOS,,date_of_deportation,
RUM,N Transylvania,LUNCA DE JOS,,initial_jewish_settlement,19XX
RUM,N Transylvania,LUNCA DE JOS,,formal_community_foundation,20XX
RUM,N Transylvania,MARGHITA,,initial_jewish_settlement,18EX
RUM,N Transylvania,MARGHITA,,formal_community_foundation,17MX
RUM,N Transylvania,MARGHITA,1920,jewish_population,1647
RUM,N Transylvania,MARGHITA,,date_of_deportation,
