name,first_jewish_presence,peak_jewish_population,jewish_population_in_1933,content,author__sources,url,sid
Militsch,1795,197 in 1864,,"The city of Militsch (present-day Milicz, Poland) was visited by merchants on their way to the market in Breslau in the 15th century. Many of these traders were Jewish, and a small number of them settled in Militsch. It was not until the early 18th century, however, that a functioning Jewish community was established there. The modern community consecrated a cemetery in 1811, built a synagogue in 1827 and employed a rabbi in 1845. Local Jews were prominent in their city, and several served on the town council. The Jewish population began to dwindle during the late 1800s; by 1936, the community had ceased to exist. Those five Jews who still lived in Militsch on Pogrom Night witnessed the destruction of their synagogue and businesses. Further information about the fate of Militsch’s Jews is unavailable.","Moshe Finkel  Sources: EJL, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=901,901
Miltenberg,1285,106 in 1900,99,"Miltenberg’s medieval synagogue appears to have been built at some point between the year 1290 and the year 1300. Although Jews were expelled from Miltenberg during the Middle Ages, they resettled there in the 17th century, at which point the old synagogue was owned by a priest. In 1755, the community succeeded in buying back the synagogue, but the building gradually fell into disrepair. A prayer room was established in 1851 (at 174 Riesengasse), and in 1904 the community built its third and last synagogue on Mainstrasse (it also housed a classroom and a teacher’s apartment). In 1864, Rabbi Abraham Hirsch founded a small (junior) yeshiva in Miltenberg; the yeshiva moved to Mainstockheim in 1866. The community also maintained a mikveh and two cemeteries: one established in the 15th or 16th century, the other in 1904. The synagogue interior was destroyed on Pogrom Night. A section of the building was later demolished to create space for a parking lot, and the remainder was converted into a residential property. Forty-three Miltenberg Jews emigrated and 42 relocated within Germany. In 1942, the remaining ten Jews were deported to Izbica and to Theresienstadt. At least 39 Miltenberg Jews perished in the Shoah.","Esther Sarah Evans  Sources: AJ, EJL, PK BAV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=902,902
Minden,1270,267 in 1880,192,"Beginning in 1650 at the latest, the Minden Jewish community conducted prayer services in rented prayer rooms. In 1680, a synagogue was inaugurated at 494 Griesenbruchstrasse (present-day 1 Videnbullenstrasse); and in 1865, an impressive synagogue was erected at 6 Kampstrasse, where services were conducted in German and accompanied by organ music. Burials were conducted in a neighboring village before 1700, after which a Jewish cemetery was consecrated just outside Marien Gate; in 1890, after the cemetery was closed to make room for a fortress, new burial grounds were chosen in Erikaweg. The community developed into a prosperous one, and the fact that Jews held official positions in the town periodically sparked anti-Semitic incidents. Minden Jews maintained a sisterhood, a chevra kadisha and a children’s library. Children attended the local elementary school and the Jewish youth movement. On Pogrom Night, as firemen stood ready to protect the neighboring houses, Minden’s synagogue was set on fire; the flames devoured the interior, but not before 14 Torah scrolls, silverware and an Elijah’s Chair made in 1720 were stolen. Stores and homes were ransacked, and 60 Jewish men were sent to Buchenwald. Jewish-owned properties were forcibly sold after the pogrom, and the synagogue ruins were torn down. Later, all remaining Jews (most were elderly) were deported, via Bielefeld, to Warsaw, Riga and Theresienstadt. In 1945, approximately 100 Jews formed a new congregation. Minden’s new synagogue, built near the site of the destroyed house of worship, contains a memorial bearing the names of all Shoah victims from Minden. An additional memorial was unveiled in front of the city hall. Franz Boas, the renowned German-American anthropologist and activist, was born in Minden.","Ruth Martina Trucks  Sources: EJL, FJG, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=903,903
Mittelsinn,17th century,162 in 1867 (15.7% of the total population),105,"This community gave up its synagogue on Brunnenstrasse in 1867, after a storm damaged the building. In 1871, a new synagogue was established at 14 Fellenbergstrasse, just two doors down from the Jewish community center (at 12 Fellenbergstrasse), which contained rooms for the Jewish school and living quarters for the schoolteacher. Although the school was closed in 1924 as a result of insufficient enrollment, it was reopened in 1931. The community maintained its own mikveh, but buried its dead in Altengronau (in Hesse). Germany’s annexation of Austria in March 1938 sparked riots motivated by anti-Semitism in Mittelsinn: Jewish businesses were broken into, windows were smashed and the synagogue was damaged, after which approximately 70 Jews fled. On Pogrom Night, the interiors of the synagogue and of the community center were destroyed, as were the ritual objects. One Jewish home was looted that night. Eight-one Jews left Mittelsinn in 1938, and seven fled in 1939; of these, most relocated within Germany (seven emigrated). By April 1939, no Jews remained in Mittelsinn. At least 68 Mittelsinn Jews perished in the Shoah. Sections of the synagogue and school’s walls survived the war. The community center was later renovated, and a memorial plaque was unveiled opposite the former synagogue site.","Esther Sarah Evans  Sources: AJ, EJL, IAJGS, JGEN, PK BAV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=904,904
Moenchengladbach,1337,"1,439 in 1905","907 or 1,200","Moenchengladbach’s 14th-century Jewish community was destroyed during the Black Death pogroms of 1349, when local Jews were either murdered or forced to flee. It was not until 1621 that a new Jewish community was established in the town. In 1856, Moenchengladbach became the center of a synagogue association; after 1870, its congregation was the largest in the region. Among the town’s notable Jewish residents was Avraham Gotthelf, who, in 1855, opened the city’s first weaving mill. The regional congregation was dissolved in 1890, after which the Moenchengladbach-Rheydt congregation was formed, together with a few independent satellite communities. Local Jews conducted services in prayer halls—all were located in private residences—until September 14-16, 1883, when a new synagogue was inaugurated on Karlstrasse (present-day 15-17 Bluechenstrasse). The synagogue housed a Jewish elementary school, and we also know that the community maintained a cemetery at Huegelstrasse after 1840 (near an older cemetery at an unknown location). The Huegelstrasse cemetery still exists. The Jewish population in 1933 was either 907 or 1,200 (sources of information differ), constituting 0.6% of the city’s total population. In 1933, a branch of the Maccabi sports club was opened in Moenchengladbach, with 60 members. Jewish stores were boycotted after 1933, and in July 1935, Jews were banned from public swimming pools (earlier than in the rest of Germany). On Pogrom Night, SA men set fire to the synagogue and its Torah scrolls; the fire department attempted to extinguish the blaze, but was prevented from doing so by the SA. Jewish homes and stores were also destroyed, and more than 50 Jewish men were sent to Dachau. In May of 1939, only 375 Jews still lived in Moenchengladbach. After 1941, Jews were deported to the ghettos in Lodz, Riga, Izbica, Lublin and Theresienstadt. Of the 638 deported Jews, only 27 survived the Shoah. A memorial plaque was later unveiled opposite the former synagogue site. The new Jewish community was established after the war, numbering 100 members in 1960 and 270 in 1993. In April 1967, the community established a prayer hall at Albertusstrasse.","Benjamin Rosendahl  Sources: EJL, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=905,905
Moenchsroth,1593,194 in 1811/12 (22.9% of the total population),23,"In 1761, the community inaugurated a synagogue at presentday 1 Rathausstrasse; the building contained a schoolroom and an apartment for the teacher. The mikveh, initially located in the cellar of the synagogue, was later moved to an outbuilding. Local Jews maintained an elementary school from 1826 until 1890, after which a teacher instructed Jewish children in religion. Burials were conducted in Schopfloch. In 1933, the 23 Jews of Moenchsroth maintained a chevra kadisha and a women’s association. By August 1938, most of the village’s Jews had left; accordingly, the community was dissolved. On Pogrom Night, the synagogue’s interior and furniture were destroyed; the building itself, which was about to be sold to the mayor, was not burned down. That same night, the town’s four remaining Jewish homes were ransacked, and all four Jews (three of whom were women) were detained at the prison in Feuchtwangen. Eight Moenchsroth Jews emigrated and 16 relocated within Germany. The remaining Jews left in January 1939; at least 27 Moenchsroth Jews perished in the Shoah. In later years, the former synagogue was used as gymnasium, as a town hall and as a warehouse. In 1988, a geniza, or storeroom for holy books, (the second-largest to be discovered in Franconia) was discovered under the floorboards of the attic. A memorial stone was unveiled near the synagogue in 2006. Ritual objects from the synagogue are on display at the Jewish Museum of Fuerth, in Germany, and at the Jewish Museum of New York.","Esther Sarah Evans  Sources: AJ, EJL, PK BAV  www.epv.de/",http://germansynagogues.com/index.php/synagogues-and-communities?sid=906,906
Moerfelden-Walldorf,1611,80 in 1861,unknown,"Records from 1806 mention Yitzhak ben Aharon, a teacher of religious studies. Community member Moshe Katz began fundraising for the construction of a synagogue in 1816; inaugurated in 1829, the synagogue was located on Kalbsgasse. Burials were conducted in two older cemeteries until 1841, when new burial grounds were consecrated in Gross-Gerau. Community membership— Moerfelden-Walldorf belonged to the Orthodox rabbinate in Darmstadt—began to decline after 1861. In 1933, the Agudat Chovevei Hatevi club was shut down. Later, in 1935, members of the Hitler Youth heavily damaged the synagogue. Three Moerfelden-Walldorf Jews emigrated in 1936; one local Jewish woman committed suicide. On Pogrom Night, Simon Goldschmidt’s shack was burned down, windows in Jewish homes were broken and two Jewish men—Max Strauss and Adolf Reiss—were sent to a concentration camp. Although the synagogue had been sold in 1937, the building was nonetheless ravaged on Pogrom Night. In 1938, three local Jews immigrated to South Africa, one to England and one to Luxemburg. Others relocated within Germany, mainly to Frankfurt am Main. On May 17, 1939, 16 Jews still lived in Moerfelden, of whom three (Erna Strauss and her two children, Ruth and Kurt) managed to immigrate to New York on January 6, 1941. In 1941, the 13 remaining Jews were forcibly moved into Simon Schott’s home at 9 Mittelgasse. Schott, the 72-yearold community chairman, hanged himself in his shack on March 5, 1942. Two weeks later, on March 20, 1942, the remaining Jews were deported to the death camps. Ten were sent to Poland, and two were deported from Walldorf to Theresienstadt in September 1942. In 1947, a local sports association unveiled a memorial stone to the Jewish community at the cemetery. At the initiative of the German Communist Party, a memorial stone was unveiled at the former synagogue site.","Esther Sarah Evans Sources: IAJGS, PK-HNF www.synagoge-pfungstadt.de/ www.synagoge-heubach.de www.moerfelden-walldorf.de www.fjgk.de/",http://germansynagogues.com/index.php/synagogues-and-communities?sid=907,907
Mogendorf,1696,114 in 1871 (16.3% of the total population),20,"By 1746, if not earlier, the Jews of Mogendorf had established a prayer room in a private residence. Later, in 1850, they inaugurated a synagogue on Fuhrgasse; the new synagogue accommodated 80 men, 25 women, a school and a mikveh. Burials were conducted in nearby Selters. In 1933, two children studied religion with a teacher from Selters. (According to records, the community was able to employ a teacher in the late 1800s.) On the morning after Pogrom Night, the village’s Jews were locked in the school house as axe-wielding SS men in civilian clothing destroyed the synagogue’s interior, Jewish homes and Jewish-owned properties; neighboring residents, concerned for the safety of their own homes, prevented the SS from setting fire to the synagogue. Eight Jews left Mogendorf before Pogrom Night, and the rest fled soon afterwards, the last leaving in 1939. At least eight local Jews perished in the Shoah. Wartime aerial bombings further damaged the synagogue. In 1952, a local Evangelical church acquired the building. Subsequent renovations removed all traces of the former synagogue.","Esther Sarah Evans Sources: EJL, JVM, PK-HNF, SG-RPS, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=908,908
Momberg,"1731, peak Jewish population",,31,"The Jewish community of Momberg belonged to that of Neustadt, where Momberg Jews attended synagogue services until the mid-1850s. Inaugurated on April 19, 1858, Momberg’s synagogue was located at 58 Haus, the site of a former barn. Records from 1825 tell us that the community’s mikveh was then located in the home of one Michael Spier. Notable Jewish-owned businesses included a kosher noodle factory, a matzo factory and a kosher slaughterhouse. Five Momberg Jews died fighting for Germany in World War I. As a result of the Nazis’ anti-Jewish boycott and other repressive measures, 13 local Jews immigrated to the United States during the 1930s; one Jewish family immigrated to South Africa. Rioters destroyed the synagogue’s interior and ritual objects on Pogrom Night (November 1938), after which the damaged building was sold to farmer who converted it into a barn. Most Jews left the town after the pogrom; in 1941/42, the remaining 11 Jews were deported. According to Yad Vashem, 22 Momberg Jews were killed in the Shoah. Memorial stones were later unveiled at the Jewish cemetery in Neustadt and at Momberg’s city cemetery.","Benjamin Rosendahl  Sources: AJ, SIA, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=909,909
Mondorf,17th or 18th century (see below),,,"The earliest record of a Jewish presence in Mondorf, dated 1647, mentions three Jewish residents. According to other documents, however, the history of Jewish Mondorf began in the 18th century. The community established a synagogue in the early 19th century. In 1862, a new synagogue—it included a women’s gallery—was built on Provinzialstrasse; Jews from the neighboring towns (including Rheidt) also attended services there. Mondorf’s Jewish cemetery was consecrated in 1883. In 1932/33, 20 Jews lived in Mondorf. A shochet served the community, and three schoolchildren received religious instruction. Later, on Pogrom Night, SA men from Wuppertal and local residents destroyed the synagogue’s door, windows and furniture, after which they set the building on fire. Four Jews from Mondorf and Rheidt were arrested on Pogrom Night and released several weeks later. Few local Jews managed to emigrate. Most were deported in 1942; 19 perished in the Shoah. The synagogue, which had been converted into a garage, was damaged in 1945. In April 1984, a memorial plaque was affixed to the building, now a historical monument.","Heidemarie Wawrzyn  Sources: EJL, FJG, HU, SG-NRW, SIA  www.niederkassel.de/  www.kopernikus-gymnasium.org/  www.ksta.de/html/",http://germansynagogues.com/index.php/synagogues-and-communities?sid=910,910
Montabaur,1338,117 in 1905,82,"The earliest records of a Jewish presence in Montabaur refer to the anti-Jewish persecutions of 1338 and 1348/49. It is quite possible that individual Jews lived in Montabaur in the 15th and 16th centuries, but it was not until the 17th century that an organized community emerged there. Montabaur Jews had established a synagogue by 1691; founded a prayer room in the mid- 18th century; a new synagogue, at 5 Wallstrasse, in 1889 (renovated in 1930); and a cemetery in 1910. We also know that the community maintained a school and a mikveh. In 1933, a teacher/chazzan instructed nine children in religion. A women’s group and a youth association were active in the community, with which the Jews of Wirges were affiliated. The synagogue was broken into on the night of November 3, 1938; some ritual objects were destroyed that night, and others were stolen. On Pogrom Night, rioters destroyed the synagogue’s interior, assaulted local Jews and wrecked Jewish-owned homes and businesses. A Jewish man and his daughter committed suicide, another Jew died trying to escape, and others were marched to the town hall and beaten. Jewish men were sent to Buchenwald. Forty-one Montabaur Jews emigrated while others relocated within Germany. In August 1941, the town’s remaining eight Jews were deported to a camp in Friedrichssegen-Lahn; of these, four died in Friedrichssegen-Lahn and four were deported to Poland in September 1942. At least 26 local Jews perished in the Shoah. The synagogue was demolished in the 1940s, but a memorial plaque was later unveiled at the site. Montabaur’s Jewish cemetery was desecrated in 1943 and again in 1983.","Esther Sarah Evans;  Sources: AJ, EJL, PK-HNF; genealogy.net/vereine/ArGeWe/jiw/Reichskristallnacht_ in_Montabaur/Reichskristallnacht_in_Montabaur.h",http://germansynagogues.com/index.php/synagogues-and-communities?sid=911,911
Mosbach,13th century,229 in 1871,134,"The Jewish community of Mosbach built a synagogue and mikveh at Frohndbrunnengasse in the late 1700s. Communal institutions included a school (1830-1876) and a cemetery, and we also know that beginning in 1827, the community hosted a district rabbinate. Mosbach’s first honorary citizen was Rabbi Dr. Leopold Loewenstein (1843-1924). Loewenstein not only organized religious and charitable activities, but also wrote important works on Baden’s Jewish history. In 1933, Julius Grailshamer was district rabbi; a teacher/chazzan instructed 15 schoolchildren in religion. Later, on Pogrom Night (November 1938), Jewish homes and the two remaining Jewishowned stores were vandalized. The synagogue was set on fire, but not before the rioters had destroyed its interior and (this was done at the marketplace) burned the ritual objects and Torah scrolls. The cemetery was heavily damaged that night, and eight Jews were sent to Dachau. One hundred and ten Jews left Mosbach, two died there, and 16 were deported to Gurs on October 22, 1940. Two Jews, both of whom were married to Christians, survived the war in Mosbach. At least 38 local Jews perished in the Shoah. Garages were built on the synagogue site in the 1950s; a plaque was unveiled there in 1969. In 1986, memorial stones were unveiled at the synagogue site and at the cemetery.","Heike Zaun Goshen  Sources: AH, AJ, EJL, HU, PK-BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=912,912
Muehlhausen,13th century,196 in 1881,204,"Records indicate that Jews lived in Muehlhausen in the 13th century. The medieval community, which maintained both a synagogue and cemetery, was expelled in 1561. Jews resettled in Muehlhausen during the 17th and 18th centuries. In 1841, the modern community, founded in 1806, inaugurated a new synagogue—it housed a mikveh, a school, a library and a rabbi’s apartment—at 24 Juedenstrasse (“Jews’ street”). A new cemetery was consecrated on Eisenacher Strasse in 1872. In 1933, 204 Jews lived in Muehlhausen. A teacher, who also served as shochet, instructed 31 schoolchildren in religion. Three Jewish charity associations were active in the town: a humanitarian society (founded in 1875), an Israelite women’s association (founded in 1839) and a Chebrah Gemillus Chessed (founded in or around 1900). In response to anti-Semitic incitement, which included a show trial in the town against racial defilement, many Jews left Muehlhausen. On Pogrom Night, a Nazi official and his drinking companions desecrated the cemetery, destroyed the synagogue’s interior and looted Jewish homes and establishments; the community teacher was shot, and two elderly women were physically assaulted (they died soon afterwards). Thirty-one Jewish men were arrested and brought to a local gym, from which they were sent, on November 11, to Buchenwald, where two died. In 1940/41, the town’s remaining Jews were confined to a designated “Jews’ house” in the synagogue’s front building. By 1943, following deportations the year before, Muehlhausen was declared Judenfrei (free of Jews). At least 66 Muehlhausen Jews perished in the Shoah. Renovated in the 1990s, the synagogue is now a monument and cultural center. In 1985, a plaque was affixed to a former Jewish home at 17 Lindenbuehl.","Heidemarie Wawrzyn  Sources: AJ, DJKT, EJL, FJG  www.muehlhausen.de",http://germansynagogues.com/index.php/synagogues-and-communities?sid=914,914
Muehlheim,1815,71 or 78 in 1933,,"The earliest record of a Jewish presence in Muehlheim is dated 1815, but it was not until 1886/87—prior to which local Jews attended synagogue services in nearby Buergel (present-day Offenbach)—that a Jewish community was established there. After the founding of the community, local Jews established a prayer room in a private residence on Pfarrgasse. Although the community never employed a rabbi (served, instead, by the rabbi of Offenbach), it did maintain its own Jewish school and a cemetery, the latter of which was consecrated at An der Leuschnerstrasse in 1893. The Nazis’ anti-Jewish boycott, implemented in 1933, was only partially successful in Muehlheim, for most of the town’s residents were still associated with the Social Democrats. Beginning in 1935, however, as a result of the deteriorating political climate, many local Jews emigrated. On Pogrom Night, the interior of the synagogue was wrecked and set on fire. Jewish men were locked inside the guardhouse of a local Catholic church and were abused by SA men, after which some were deported to Buchenwald. The remaining Jews held their last synagogue service in January 1939; the damaged building was subsequently sold to a private buyer who used the site as a storage facility. Available Jewish population figures for Muehlheim are as follows: 56 in 1938, 40 in 1939 and 16 in 1940. On September 19, 1942, all but four local Jews (they were married to Christians) were deported. According to Yad Vashem, 25 Muehlheim Jews were killed in the Shoah. The former synagogue building was torn down in the 1970s, but remnants of the cemetery have been preserved. Memorial plaques have been unveiled at Marktstrasse and Friedrichstrasse, as were several memorial stumbling stones.","Benjamin Rosendahl  Sources: AJ, EJL, LJG, SG-H, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=915,915
Muehringen,1570,512 in 1846,45,"Muehringen was one of the main Jewish communities in South-West Germany during the early 1700s. In 1728, the community inaugurated a synagogue and appointed a rabbi. Nathanael Weil, author of an important Talmudic commentary, was associated with the Muehringen community. In 1810, local Jews inaugurated a new synagogue with a seating capacity of 500. Other communal institutions included a school (1825-1914) and a cemetery, the latter of which—it was the largest in Wuerttemberg—was consecrated on Totenhau in the mid-16th century In 1933, several Jewish associations, mainly charitable ones, and a children’s sanatorium were operating in Muehringen. On Pogrom Night, SA men destroyed the synagogue’s interior and burned Torah scrolls and ritual objects; windows in Jewish homes and businesses were smashed, and several local Jews were sent to Dachau. The community was disbanded in March 1939. Sixteen local Jews emigrated, 16 died in Muehringen and 11 (all of whom had previously been moved into one house) were deported in 1942. At least 36 Muehringen Jews perished in the Shoah. In 1943, the synagogue was rented out to the Mauser armaments factory. Later damaged by artillery, the dilapidated building was demolished in 1960. The site, now a parking lot and a public garden, contains a memorial stone (unveiled in 1983). The cemetery houses a memorial monument.","Heike Zaun Goshen  Sources: AH, AJ, EJL, HU, PK-BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=916,916
"Muelheim am Rhein, present-day Muelheim-Kaerlich",see below,71 in 1885 (Muelheim),unknown,"Although we do not know when Jews first settled in Muelheim, records do tell us that the town was home to a Judengasse (“Jews’ alley”) by 1456. The towns of Muelheim and nearby Kaerlich belonged to the Archbishopric of Trier, which for centuries placed restrictions on Jewish population growth in the area. It was only in 1863, in fact, that a Jewish community was officially founded in Muelheim. Services were conducted in a prayer hall in a private residence on Bassenheimer Strasse until 1925, when the community sold the building and built a small synagogue on the site. We also know that the Jews of Muelheim maintained a cemetery on Hoorweiher Strasse/Lohrweg (established in or around the year 1850) and employed a teacher of religion who performed the duties of chazzan and shochet. In 1933, 13 children received religious instruction. The following Jewish population figures are available for Kaerlich: five in 1784, 24 in 1895 and 20 in 1925. There, too, Jews established a prayer hall in a private residence (on Burgstrasse). On Pogrom Night, rioters destroyed the synagogue’s interior, set the building on fire and mockingly paraded its Star of David through the village; in Kaerlich, windows in Jewish homes were smashed. After the pogrom, Kaerlich’s local council appropriated the house in which the prayer hall had been located. Forty-one Jews from Muelheim, Kaerlich and nearby Urmitz-Bahnhof were deported in 1942. At least 14 local Jews perished in the Shoah. In 1982, the Burgstrasse prayer hall was completely renovated; it was declared a cultural monument in 1983.","Heidemarie Wawrzyn  Sources: AJ, BJGGRP, EJL, HU, LZRM, SG-RP, YV  www.ursulahomann.de/JudenInRheinlandPfalz/komplett.html",http://germansynagogues.com/index.php/synagogues-and-communities?sid=918,918
Muelheim an der Ruhr,1620,664 in 1920,448 or 517,"During the 17th century, under the protection of the Broich duchy, a few Jewish families were allowed to live in Muelheim an der Ruhr and work as traders, butchers or moneylenders. The congregation established a prayer hall near the Petri church in the mid-18th century; and in 1792, the same year in which the community drew up its first charter, a synagogue was inaugurated on the corner of Notweg and Jackenstrasse (it was enlarged on several occasions). Muelheim’s Jewish school, opened in an adjoining building in or around the year 1820, was recognized as an official elementary school at some point between 1861 and 1875. The Jewish congregation received official independent status in 1855. Burial grounds were acquired in or around 1720; the cemetery, which was expanded on three different occasions, is still in use. In order to accommodate the growing congregation, for whom the synagogue’s 150 seats were no longer sufficient, the community consecrated a new synagogue (on Viktoriaplatz) on August 2, 1907; the neo-Romantic building accommodated 300 men, 250 women (separate entrances were used), a mikveh, several assembly rooms and a smaller synagogue for weekday services. Active in the community were a sisterhood, other charity organizations, a youth movement, a sports club and a literature club. Many Orthodox Jews from Eastern Europe settled in Muelheim, some of whom formed a separate cultural association and a prayer room in nearby Oberhausen (on Marktstrasse). In 1932, as anti-Jewish violence escalated in Muelheim, the Jewish cemetery was desecrated. Jews were denied entrance to public places, doctors were banned from medical associations and lawyers were forced to give up their cases. Arthur Kaufman, an influential Muelheimer artist who in the 1920s served as the first director of the School for Decorative Art, was dismissed from his post. The synagogue was sold four weeks before Pogrom Night, for the community was unable to continue its maintenance. On Pogrom Night, the synagogue’s interior—including its furniture, books and Torah scrolls—was destroyed, as were Jewish-owned stores and homes. Muelheim’s fire brigade burned down the synagogue building the following morning. Those Jews who were not arrested on Pogrom Night were forcibly moved into “ghetto houses” in the city center, after which they were used as forced laborers. Approximately 290 local Jews were deported to the camps in Eastern Europe, where at least 266 perished. According to records, 50 local Jews committed suicide during the Nazi period. The town’s new Jewish congregation, founded in cooperation with Jews in Duisburg in 1955, inaugurated  a new synagogue on Kampstrasse in 1960. In 1988, a memorial plaque bearing the names of local Shoah survivors was unveiled in Muelheim; Viktoriaplatz was later renamed “Former Synagogue Square.”","Ruth Martina Trucks  Sources: EJL, FJG, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=917,917
Muenchweiler,1682,178 in 1834/35 (approximately 25% of the total population),13,"In 1806, the community inaugurated a synagogue on Hauptstrasse; the synagogue, which was repainted in 1903/04 and renovated in 1910, contained 40 seats for men, 25 for women, a schoolroom and living quarters for the rabbi. Local Jews buried their dead in Winnweiler. In 1933, a teacher from Rockenhausen instructed three schoolchildren in religion. A Jewish welfare association and the Goldmann Foundation for new brides were active in the community, with which the Jews of nearby Neuhemsbach were affiliated. Ten Jews lived in Muenchweiler in 1938. On Pogrom Night, SA men took ritual objects and prayer books from the synagogue and burned them in the street, after which, in 1939, the community was forced to sell the synagogue to the local council. Six Muenchweiler Jews emigrated, two died in the village and two, Muenchweiler’s last, were deported to Gurs on October 22, 1940. At least 17 local Jews perished in the Shoah. French POWs were housed in the synagogue in 1944/45. Later, in 1950, ownership of the building was transferred to the official Jewish community of Rhineland Pfalz. Sold yet again in 1953, this time to the municipality, the synagogue was then converted into an office for the mayor. Records do not tell us when the building was sold to a private buyer, but we do know that the site was declared a cultural monument in 1993.","Heidemarie Wawrzyn  Sources: FJW, SG-RPS, SMZG  www.lagrlp.de/html/judische_friedhofe_ortsnamen_m13.html",http://germansynagogues.com/index.php/synagogues-and-communities?sid=921,921
Muellheim,1596,422 in 1864,80,"The Jews of Muellheim established their first synagogue, at Hauptstrasse, in 1754; a larger synagogue was built in 1814, and yet another in 1852. The community opened a school for religious studies in 1790, a mikveh in 1799, an elementary school in 1828, a Beit Midrash (house of learning) in 1819 and a cemetery in 1850. In Muellheim, a rabbi was employed until 1876. In 1933, by which point the Jews of Badenweiler and Weil-am-Rhein had been affiliated with the community, several Jewish organizations were active in Muellheim. The teacher instructed eight schoolchildren that year. Later, in 1935, a local Jew was sent to a concentration camp for race defilement. On Pogrom Night, rioters broke into and vandalized the synagogue, the community center and Jewish properties; the synagogue interior was destroyed, and the cemetery was desecrated. Most local Jewish men were sent to Dachau. Fifty-one Jews emigrated, 17 died in Muellheim and the rest relocated within Germany. By October 22, 1940, the day on which Baden Jews were deported to Gurs, no Jews lived in Muellheim. One family was deported from Weil-am-Rhein, and another from Badenweiler. At least 14 Muellheim Jews perished in the Shoah. The synagogue was demolished in 1968. Plaques were unveiled at the site (in 1973) and at the cemetery (in 1987).","Heike Zaun Goshen  Sources: AH, AJ, EJL, PK-BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=919,919
Muencheberg,1734,55 in 1880,40 or 45,"We know little about this community’s history before 1840, when the regional congregation of Muencheberg was formed. Records do tell us, however, that the cemetery at Tempelbergweg was consecrated in 1756. The community employed a teacher and a community official, and religious gatherings took place in the home of Isaac Bendix. Although the Jews of Muencheberg had applied for permission to build a synagogue in 1847, construction was completed only in 1856. The final product, a synagogue on Hinterstrasse, seated 60 congregants. By 1854, all Jewish children attended the congregation’s elementary school. Two more villages had joined the regional congregation a year earlier, but membership nevertheless started to decline around this time. Jewish properties were destroyed on Pogrom Night: homes were wrecked, the synagogue was burned down and men were arrested and deported to the East. Many local Jews subsequently left for Berlin. Three Muencheberg Jews are known to have survived the war; 30 perished in the camps. A memorial plate was unveiled at the former synagogue site in 1995.","Ruth Martina Trucks  Sources: EJL, LJG, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=920,920
Muenden,1520,155 in 1875,84,"In Muenden, a Jewish cemetery was consecrated in 1673, proof that this community developed earlier than did most others in the area. Initially, Muenden Jews earned a modest living as dry goods merchants, second-hand clothes dealers and lottery ticket sellers. During the 19th century, however (professional restrictions on Jews were lifted in 1814), local Jews branched out into manufacturing and other industries. The community inaugurated a new synagogue in 1834; and in 1878, after the synagogue was damaged during a fire, the building was renovated and re-consecrated. Muenden’s Jewish elementary school, founded in 1831, was presided over by a series of teachers: Simon Mauer, the first, served for 35 years; in 1925, teacher Theodor Wertheimer celebrated 30 years of service. The anti-Jewish boycott of 1933 unleashed a wave of panic among the seemingly secure Jewish citizens of Muenden, causing many to either emigrate from or relocate within Germany. In 1935, when all large Jewish-owned businesses were “aryanized,” more Jews fled Muenden. On Pogrom Night (November 1938), the synagogue was vandalized—ritual objects were burned in the street—windows in Jewish apartments were smashed and house owners were arrested. Forty-two Jews, Muenden’s last, were deported in 1942. Years later, on the 50th anniversary of Pogrom Night, a memorial plaque was unveiled at city hall.","Harold Slutzkin  Sources: JGNB, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=922,922
Muenster,mid- 17th century,82 in 1840,17,"This community of cattle dealers, butchers and textile merchants existed for a comparatively short time. Seventy-seven Jews lived in Muenster in 1829, but it was shortly after the community recorded its peak membership figure (in 1840) that many Jews began to leave in search of better economic opportunities in larger communities and in the United States. Local Jews worshipped in a prayer hall that had been set up in the attic of Leopold Simon’s home. The community, which was affiliated with the Orthodox rabbinate in Darmstadt, conducted burials in nearby Dieburg. Owing to the fact that many Jews had left Muenster in the early 20th century, the anti-Jewish boycott of 1933 had little impact on the community. Pogrom Night, however, had a disastrous effect on those still there: the prayer hall was overrun by local Nazis (the house was later destroyed), the homes of the remaining Jews were destroyed and the men were arrested, abused and sent to Buchenwald. Those few Jews who still lived in Muenster in 1942 were deported to Auschwitz and murdered there. In 1997, a memorial plaque was unveiled at a local school.","Harold Slutzkin  Sources: AJ, EJL",http://germansynagogues.com/index.php/synagogues-and-communities?sid=923,923
