id,content
3249,"MARBURG §Hesse-Nassau, Germany. Jews had a community there in 1317, but fell victim to the Black Death massacres of 1348-49 and were expelled before 1452. Descendants of theirs in Italy adopted the surname Morpurgo. Readmitted in 1532, the Jews found"
3250,"MARCALI Somogy dist., Hungary. Jews settled in the early 18th cent., mostly as tradesmen, forming a Neologist congregation in 1869. A J. school was opened in 1850. The J. pop. was 279 in 1930 and 231 in 1941. Six Jews were killed in White Terror atta"
3251,"MARCKOLSHEIM (Ger. Markolsheim) Bas-Rhin dist., France. The J. community numbered 47 members in 1784. Its synagogue was inaugurated in 1835. By 1865, there were 156 Jews in M., dropping to 56 in 1936. During WWII, the Germans expelled all to the sout"
3252,"MARCULESTI-COLONIE Bessarabia, Rumania, today Republic of Moldova. M. was established by migrants from the Ukraine in 1837 as one of the J. agricultural villages in Bessarabia. In 1898 land was purchased by the ICA for 158 of the 292 J. families (1,5"
3253,"MARDORF (now part of Amoeneburg) Hesse-Nassau, Germany. The J. community had a synagogue in 1860 and numbered 47 (5% of the total) in 1885. On Kristallnacht (9-10 Nov. 1938), the synagogue's interior was destroyed. By 1938, 13 of the remaining 27 Jew"
3254,"MARENICENI Bukovina, Rumania, today Ukraine. The Jews belonged to the Vijnita community and had no independent institutions. The J. pop. in 1930 was 15-20 families. In June 1941, ten J. families were murdered by Ukrainians and the rest deported to Tr"
3255,"MARGANETS Dnepropetrovsk dist., Ukraine. Jews apparently settled in the 1920s, in the Soviet period, and numbered 139 (total 58,148) in 1939. Shortly after their arrival in Aug. 1941, the Germans murdered 500 Jews from the area, among them the Jews o"
3256,"MARGHITA (Hung. Margita; Yid. Margareten) N. Transylvania dist., Rumania. An organized J. community existed in the mid-18th cent. In the early 19th cent. a yeshiva with up to 350 students was established. The J. pop. in 1920 was 1,647 (18% of the tot"
3257,"MARIAMPOL §Stanislawow dist., Poland, today Ukraine. Jews settled in the second half of the 17th cent., the J. pop. reaching 663 (50% of the total) in 1890. A great fire in 1912 along with the attacks of the Russians and the Petlyura gangs brought th"
3258,"MARIANSKE LAZNE (Ger. Marienbad) Bohemia (Sudetenland), Czechoslovakia. Jews settled from 1820, becoming active in the resort trade. Many Jews visited the spa from other countries and some settled in the town. The J. pop. was 405 (total 7,202) in 193"
3259,"MARIAPOCS § Szabolcs dist., Hungary. Jews are mentioned in 1770. They sold religious articles to Catholic pilgrims to M., believed to be the site of a miracle by Mary, mother of Jesus. The Jews numbered 181 in 1880 and 84 in 1930. On 28 May 1944, the"
3260,"MARIBOR (Ger. Marburg) Slovenia, Yugoslavia, today Republic of Slovenia. Jews lived in M. from the 12th cent. Many were moneylenders, but in the 15th cent., when local Christians began to compete with them, the Jews lost most of their clients and wen"
3261,"MARIENBURG (Pol. Malbork) East Prussia, Germany, today Poland. Jews settled in 1815. The community established two synagogues in 1830 and 1898 and a cemetery in 1830. In 1880, the J. pop. stood at 306, declining to 180 towards the end of the cent. A "
3262,"MARIENTHAL Palatinate, Germany. The J. pop. was 110 (22 families, with 18 in trade) in 1848. It then dropped to 42 (total 395) in 1875 and two in 1930."
3263,"MARIENWERDER (Pol. Kwidzyn) East Prussia, Germany, today Poland. The first J. family settled in 1798. The J. pop. was 220 in 1846 and 295 in 1880. The community established a cemetery in 1815 and subsequently two synagogues in 1830 and in 1930. The J"
3264,"MARIJAMPOLE (Yid. Mariampol) Marijampole dist., Lithuania Jews first settled in the 18th cent. The J. pop. in 1861 was 3,015 (81% of the total). In the 1890s M. provided fertile ground for the creation of the Hovevei Zion movement, because Bible and "
3265,"MARIKOVA Slovakia, Czechoslovakia, today Republic of Slovakia. The J. pop. was 150 in 1840 with a synagogue and cemetery in use. The remaining Jews were deported to the death camps in 1942."
3266,"MARINA GORKA Minsk dist., Belorussia. Jews apparently settled at the turn of the 19th cent. They numbered 271 in 1924 and 786 in 1939 (total 6,547). Under the Soviets, a few dozen Jews earned their livelihoods in agriculture. The Germans occupied M. "
3267,"MARITEI Bukovina, Rumania. The J. pop. in 1930 was 64, most engaged in agriculture and commerce. In 1941, the Jews were transferred to Suceava and then to Transnistria."
3268,"MARIUPOL (until 1780, Pavlovsk; from 1948, Zhdanov) Stalino dist., Ukraine. Jews arrived following the development of the local metal industry in the 19th cent. An organized community existed by the mid-19th cent., reaching a pop. of 1,378 in 1864 an"
3269,"MARKELSHEIM Wuerttemberg, Germany. Jews fell victim to the Black Death persecutions of 1348- 49 and in the 17th cent. maintained a small community which was attached to neighboring Igersheim in 1832 and never grew to much more than 50. Twenty Jews re"
3270,"MARKI-PUSTELNIK (Yid. Markes) Warsaw dist., Poland. The Jews in the two adjoining settlements formed a single community in the 19th cent., numbering 524 (total 4,485) in 1921. On the eve of their expulsion to the Warsaw ghetto on 6 April 1942, 170 J."
3271,"MARKOEBEL (now part of Hammersbach) Hesse-Nassau, Germany. Numbering 33 in 1750, the J. community grew to 91 (8% of the total) in 1885 but thereafter declined to 46 in 1933. The Nazis destroyed the synagogue and by May 1939 all the Jews had left."
3272,"MARKOVKA Vinnitsa dist., Ukraine. Four Jews were present in 1765. In 1897, the J. pop. was 257 (total 1,610), dropping to 124 in 1926, when many left because of economic hardship. The Germans arrived on 22 July 1941. Before the town was annexed to Tr"
3273,"MARKOWA Lwow dist., Poland. The J. pop. in 1921 was 126 (total 4,364). The Jews of M. were killed in the Holocaust either in the vicinity or in the Belzec death camp."
3274,"MARKT BEROLZHEIM Middle Franconia, Germany. A J. community is known from the early 17th cent. and numbered 174 (total 898) in 1812, declining to 65 by 1933. A J. school closed in 1924. An antisemitic atmosphere prevailed before the Nazi rise to power"
3275,"MARKTBREIT (in J. sources, Bratt) Lower Franconia, Germany. Jews are first mentioned in 1487 and were expelled in 1553. They settled again from 1636 and in 1642 received a general letter of protection from the emperor granting them religious freedom "
3276,"MARKT ERLBACH Middle Franconia, Germany. The community suffered in the Rindfleisch massacres of 1298. In 1533 and 1535 the Jews received letters of protection from the local burgrave and in the 17th cent. a J. quarter existed. In 1837 the community n"
3277,"MARKTSTEFT Lower Franconia, Germany. Jews are first mentioned in 1532. In 1837 the community numbered 75 (total 1,310), maintaining a synagogue and serving as the seat of the district rabbinate. In 1933 three Jews remained, attached to the Marktbreit"
3278,"MARKUSOVCE Slovakia, Czechoslovakia, today Republic of Slovakia. The J. pop. was 114 in 1910 and the community maintained a synagogue, elementary school, and cemetery. In 1930, 41 Jews remained."
3279,"MARKUSZOW Lublin dist., Poland. An independent J. community existed by 1766, building a synagogue in 1799 and then another in 1855. R. Avraham Moshe Weintraub established a local hasidic dynasty and in 1916 the first Zionist group formed. The J. pop."
3280,"MAROLDSWEISACH Lower Franconia, Germany. The community was founded no later than the first half of the 18th cent. and numbered 140 in 1837 (total 550) and 22 in 1933. Ten Jews are known to have emigrated and none remained by May 1939."
3281,"MARSEILLE (Lat. Massalia) Bouches-du-Rhone dist., France. The earliest evidence of a J. presence is from 574. In 591, Bishop Theodore of Marseille attempted to convert the Jews, but Pope Gregory I intervened. The Radanites, J. merchant-adventurers, s"
3282,"MARTONVASAR Fejer dist., Hungary. Jews are mentioned in 1778. They numbered 95 in 1880 and 79 in 1930. Most died during the Holocaust."
3283,"MARTYNOVKA  (I) Mogilev dist., Belorussia. M. was founded as a J. colony on private land in 1847 and had a pop. of 54 in 1898. In the mid-1920s, under the Soviets, 25 J. families engaged in agriculture. A four-grade J. school was opened in 1927. In 1"
3284,"MARTYNOVKA (II) Smolensk dist., Russia. M. was founded as a J. colony in 1849 and numbered 117 Jews in 1898. Thirty-five families were present in 1923, a number of them farming at nearby kolkhozes. After the German occupation in mid-July 1941, the fe"
3285,"MASSBACH Lower Franconia, Germany. The community was most likely founded in the early 18th cent., reaching a peak pop. of 180 in 1837 (total 1,172). In 1830-54, 23 young bachelors emigrated overseas. A synagogue was constructed in 1899 and a cemetery"
3286,"MASSENBACH Wuerttemberg, Germany. Jews are first recorded in 1556. A synagogue was dedicated in 1720 and the community grew to a peak of 85 in 1843, mostly living off the cattle trade and forming close ties with the local pop., which resisted the exc"
3287,"MASSOW (Pol. Maszewo) Pomerania, Germany, today Poland. Jews are mentioned in M. from 1705. The small community numbered 82 in 1849 and maintained a synagogue from 1830 and a cemetery. By 1907, the community, now reduced to 20 members, became affilia"
3288,"MATESZALKA Szatmar dist., Hungary. Jews settled in the mid-18th cent. and numbered 932 (20% of the total) in 1890 and 1,555 in 1941. The community maintained a J. public school and, in addition to the synagogue, a hasidic shtib/. After the German occ"
3289,"MATEUR Bizerte dist., Tunisia. According to tradition, the first Jews arrived in the 16th cent., but the community only began to grow from the early 19th cent., when Jews from Tunis and Bizerte arrived. The nationalistic ardor of local Arabs was the "
3290,"MATMATA Matmata dist., Tunisia. Jews are known from the 14th cent. but an organized community was only established in the early 19th cent. Most of the Jews came from Djerba and Gabes, at first trading mainly in the a/afa plant, used in paper producti"
3291,"MATTERSDORF (until 1924, Mattersburg) Burgenland, Austria. The M. community formed one of the Seven Communities (Sheva Kehillot). Jews possibly settled here in 800 or 1222. By the middle of the 14th cent. there was a J. settlement and a synagogue was"
3292,"MAYEN Rhineland, Germany. Jews first arrived in the 14th cent. During the Black Death persecutions of 1348-49, a number of Jews were murdered and the community came to an end, its property expropriated. Two J. families received letters of protection "
3293,"MAYFELD (until 1929, Khaklay) Crimea, Russia, today Ukraine. M. was founded as a J. agricultural settlement in 1923 by 100 Hehalutz members with the support of the Joint Distribution Committee. Its pop. grew to 362 (79 families) in the first year, wi"
3294,"MAYIAKI Odessa dist., Ukraine. Jews numbered 648 (total 4,575) in 1897 and 178 under the Soviets in 1926. In WwU, the Nazis presumably murdered the few Jews who had neither escaped nor been evacuated."
3295,"MAYKOP Krasnodar territory, Russia. Jews probably settled in the late 19th cent., erecting a synagogue at the end of the cent. The Germans murdered 117 Jews after their arrival on 10 Aug. 1942. On 14 Aug., they murdered seven Jews from the nearby vil"
3296,"MAZEIKIAI (Yid. Mazheik) Mazeikiai dist., Lithuania. Jews first settled in the 1870s. The Zionist Organization was active, with many contributing to settlement funds for Eretz Israel. The J. pop. in 1897 was 435 (21% of the total). Between the World "
3297,"MECHETYNSKAYA Rostov dist., Russia. The Germans occupied the village on 28 Aug. 1942. During their short occupation, they murdered 48 J. families, comprising local residents and refugees."
3298,"MECKENHEIM Rhineland, Germany. First evidence of J. settlement dates back to 1598. In 1711, the Jews acquired a cemetery site and by 1804 there were 14 Jews in M. The community grew to 95 in 1869, reaching its peak in 1883 with 133 members. A synagog"
3299,"MECKESHEIM Baden, Germany. Jews arrived in 1700 and numbered 63 in 1875 (total 1,261), taking an active part in local life. A synagogue was built in 1830 and a cemetery was opened in 1896. In 1933, 17 Jews remained. Ten left in 1934-38, half emigrati"
3300,"MEDDERSHEIM Rhineland, Germany. In 1855, the J. pop. reached a peak of 55, after which the community was attached to the Sobernheim congregation. In 1925, 16 Jews remained (total 714). Four were deported to the east in spring 1942."
3301,"MEDEBACH Westphalia, Germany. Fifty-one Jews were present in 1871 (2% of the total) and 32 in 1925. The community was affiliated to Brilon. On Kristallnacht (9-10 Nov. 1938), Nazi thugs vandalized J. property and destroyed the synagogue, though it ha"
3302,"MEDEMBLIK Noord-Holland dist., Holland. Small-scale J. settlement began in the 18th cent. and peaked at 65 Jews in 1854. The J. pop. in 1941 was seven (total 4,461). On 17 April 1942, the few Jews living in the area were sent to Amsterdam and from th"
3303,"MEDENICE Lwow dist., Poland, today Ukraine. The community never exceeded 200 (about 10% of the total), some engaged in farming. A great flood in 1927 left 90% homeless. The Germans took the city in July 1941 and the Ukrainians carried out a pogrom. T"
3304,"MEDENINE Orgama dist., Tunisia. J. settlement commenced in the mid-19th cent. when itinerant peddlers from Djerba and Gabes struck roots there. More substantial emigration from Djerba commenced after the establishment of the French Protectorate in 18"
3305,"MEDGYESEGYHAZA Csanad dist., Hungary. Jews settled in the late 19th cent., trading mainly in grain. A synagogue was consecrated in 1870. The J. pop. was 60 in 1930. In WWI, 51 Jews were sent to Bekescsaba; 20 were deported on 26 June 1944 to Auschwit"
3306,"MEDIAS (Hung. Medgyes) S. Transylvania dist., Rumania. A J. community was founded in 1875 and a synagogue was built in 1895. The J. pop. in 1880 was 722. A talmud torah and yeshiva were opened in 1915. At the beginning of the 20th cent, M. was one of"
3307,"MEDIASUL AURIT (Hung. Aranyomeggyes) N. Transylvania dist., Rumania. Jews settled in the mid-18th cent. and most engaged in agriculture. In 1920 the J. pop. was 357 (10% of the total). In May 1944 the community was transferred to the Satu Mare ghetto"
3308,"MEDJEZ EL-BAB Medjez el-Bab dist., Tunisia. A J. community is known from the early days of the French Protectorate in the late 19th cent. In 1921, the J. pop. was 99 (7.5% of the total), dropping to 58 in 1946. In wwil the Jews fled as the town came "
3309,"MEDVEDOVKA Kirovograd dist., Ukraine. Jews probably settled in the early 19th cent. and numbered 1,453 (total 3,683) in 1897. Only 35 remained in 1926. The others were presumably murdered or fled during the pogroms of the civil war years (1918- 21). "
3310,"MEDYKA Lwow dist., Poland, today Ukraine. The J. pop. in 1921 was 132. The Jews were probably executed locally or expelled to Przemsyl for liquidation in July-Aug. 1942."
3311,"MEDZHIBOZH Kamenets-Podolski dist., Ukraine. Jews are first mentioned in 1509. M. was the site of large fairs, attracting merchants from Podolia, Volhynia, Kiev, and the cities of Poland, Germany, and Italy. In the 16th and 17th cents. it was a cente"
3312,"MEDZILABORCE Slovakia, Czechoslovakia, today Republic of Slovakia. The Jews were apparently present in the early 18th cent, if not before. The J. pop. rose sharply in the late 19th cent., numbering 232 in 1869 and 347 (total 1,065) in 1880. A beit mi"
3313,"MEERHOLZ (now part of Gelnhausen) Hesse—Nassau, Germany. Established in the 18th cent., the community numbered 117 (about 17% of the pop.) in 1835 but dwindled to 32 in 1933. After disposing of their synagogue in 1937, all the Jews left, 13 emigratin"
3314,"MEERSSEN Limburg dist., Holland. A community was established at the end of the 18th cent. and reached a peak of 140 Jews in 1892. It then dwindled and only 22 were left by 1938. All but four, who survived in hiding, perished in the Holocaust."
3315,"MEGYASZO Zemplen dist., Hungary. Jews settled in the late 18th cent., numbering 151 in 1880 and 99 in 1930. In late May 1944, they were brought to Satoraljaujhely and from there deported to Auschwitz."
3316,"MEHLEM Rhineland, Germany. Jews were present in 1663. Their pop. reached a peak of 48 in 1875, when a synagogue was consecrated. In 1933 the J. pop. was 21, with the community attached to the Bad Godesberg congregation. Most Jews emigrated. The last "
3317,"MEHLINGEN Palatinate, Germany. The J. pop. was 73 (13 families) in 1848, dealing in cotton goods, old clothes, spices, fruit, flour, livestock, etc. Five Jews remained in 1900. One perished in Auschwitz in the Holocaust."
3318,"MEHRING Rhineland, Germany. A. J. community developed in the first half of the 19th cent., growing from two families in 1808 to 33 Jews in 1843 and 57 (total 1,606) in 1885. The community maintained a synagogue and cemetery. The J. pop. then dropped "
3319,"MEIMBRESSEN (now part of Calden) Hesse-Nassau, Germany. Survivors of the Chmielnicki massacres of 1648-49 reinforced the community, which adopted their Polish rite and customs. The community had a large burial ground and established a synagogue in 18"
3320,"MEINERZHAGEN Westphalia, Germany. Jews are first mentioned in 1806. The J. pop. reached a peak of 51 (total 2,567) in 1885. In the early 1930s, most Jews were merchants (six out of the 11 dealing in cattle). In June 1933, about four months after the "
3321,"MEININGEN Thuringia, Germany. The Jews of M. suffered various persecutions in the 13th and 14th cents., notably during the Black Death disturbances of 1348-49. In 1384, the empty synagogue was converted into a Christian chapel. There is evidence of J"
3322,"MEISENHEIM Rhineland, Germany. The first Jew is mentioned in 1551 and Jews resided in the city without a break from the mid-17th cent. Their pop. reached a peak of 198 (total 1,882) in 1864. In 1836, the community started a J. elementary school, whic"
3323,"MEISSEN Saxony, Germany. There was a J. community with a synagogue in the last decade of the 12th cent. which came to an end in the Black Death persecutions of 1348-49. Individual Jews lived in M. in the 15th cent. A new settlement was started only i"
3324,"MEJSZAGOLA Vilna dist., Poland, today Lithuania. A J. community of 354 was present by 1865, most farming and living in straitened economic circumstances. After WWI the Jews numbered 55 families, the tradesmen among them undermined by Polish competiti"
3325,"MELITOPOL Zaporozhe dist., Ukraine. In 1897, the J. pop. was 6,563 with another 454 Karaites (total 15,489). On 18-19 April 1905, J. self-defense units stopped a pogrom but not before 40 stores were burned and 15 Jews injured. In April 1917 another a"
3326,"MELLRICHSTADT Lower Franconia, Germany. Jews are known from the late 13th cent. Four were burned in 1283 and others fell victim to the Rindfleisch massacres of 1298. Jews lived under letters of protection in the subsequent centuries. A cemetery was c"
3327,"MELNIK Bohemia, Czechoslovakia. Jews are mentioned in 1402 but through the mid-19th cent. few were permitted to reside there. A synagogue was consecrated in 1862 and the community reached a pop. of 194 in 1872, dropping to 84 (total 5,813) in 1930. I"
3328,"MEKHOVOE Vitebsk dist., Belorussia. M. was oc-"
3329,"MELSUNGEN Hesse-Nassau, Germany. Established around 1776, the community built a large synagogue in 1841 and operated an elementary school from 1854 to 1924. It numbered 188 (5% of the total) in 1880. Anti-J. riots and disputes with German cattle trad"
3330,"MELYKUT Bacs-Bodrog dist., Hungary. The J. pop. was 113 in 1909 and 71 in 1930. The Jews were deported to Auschwitz via Bacsalmas in May 1944,"
3331,"MEMEL (Klaipeda) Memel dist., Lithuania. In 1567 the Jews of M. were expelled as a result of pressure from Church fundamentalists. In 1662 Jews were invited back to help develop M.'s economy. A Dutch ""Ma'ale,"" an urban kibbutz in Memel, Lithuania, 19"
3332,"MEMMELSDORF Lower Franconia, Germany. Jews first arrived during the Thirty Years War (1618- 48). A synagogue was built in the first third of the 19th cent., a cemetery was consecrated in 1835, and a J. public school operated from 1819 to 1912. The J."
3333,"MEMMINGEN Swabia, Germany. Jews are first mentioned in the second half of the 13th cent. The community was destroyed in the Black Death persecutions of 1348-49 when the Jews were burned alive. Jews returned later in the cent. but by the end of the 15"
3334,"MENA Chernigov dist., Ukraine. Jews settled in the 19th cent., their pop. growing to 1,659 (total 6,277) in 1897 after a train station was built there. In 1939, 586 Jews remained. The Germans captured M. on 8 Sept. 1941 and on 15 Oct., together with "
3335,"MENDELDORF Nikolaiev dist., Ukraine. In late Aug. 1941, the Germans murdered 143 Jews in the two J. colonies of M. and neighboring Rottendorf."
3336,"MENDEN Westphalia, Germany. Jews are known from the mid-17th cent. By the late 17th cent., there were over 30 and they maintained a synagogue. During the 18th cent., the community numbered five to six families. In the 19th cent., the J. pop. was abou"
3337,"MENGERINGHAUSEN (now part of Arolsen) Hesse, Germany. Established around 1800, this small J. community numbered 21 in 1847 and 1925. Most of the Jews left (some emigrating) before 1938."
3338,"MENZEL BOU-ZELFA Grombalia dist., Tunisia. Jews from Nabeul and Tunis settled in the 19th cent, living traditional lives centered a around small synagogue. Between the World Wars they numbered 100- 120 (about 2% of the total), living in relative harm"
3339,"MENZHINSKOYE (until 1936, Ganshtakovka) Stavropol territory, Russia. M. was founded by Mountain Jews (Tats) as a farm settlement in 1928. A J. rural council (soviet) was established in the same year and in 1930 a J. school teaching in the Tat dialect"
3340,"MENZINGEN Baden, Germany. Jews were present in the 16th cent. and numbered 96 (total 1,555) in 1875. The last family emigrated to the U.S around the end of 1938."
3341,"MEPPEL Drenthe dist., Holland. Jews began to arrive in M. in the early 18th cent. Despite limitations on J. settlement throughout the cent. their numbers continued to increase. The community grew significantly in the first half of the 19th cent., pea"
3342,"MEPPEN Hanover, Germany. A J. family lived in M. in the 18th century. By the mid-19th cent. the J. pop. had increased to more than 60, reaching its peak in 1871 with 95 Jews. The community maintained a cemetery and a J. elementary school, which opera"
3343,"MERANO Italy. The'J. presence in M. dates from 1830, when merchants from Central Europe settled in the city. A J. cemetery was established in 1893 and the local synagogue was dedicated in 1901. M. was a summer resort and the site of a famous J. sanat"
3344,"MERCHINGEN Baden, Germany. The first Jews settled after the Thirty Years War (1618-48) and by 1740 they numbered 40 families. A synagogue was consecrated in 1737 and a cemetery opened in 1768. A J. elementary school was in operation from the 1830s. I"
3345,"MERCUREA CIUC (Hung. Csikszereda) N. Transylvania dist., Rumania. Jews settled in the late 18th cent. and were employed mainly in the lumber industry. The J. pop. in 1930 was 268 (7% of the total). Zionist activity began in 1925 and increased conside"
3346,"MERCUREA NIRAJULUI (Hung. Nyaradszereda) N. Transylvania dist., Rumania. Jews settled in the mid-19th cent. The J. pop. in 1930 was 225 (14% of the total). The Zionists were active between the World Wars. In May 1944 the community was transferred to "
3347,"MEREFA Kharhov dist., Ukraine. The J. pop. in 1939 was 124 (total 5,512). The few Jews who had neither fled nor been evacuated were murdered after the German occupation of 21 Oct. 1941."
3348,"MERGENTHEIM, BAD © see BAD MERGENTHEIM."
3349,"MERK Szatmar dist., Hungary. Jews settled in the late 19th cent. and numbered 85 in 1930. In 1941, SS men murdered 18 Jews sent to forced labor in the Ukraine. In late May 1944, the rest were deported to Auschwitz via Mateszalka."
3350,"MERKINE (Yid. Meretch) Alytus dist., Lithuania. Jews first settled in the 15th cent. In the 19th cent. the community maintained hadarim, a talmud torah, and a J. elementary school. Prior to WWI a small yeshiva was established. The Zionist movements, "
3351,"MERSEBURG Saxony, Germany. Jews were living in M. already in 973-74, making this one of Germany's oldest J. communities. After suffering during the Black Death persecutions of 1348-49, Jews were expelled in 1514 and 1565. It was not until 1773 that t"
3352,"MERTZWILLER (Ger. Merzweiler) Bas-Rhin dist., France. The J. community numbered 73 members in 1784. Its local synagogue was inaugurated in 1858. In 1865, the J. pop. was 226, dropping to 113 in 1936. During Wwil, the Germans expelled all to the south"
3353,"MERXHEIM Rhineland, Germany. The J. settlement numbered 37 in the early 19th cent, 65 at midcent., and 43 (total 1,300) late in the cent. A synagogue was built in 1853 and later sold. The one built to replace it was closed in the 1920s. In 1933, the "
3354,"MERZHAUSEN (now part of Willingshausen) Hesse-Nassau, Germany. Jews from Willingshausen and Schrecksbach formed part of the community, which numbered 147 in 1861 and maintained an elementary school (1833-1933). Affiliated with the Marburg rabbinate, "
3355,"MERZIG Saar, Germany. Evidence of J. settlement dates back to the 14th cent. The modern community began to develop in the 18th cent. and a cemetery was established in 1770. In 1808 there were 83 Jews living in M. and 277 by 1905. The community's syna"
3356,"MESCHEDE Westphalia, Germany. Six J. families are mentioned in 1802 and in 1829 there were 30 Jews. They engaged in petty trade with one butcher among them. A synagogue was consecrated in 1879. The J. pop. was 103 (total 2,982) in 1895. In 1933, when"
3357,"MESERITZ (Pol. Miedzyrzecz) Posen—West Prussia, Germany, today Poland. The first documented reference to Jews dates from 1507, and there are reports in the 16th and 17th cents. of recurring expulsions. In 1656 (during the Swedish wars), Poles execute"
3358,"MESHCHOVSK Smolensk dist., Russia. Jews probably settled in the early 20th cent., numbering 48 in 1926 and 34 (total 3,629) in 1939. After their arrival in fall 1941, the Germans murdered the few remaining Jews."
3359,"MESSEL Hesse, Germany. Jews settled at the beginning of the 18th cent. According to popular tradition, a phenomenally high death rate among the local Jews was curtailed in 1800 when R. Seckel Wormser, the ""Ba'al Shem of Michelstadt,"" urged them to re"
3360,"MESSELHAUSEN Baden, Germany. The J. community was founded in the late 19th cent. and numbered 86 in 1871. Six Jews remained in 1933 (total 476). Two left for the U.S. in the Nazi era and three were deported to the Gurs concentration camp on 22 Oct. 1"
3361,"MESSURATA (also Misrata) Tripolitania dist., Libya. A J. community was apparently reestablished immediately after the Almohad disturbances of the 12th cent. In the 14th and 15th cents., Jews arrived from Syrte and the community was active until the e"
3362,"METELIAI Alytus dist., Lithuania. The J. pop. in 1923 was 62 (11% of the total). All the Jews were murdered after the German occupation of 1941."
3363,"METTERNICH Rhineland, Germany. The J. pop. was 67 in 1858. Three Jews were deported to the east in 1942."
3364,"METZ Moselle dist., France. The J. presence in M. dates back to the ninth cent. The great Rabbenu Gershom (Me'or ha-Golah; 960-1028) was born here. In 1096, during the First Crusade, 22 Jews were murdered in anti-J. persecutions. The rest of the Jews"
3365,"MEUDT Hesse-Nassau, Germany. Prohibitive taxation impoverished the Jews for almost a century (1750-1845). Numbering 113 (13% of the total) in 1885, the community dwindled to 43 by 1933. Its synagogue was burned down on Kristallnacht (9-10 Nov. 1938)."
3366,"MEZHA Vitebsk dist., Belorussia. During the Soviet period, a Yiddish-language elementary school (four grades) was in operation. The Germans occupied the village in Oct. 1941 and in Sept. 1942 murdered the 100 Jews still there."
3367,"MEZHERICH Zaporozhe dist., Ukraine. Jews from the Vitebsk and Mogilev regions founded M. as a J. colony in 1846. The J. pop. declined from 540 in 1858 to 448 (total 549) in 1897 and 289 in 1926. In the 1920s, new J. settlers from Podolia and the Vite"
3368,"MEZHYROV Vinnitsa dist., Ukraine. Jews settled in the mid-18th cent. and included 64 poll tax payers in 1784. In 1897, the J. pop. was 1,345 (total 2,268) and in 1926, under the Soviets, it was 1,015. Most Jews were members of artisan cooperatives or"
3369,"MEZOBERENY Bekes dist., Hungary. Jews settled in the mid-19th cent., founding a spinning mill with over 100 workers. A J. school was opened in 1879 and a synagogue in 1884. The J. pop. was 319 (2.5% of the total) in 1890. In 1941, 152 remained. All w"
3370,"MEZOCSAT Borsod dist., Hungary. Jews were present in the mid-18th cent. In 1880, numbering 487, they built a new synagogue. They also operated a J. school and yeshiva. The poet Jozsef Kiss (18431921) was born here. In 1930, the J. pop. was 536. Zioni"
3371,"MEZOKERESZTES Borsod dist., Hungary. A community of 215 existed in 1880, growing to 257 in 1930 and operating an elementary school for 30 children. All were deported to Auschwitz via Miskole on 12-15 June 1944."
3372,"MEZOKOVACSHAZA Csanad dist., Hungary. Jews were present in 1840. Their pop. rose from 92 in 1880 to 269 in 1920 and 382 in 1930. A synagogue was built in 1912 and a yeshiva was founded by R. Aharon David Rubinstein. The 1938 racial laws hurt J. livel"
3373,"MEZOKOVESD Borsod dist., Hungary. The modern J. community was formed in the early 19th cent., numbering 275 in 1880, 862 in 1920 (4.6% of the total), and 798 in 1941. The community maintained a synagogue, yeshiva, and school. After WWI, M. was occupi"
3374,"MEZOLADANY Szabolcs dist., Hungary. Jews settled in the early 19th cent., numbering 97 in 1880 and 133 in 1930. On 25-27 May 1944, they were deported to Auschwitz via Kisvarda."
3375,"MEZOSZILAS (also Szilasbalhas) Veszprem dist., Hungary. A J. community of 151 existed in 1880, operating a beautiful synagogue and a J. school until 1928. Most J. families left following the White Terror attacks (1919-21). The few who remained were d"
3376,"MEZOTUR Jasz-Nagykun-Szolnok dist., Hungary. Jews arrived in the first half of the 19th cent., reaching a peak pop. of 836 (3% of the total) in 1900 and then declining steadily to 406 in 1941. Jews operated brick and lumber yards and a weaving mill. "
3377,"MGLIN Oriol dist., Russia. Jews probably settled in the early 19th cent. Their pop. rose from 1,920 in 1847 to 2,674 (total 7,640) in 1897. Pogroms were staged in 1882 and late 1918. In the latter, Red Army soldiers killed 15 Jews, injured others, an"
3378,"MIADZIOL-NOVY Vilna dist., Poland, today Belarus. Jews apparently settled in the first half of the 19th cent., their pop. reaching 436 (total 1,164) in 1895. After WWI, 60 J. families remained, 30 of them owning stores and barely earning a living in "
3379,"MIASTKOVKA Vinnitsa dist., Ukraine. Jews numbered 604 in 1765 and 2,105 (total 7,996) in 1897. In the 1880s, most of the town's 30 store were in J. hands. After the Oct. 1917 Revolution, a number of pogroms were staged against the Jews (on 30 Oct. 19"
3380,"MICHALANY (Hung. Alsomihalyi) Slovakia, Czechoslovakia, today Republic of Slovakia. Jews are mentioned in 1746 and again in the early 19th cent. Their pop. rose from 60 in 1869 to 90 (total 712) in 1910 and stood at 77 in 1941. After WWI, Jews served"
3381,"MICHALISZKI Vilna dist., Poland, today Belarus. A community of 396 taxpaying Jews was present in 1765. They were permitted by the local nobility to purchase one-acre plots of land where they could set up auxiliary farms. The Jews were shopkeepers, ar"
3382,"MICHALOVCE (Hung. Nagymihaly) Slovakia, Czechoslovakia, today Republic of Slovakia. One J. family is mentioned in the census of 1726 and eight in 1746, most living on the estates of nobles. In the early 19th cent., Jews began arriving from neighborin"
