ejl_line,code,name,region,country,presence_type,year_approx,year_code,source,area,index_sht,src,lon,lat
3629,POL_WRS_NSL,NASIELSK,Warsaw,Poland,first_mention,1600,16XX,Jews are first mentioned in the 17th cent.,Congress Poland,,GLC_PRU,20.8,52.58333333
3634,POL_PMR_NUG,NAUGARD,Pomerania,Germany,first_mention,1692,1692,A Jew under a letter of protection ... is mentioned in 1692,Congress Poland,,GLC_PRU,15.11666667,53.66666667
3639,GLC_LWW_NWR,NAWARIA,Lwow,Poland,community_present,1600,16XX,A community ... existed from the 17th cent.,Galicia,,GLC_PRU,23.93333333,49.75
3656,PRU_OST_NDN,NEIDENBURG,East Prussia,Germany,first_mention,1775,17LX,The first protected Jew was allowed to live in N. in the second half of the 18th cent.,Ostpreu��,,GLC_PRU,20.43333333,53.36666667
3661,KVN_RSS_NMKS,NEMAKSCIAI,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled in the 17th cent.,Russian Empire,1705Nm1,SHTETLS,22.76666667,55.43333333
3664,PDL_BRT_NMYR,NEMIROV,Podolia,Ukraine,community_founded,1575,15LX,The J. community originated around the turn of the 16th cent.,Russian Empire,3203Nm1,SHTETLS,28.85,48.96666667
3665,VLN_TRK_NMNT,NEMUNAITIS,Vilnius,Lithuania,POP,1897,1897,The J. pop. in 1897 was 361,Russian Empire,0407Nm2,SHTETLS,24.03333333,54.3
3666,KVN_PNV_NMNL,NEMUNELIO-RADVILISKIS,Kovno,Lithuania,community_founded,1915,19EX,A secular J. community was established in the beginning of the 20th cent.,Russian Empire,1704Rd1,SHTETLS,24.76666667,56.4
3671,CRL_FRD_NRT,NERETA,Courland,Latvia,POP,1935,1935,The J. pop. in 1935 was 54,Russian Empire,1910Nr1,SHTETLS,25.3,56.16666667
3702,POL_PMR_NUS,NEUSTETTIN,Pomerania,Germany,jews_present,1718,1718,In 1718 there were three J. families,Congress Poland,,GLC_PRU,16.7,53.71666667
3705,KVN_TLS_NVRN,NEVARENAI,Kovno,Lithuania,community_present,1875,18LX,The J. community became consolidated here in the late 19th cent.,Russian Empire,1706Nv1,SHTETLS,22.28333333,56.1
3707,VTB_NVL_NVL,NEVEL,Vitebsk,Russia,jews_arrived,1750,17MX,J. settlement probably began in the mid-18th cent.,Russian Empire,0508Nv1,SHTETLS,29.91666667,56.03333333
3710,GLC_LWW_NBY,NIEBYLEC,Lwow,Poland,jews_arrived,1675,16LX,Jews first settled around the end of the 17th cent.,Galicia,,GLC_PRU,21.9,49.86666667
3731,MNS_SLT_MDVD,NIEDZWIEDZICA,Minsk,Poland,community_founded,1875,18LX,An organized community existed in the late 19th cent.,Russian Empire,2209Md1,SHTETLS,26.3,52.93333333
3734,MNS_NVG_NGNV,NIEHNIEWICZE,Minsk,Poland,jews_present,1775,17LX,A J. settlement existed from around the late 18th cent.,Russian Empire,2206Ng1,SHTETLS,26.08333333,53.65
3735,WGLC_LBL_NMC,NIEMCE,Lublin,Poland,POP,1921,1921,"The J. pop. was 105 (total 1,579) in 1921",West Galicia,,GLC_PRU,22.6347638,51.3605017
3736,VLN_VLN_NMNC,NIEMENCZYN,Vilnius,Poland,jews_arrived,1875,18LX,Jews probably settled in the late 19th cent.,Russian Empire,0401Nm1,SHTETLS,25.48333333,54.85
3737,GLC_LWW_NMR,NIEMIROW (I),Lwow,Poland,jews_arrived,1575,15LX,Jews were among the town's first settlers in the late 16th cent.,Galicia,,GLC_PRU,23.45,50.11666667
3738,GRD_BLS_NMRW,NIEMIROW (II),Grodno,Poland,POP,1807,1807,Jews numbered 107 in 1807,Russian Empire,1104Nm1,SHTETLS,23.15,52.3
3741,GLC_KRK_NPL,NIEPOLOMICE,Cracow,Poland,jews_present,1750,17MX,Jews are known from the mid-18th cent.,Galicia,,GLC_PRU,20.23333333,50.03333333
3742,VLH_KVL_NSKH,NIESUCHOJEZE,Volhinia,Poland,first_mention,1569,1569,Jews are first mentioned in 1569.,Russian Empire,0805Ns1,SHTETLS,24.81666667,51.38333333
3743,MNS_SLT_NYSV,NIESWIEZ,Minsk,Poland,jews_arrived,1515,15EX,The J. settlement commenced in the early 16th cent.,Russian Empire,2209Ns1,SHTETLS,26.66666667,53.21666667
3744,POL_WRS_NSZ,NIESZAWA,Warsaw,Poland,community_founded,1750,17MX,J. communal life began in the mid-18th cent.,Congress Poland,,GLC_PRU,18.9,52.83333333
3747,CHR_NZH_NZHY,NIEZHIN,Chernigov,Ukraine,jews_arrived,1615,16EX,Jews settled in the early 17th cent.,Russian Empire,4811Nz1,SHTETLS,31.88333333,51.05
3751,KHR_KHR_MYKL,NIKOLAIEV,Kherson,Ukraine,jews_arrived,1775,17LX,Jews settled with the founding of the city in the late 18th cent.,Russian Empire,4701Nk1,SHTETLS,32,46.96666667
3752,PRU_OST_NKL,NIKOLAIKEN,East Prussia,Germany,community_founded,1800,18XX,The J. community was apparently established in the 19th cent.,Ostpreu��,,GLC_PRU,21.58333333,53.8
3753,PDL_PRS_NKLY,NIKOLAYEV,Podolia,Ukraine,jews_present,1575,15LX,Jews were present from the late 16th cent.,Russian Empire,3210Nk1,SHTETLS,26.85,49.58333333
3754,EKT_EKT_NKPL,NIKOPOL,Yekaterinoslav,Ukraine,first_mention,1780,1780,Jews are first mentioned in the 1780s.,Russian Empire,1301Nk1,SHTETLS,34.4,47.56666667
3759,GLC_LWW_NSK,NISKO,Lwow,Poland,jews_arrived,1775,17LX,Jews first settled in the late 18th cent.,Galicia,,GLC_PRU,22.15,50.53333333
3761,POL_KLC_NWK,NIWKA,Kielce,Poland,jews_arrived,1875,18LX,Sixty J. families settled in the late 19th cent.,Congress Poland,,GLC_PRU,19.16666667,50.25
3762,VLN_VLK_NVK,NIWKI,Vilnius,Poland,community_founded,1848,1848,founded as a J. farm settlement for 15 families in 1848,Russian Empire,0402Nv1,SHTETLS,27.11666667,54.65
3763,GLC_LWW_NZN,NIZANKOWICE,Lwow,Poland,first_mention,1602,1602,Jews are mentioned from 1602,Galicia,,GLC_PRU,22.81666667,49.68333333
3764,EKT_NVM_NZHN,NIZHNEDNEPROVSK,Yekaterinoslav,Ukraine,jews_arrived,1875,18LX,Jews settled in the latter half of the 19th cent.,Russian Empire,1306Am1,SHTETLS,35.06666667,48.5
3767,GLC_STNL_NZN,NIZNIOW,Stanislawow,Poland,jews_arrived,1600,16XX,Jews settled with the founding of the town in the 17th cent.,Galicia,,GLC_PRU,25.08333333,48.95
3773,POL_PMR_NRN,NOERENBERG,Pomerania,Germany,jews_present,1717,1717,"In 1717, there were three J. families",Congress Poland,,GLC_PRU,15.55194444,53.43666667
3774,TRD_BRD_PRYM,NOGAYSK,Taurida,Ukraine,POP,1897,1897,Jews numbered 508 ... in 1897,Russian Empire,4102Ng1,SHTETLS,36.35,46.73333333
3779,PRU_OST_NRD,NORDENBURG,East Prussia,Germany,jews_arrived,1915,19EX,Jews probably came to N. only after 1810,Ostpreu��,,GLC_PRU,21.00027778,54.26805556
3785,VLH_OVR_NRNS,NORINSK,Volhinia,Ukraine,jews_arrived,1615,16EX,Jews settled in the early 17th cent.,Russian Empire,0809Nr2,SHTETLS,28.6,51.26666667
3787,MGL_GML_NSVC,NOSOVICHI,Mogilev,Belorussia,POP,1847,1847,Jews numbered 382 in 1847,Russian Empire,2303Ns1,SHTETLS,31.26666667,52.26666667
3788,CHR_NZH_NSVK,NOSOVKA,Chernigov,Ukraine,jews_present,1850,18MX,A few Jews were probably present in the first half of the 19th cent.,Russian Empire,4811Ns1,SHTETLS,31.58333333,50.93333333
3789,BSS_KHT_NVSL,NOUA-SULITA,Bessarabia,Rumania,jews_arrived,1775,17LX,Jews first settled at the end of the 18th cent.,Russian Empire,0308Nv1,SHTETLS,26.28333333,48.21666667
3797,KHR_ALK_NVPR,NOVAYA PRAGA,Kherson,Ukraine,jews_arrived,1815,18EX,J. settlement probably commenced in the first half of the 19th cent.,Russian Empire,4702Nv1,SHTETLS,32.9,48.56666667
3798,KV_BRD_NVPR,NOVAYA PRILUKA,Kiev,Ukraine,jews_arrived,1715,17EX,Jews settled in the early 18th cent.,Russian Empire,1602Nv1,SHTETLS,28.71666667,49.38333333
3799,PDL_NV_NVUS,NOVAYA USHITSA,Podolia,Ukraine,POP,1765,1765,The J. pop. was 229 in 1765,Russian Empire,3211Nv1,SHTETLS,27.28333333,48.83333333
3805,NVG_NVG_VLKY,NOVGOROD,Novgorod,Russia,jews_present,1815,18EX,Jews probably settled in the first half of the 19th cent.,Russian Empire,2601Vl1,SHTETLS,31.28333333,58.51666667
3806,CHR_NVG_NVHR,NOVGOROD-SEVERSKI,Chernigov,Ukraine,jews_arrived,1775,17LX,the Jews returning only in the late 18th cent.,Russian Empire,4809Nv1,SHTETLS,33.26666667,52
3811,KHR_ELZ_NVRK,NOVOARKHANGELSK,Kherson,Ukraine,jews_present,1875,18LX,Jews probably settled in the late 19th cent.,Russian Empire,4704Nv1,SHTETLS,30.81666667,48.66666667
3814,EKT_ALK_NVDR,NOVODAROVKA,Yekaterinoslav,Ukraine,community_founded,1855,1855,founded N. as a J. colony in 1855,Russian Empire,1302Bg1,SHTETLS,36.63333333,47.78333333
3819,PDL_LTN_NVKS,NOVO-KONSTANTINOV,Podolia,Ukraine,jews_present,1765,1765,The J. pop. was 694 in 1765,Russian Empire,3207Nv1,SHTETLS,27.73333333,49.48333333
3821,KHR_ELZ_NVMY,NOVOMIRGOROD,Kherson,Ukraine,jews_present,1821,1821,Jews along with other residents were expelled in 1821,Russian Empire,4704Nv2,SHTETLS,31.65,48.78333333
3822,EKT_NVM_NVMS,NOVOMOSKOVSK,Yekaterinoslav,Ukraine,jews_arrived,1775,17LX,Jews began settling in the late 18th cent.,Russian Empire,1306Nv1,SHTETLS,35.2,48.61666667
3823,KHR_ANN_NVPV,NOVOPAVLOVKA,Kherson,Ukraine,POP,1897,1897,"The J. pop. was 953 (total 1,581) in 1897",Russian Empire,4703Nv1,SHTETLS,30.55,47.66666667
3826,KHR_KHR_NVPL,NOVO POLTAVKA,Kherson,Ukraine,community_founded,1840,1840,founded N. in 1840 as a J. farm settlement,Russian Empire,4701Nv3,SHTETLS,32.5,47.55
3828,PSK_NVR_NVRZ,NOVORZHEV,Pskov,Russia,jews_arrived,1850,18MX,Jews probably settled in the mid-19th cent.,Russian Empire,3403Nv1,SHTETLS,29.33333333,57.03333333
3830,PSK_VLK_NVSK,NOVOSOKOLNIKI,Pskov,Russia,jews_arrived,1875,18LX,Jews probably settled at the turn of the 19th cent.,Russian Empire,3402Nv1,SHTETLS,30.15,56.35
3831,KHR_ELZ_NVKR,NOVOUKRAINKA,Kherson,Ukraine,jews_arrived,1850,18MX,Jews settled in the mid-19th cent.,Russian Empire,4704Pv1,SHTETLS,31.51666667,48.31666667
3832,KHR_KHR_NVVT,NOVOVITEBSK,Kherson,Ukraine,community_founded,1815,18EX,N. was founded as a J. colony in the 1820s,Russian Empire,4701Nv4,SHTETLS,33.9,47.96666667
3833,KHR_KHR_NVVR,NOVO VORONTSOVKA,Kherson,Ukraine,POP,1897,1897,"Jews numbered 1,685 (total 5,188) in 1897",Russian Empire,4701Nv5,SHTETLS,33.93333333,47.5
3835,KHR_KHR_NVZH,NOVOZHITOMIR,Kherson,Ukraine,community_founded,1850,18MX,N. was a J. colony founded in the mid-19th cent.,Russian Empire,4701Nv6,SHTETLS,33.65,47.91666667
3836,CHR_NVZ_NVZY,NOVOZHYBKOV,Chernigov,Russia,jews_arrived,1715,17EX,J. settlement probably dates from the early 18th cent.,Russian Empire,4810Nv2,SHTETLS,31.93333333,52.53333333
3837,EKT_ALK_NVZL,NOVO ZLATOPOL,Yekaterinoslav,Ukraine,community_founded,1875,18LX,founded N. as a J. colony in the late 1840s,Russian Empire,1302Nv1,SHTETLS,36.56666667,47.66666667
3839,MGL_STR_NVYY,NOVY BYKHOV,Mogilev,Belorussia,POP,1897,1897,The J. pop. was 560 in 1847 and 490 in 1897,Russian Empire,2302Nv1,SHTETLS,30.35,53.33333333
3840,KV_SKV_NVFS,NOVY FASTOV,Kiev,Ukraine,jews_present,1775,1775,Eight Jews were present in 1775,Russian Empire,1608Nv1,SHTETLS,29.45,49.58333333
3841,KHR_KHR_NVYY,NOVYI BUG,Kherson,Ukraine,jews_arrived,1875,18LX,Jews settled in the late 19th cent.,Russian Empire,4701Nv7,SHTETLS,32.5,47.68333333
3844,POL_LDZ_NWM,NOWE MIASTO (I),Lodz,Poland,jews_arrived,1775,17LX,Jews first settled in the late 18th cent.,Congress Poland,,GLC_PRU,20.58333333,51.63333333
3845,GLC_LWW_NWM,NOWE MIASTO (II),Lwow,Poland,community_present,1800,18XX,only reviving in the 19th cent.,Galicia,,GLC_PRU,22.86666667,49.61666667
3846,POL_WRS_NWM,NOWE MIASTO (III),Warsaw,Poland,jews_arrived,1500,15XX,Jews first arrived in the 16th cent.,Congress Poland,,GLC_PRU,20.63333333,52.65
3847,GLC_LWW_NWS,NOWE SIOLO (I),Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 125,Galicia,,GLC_PRU,24.1,49.95
3848,GLC_TRN_NWS,NOWE SIOLO (II),Tarnopol,Poland,POP,1921,1921,The J. pop. was 109 in 1921,Galicia,,GLC_PRU,26.06666667,49.65
3849,WGLC_LBL_NWN,NOWINY POKARCZMISKA,Lublin,Poland,POP,1921,1921,The J. pop. stood at 113 (total 210) in 1921,West Galicia,,GLC_PRU,22.48333333,51.13333333
3850,LMZ_LMZ_NWGR,NOWOGROD,Lomza,Poland,jews_arrived,1400,14XX,The J. settlement dates from the 15th cent.,Russian Empire,5401Nv1,SHTETLS,21.86666667,53.23333333
3851,MNS_NVG_NVHR,NOWOGRODEK,Minsk,Poland,jews_arrived,1475,14LX,Jews probably settled in the second half of the 15th cent.,Russian Empire,2206Nv2,SHTETLS,25.83333333,53.6
3852,GRD_SLN_NVYL,NOWOJELNIA,Grodno,Poland,jews_arrived,1903,1903,Jews first settled in about 1903,Russian Empire,1108Nv1,SHTETLS,25.58333333,53.46666667
3854,VLN_LD_NVYD,NOWY DWOR (I),Vilnius,Poland,jews_arrived,1815,18EX,Jews probably settled in the early 19th cent.,Russian Empire,0404Nv1,SHTETLS,24.56666667,53.8
3855,GRD_VLK_NVYD,NOWY DWOR (II),Grodno,Poland,jews_present,1800,18XX,Jews lived there in the 19th cent.,Russian Empire,1105Nv1,SHTETLS,24.35,52.83333333
3856,POL_WRS_NWY,NOWY DWOR (III),Warsaw,Poland,jews_arrived,1700,17XX,Jews settled in the 18th cent.,Congress Poland,,GLC_PRU,20.71666667,52.43333333
3857,GRD_SKL_NWYD,NOWY DWOR (IV),Grodno,Poland,jews_arrived,1515,15EX,Jews settled in the first half of the 16th cent.,Russian Empire,1109Nv1,SHTETLS,23.55,53.63333333
3858,POL_KLC_NWY,NOWY KORCZYN,Kielce,Poland,first_mention,1400,14XX,Jews are first mentioned in the 15th cent.,Congress Poland,,GLC_PRU,20.81666667,50.3
3859,VLN_DSN_NVYP,NOWY POHOST,Vilnius,Poland,community_present,1859,1859,A community of 50 Jews existed by 1859,Russian Empire,0403Nv1,SHTETLS,27.48333333,55.5
3860,GLC_KRK_NWY,NOWY SONCZ,Cracow,Poland,first_mention,1475,14LX,Jews are recorded from the end of the 15th cent.,Galicia,,GLC_PRU,20.71666667,49.63333333
3862,LMZ_OST_NR,NUR,Lomza,Poland,community_founded,1815,18EX,"The J. community, dating from the early 19th cent.",Russian Empire,5405Nr1,SHTETLS,22.31666667,52.66666667
3890,MGL_SNN_OBCH,OBCHUGA,Mogilev,Belorussia,jews_arrived,1815,18EX,J. settlement probably commenced in the first half of the 19th cent.,Russian Empire,2309Ob1,SHTETLS,29.36666667,54.5
3891,KVN_NVL_OBL,OBELIAI,Kovno,Lithuania,community_present,1500,15XX,Tombstones indicate that the J. community was over 400 years old,Russian Empire,1703Ab1,SHTETLS,25.8,55.93333333
3918,GLC_STNL_OBR,OBERTYN,Stanislawow,Poland,jews_arrived,1675,16LX,J. settlement probably dates from the late 17th cent.,Galicia,,GLC_PRU,25.16666667,48.7
3924,PDL_OLG_OBDV,OBODOVKA,Podolia,Ukraine,POP,1865,1865,Jews numbered 33 in 1865,Russian Empire,3209Ob1,SHTETLS,29.25,48.4
3925,MGL_ORS_ABLT,OBOLTSY,Mogilev,Belorussia,POP,1897,1897,The J. pop. was 421 in 1897,Russian Empire,2307Ob1,SHTETLS,29.83333333,54.6
3928,PRU_PZN_OBR,OBRZYCKO,Poznan,Poland,community_present,1793,1793,A J. community of 476 existed at the time of the annexation to Prussia in 1793,Posen,,GLC_PRU,16.53333333,52.7
3930,KV_KV_OBKH,OBUKHOW,Kiev,Ukraine,jews_arrived,1815,18EX,Jews settled in the early 19th cent.,Russian Empire,1601Ob1,SHTETLS,30.63333333,50.1
3931,KHR_ODS_OCHK,OCHAKOV,Kherson,Ukraine,jews_arrived,1700,17XX,Jews settled in the 18th cent.,Russian Empire,4705Oc1,SHTETLS,31.55,46.61666667
3932,GLC_KRK_OCH,OCHOTNICA,Cracow,Poland,POP,1921,1921,The J. pop. in 1921 was 103,Galicia,,GLC_PRU,20.3413871,49.5263942
3937,GRD_SKL_ODLS,ODELSK,Grodno,Poland,jews_arrived,1675,16LX,Jews first settled in the late 17th cent.,Russian Empire,1109Od1,SHTETLS,23.76666667,53.4
3941,KHR_ODS_ODS,ODESSA,Kherson,Ukraine,jews_present,1789,1789,Five Jews were present when the Russians captured the Turkish fortress of Khadzhibei in 1789.,Russian Empire,4705Od1,SHTETLS,30.73333333,46.46666667
3945,WGLC_LDZ_ODR,ODRZYWOL,Lodz,Poland,POP,1897,1897,The J. pop. was 342 in 1897,West Galicia,,GLC_PRU,20.55,51.53333333
3957,LVL_RG_OGR,OGRE,Livonia,Latvia,POP,1935,1935,The J. pop. in 1935 was 50,Russian Empire,2101Og1,SHTETLS,24.6,56.81666667
3961,WGLC_LBL_OKR,OKRZEJA,Lublin,Poland,jews_present,1921,1921,The J. pop was 133 in 1921,West Galicia,,GLC_PRU,22.13333333,51.75
3964,WGLC_WRS_OKU,OKUNIEW,Warsaw,Poland,jews_arrived,1775,17LX,Jews settled in the late 18th cent.,West Galicia,,GLC_PRU,21.3,52.26666667
3968,GLC_TRN_OLS,OLESKO,Tarnopol,Poland,jews_present,1515,15EX,The beginnings of J. life can be traced to the early 16th cent.,Galicia,,GLC_PRU,24.88333333,49.96666667
3969,WGLC_KLC_OLS,OLESZNO,Kielce,Poland,jews_arrived,1875,18LX,Jews first settled at the end of the 19th cent.,West Galicia,,GLC_PRU,20.03333333,50.93333333
3970,GLC_LWW_OLS,OLESZYCE,Lwow,Poland,first_mention,1576,1576,Jews are recorded from the founding of the town in 1576,Galicia,,GLC_PRU,23.03333333,50.16666667
3971,VLH_OVR_OLVS,OLEVSK,Volhinia,Ukraine,first_mention,1750,1750,Jews are first mentioned in 1750,Russian Empire,0809Ol1,SHTETLS,27.65,51.21666667
3972,PDL_OLG_OLHP,OLGOPOL,Podolia,Ukraine,first_mention,1799,1799,Jews are first mentioned in 1799,Russian Empire,3209Ol1,SHTETLS,29.5,48.2
3973,VLH_LTS_KLNY,OLIZARKA,Volhinia,Poland,community_founded,1849,1849,Founded as a J. farm settlement in 1849,Russian Empire,0807Ol1,SHTETLS,25.98333333,51.35
3974,VLN_TRK_VLKN,OLKIENIKI,Vilnius,Poland,jews_arrived,1575,15LX,Jews are thought to have settled in the second half of the 16th cent.,Russian Empire,0407Ol1,SHTETLS,24.83333333,54.35
3975,WGLC_KLC_OLK,OLKUSZ,Kielce,Poland,jews_present,1300,13XX,Jews were leasing mines in the area in the 14th cent.,West Galicia,,GLC_PRU,19.56666667,50.28333333
3978,GLC_KRK_OLP,OLPINY,Cracow,Poland,POP,1921,1921,The J. pop. in 1921 was 185,Galicia,,GLC_PRU,21.2,49.8
3979,KV_ZVN_OLSH,OLSHANA,Kiev,Ukraine,POP,1765,1765,Jews numbered 26 in 1765,Russian Empire,1604Ol1,SHTETLS,31.21666667,49.21666667
3980,PRU_KLC_OLS,OLSZTYN,Kielce,Poland,first_mention,1764,1764,Jews are first mentioned in 1764,Ostpreu��,,GLC_PRU,,
3982,VLH_DBN_OLYK,OLYKA,Volhinia,Poland,jews_present,1550,15MX,Jews were present from the mid-16th cent.,Russian Empire,0803Ol1,SHTETLS,25.81666667,50.71666667
3988,KVN_NVL_ONSK,ONUSKIS (II),Kovno,Lithuania,jews_arrived,1750,17MX,J. settlement began in the mid-18th cent.,Russian Empire,1703Gn1,SHTETLS,25.53333333,56.13333333
3989,VLN_TRK_ONSK,ONUSKIS (I),Vilnius,Lithuania,POP,1897,1897,The J. pop. in 1897 was 217,Russian Empire,0407Gn1,SHTETLS,24.6,54.48333333
3990,VLH_VLD_OPLN,OPALIN,Volhinia,Poland,jews_present,1600,16XX,Jews were present from the 17th cent.,Russian Empire,0802Op1,SHTETLS,23.7,51.28333333
3993,WGLC_KLC_OPT,OPATOW,Kielce,Poland,jews_arrived,1500,15XX,Jews settled in the 16th cent.,West Galicia,,GLC_PRU,21.43333333,50.8
3994,GLC_KLC_OPT,OPATOWIEC,Kielce,Poland,community_present,1827,1827,A J. community of a few dozen existed by 1827,Galicia,,GLC_PRU,20.73333333,50.25
3996,PSK_OPC_OPCH,OPOCHKA,Pskov,Russia,jews_arrived,1850,18MX,Jews probably settled in the mid-19th cent.,Russian Empire,3404Op1,SHTETLS,28.68333333,56.71666667
3997,WGLC_LDZ_OPC,OPOCZNO,Lodz,Poland,jews_present,1588,1588,In 1588 Sigismund II authorized the municipality to expel all Jews,West Galicia,,GLC_PRU,20.28333333,51.36666667
3998,WGLC_LBL_OPL,OPOLE,Lublin,Poland,jews_arrived,1575,15LX,J. settlement commenced in the late 16th cent.,West Galicia,,GLC_PRU,21.96666667,51.15
4006,KV_LPV_ORTV,ORATOV,Kiev,Ukraine,POP,1765,1765,Jews numbered nine in 1765,Russian Empire,1606Or1,SHTETLS,29.53333333,49.2
4012,TRD_BRD_ORKH,OREKHOV,Taurida,Ukraine,jews_present,1881,1881,J. property was seriously damaged in a May 1881 pogrom,Russian Empire,4102Or1,SHTETLS,35.78333333,47.56666667
4013,BSS_ORG_ORH,ORHEI,Bessarabia,Rumania,first_mention,1500,15XX,Records of Jews living here in the 16th cent. exist in rabbinical literature,Russian Empire,0306Or1,SHTETLS,28.81666667,47.38333333
4014,PDL_KMN_ORYN,ORININ,Podolia,Ukraine,first_mention,1582,1582,Jews were first present in 1582,Russian Empire,3201Or1,SHTETLS,26.4,48.76666667
4015,ORL_ORL_ORL,ORIOL,Orel,Russia,jews_arrived,1850,18MX,Jews probably settled in the mid-19th cent.,Russian Empire,2901Or1,SHTETLS,36.08333333,52.96666667
4017,GRD_BLS_ORL,ORLA (I),Grodno,Poland,first_mention,1615,16EX,Jews are first mentioned in the early 17th cent.,Russian Empire,1104Or1,SHTETLS,23.33333333,52.7
4018,VLN_LD_ORLY,ORLA (II),Vilnius,Poland,first_mention,1657,1657,Jews are first mentioned in 1657,Russian Empire,0404Or1,SHTETLS,24.98333333,53.5
4024,GLC_LWW_ORW,OROW,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 101,Galicia,,GLC_PRU,23.53333333,49.2
4025,MGL_ORS_ORSH,ORSHA,Mogilev,Belorussia,first_mention,1500,15XX,Jews are first mentioned in the 16th cent.,Russian Empire,2307Or2,SHTETLS,30.4,54.51666667
4027,PRU_OST_ORT,ORTELSBURG,East Prussia,Germany,jews_arrived,1768,1768,The first Jews were allowed to settle in O. in 1768,Ostpreu��,,GLC_PRU,21,53.56666667
4032,POL_LDZ_OSK,OSIAKOW,Lodz,Poland,community_founded,1775,17LX,A community was established here in the second half of the 18th cent.,Congress Poland,,GLC_PRU,18.8,51.28333333
4033,WGLC_LBL_OSC,OSIECK,Lublin,Poland,community_present,1815,18EX,A small community existed in the early 19th cent.,West Galicia,,GLC_PRU,21.41666667,51.96666667
4034,GLC_KRK_OSK,OSIEK (I),Cracow,Poland,community_present,1875,18LX,An organized J. community of around 50 families ... existed through the second half of the 19th cent.,Galicia,,GLC_PRU,21.48333333,49.63333333
4036,POL_WRS_OSN,OSIENCINY,Warsaw,Poland,jews_arrived,1700,1700,J. settlement began in the late 1700s.,Congress Poland,,GLC_PRU,18.71666667,52.63333333
4038,TRD_BRD_BRDY,OSIPENKO,Taurida,Ukraine,,,,J. settlement commenced shortly after the founding of this important Azov Sea port city.,Russian Empire,4102Br1,SHTETLS,36.8,46.75
4039,MNS_BBR_ASPV,OSIPOVICHI,Minsk,Belorussia,jews_arrived,1880,1880,Jews settled in the 1880s after the local railway station ... was completed.,Russian Empire,2202Os1,SHTETLS,28.65,53.3
4041,GLC_STNL_OSL,OSLAW BIALY,Stanislawow,Poland,POP,1921,1921,The J. pop. in 1921 was 187.,Galicia,,GLC_PRU,24.7,48.5
4045,VLH_RVN_OSV,OSOWA WYSZKA,Volhinia,Poland,community_founded,1836,1836,"founded as a J. farm settlement in 1836 when 137 Jews purchased around 7,000 acres",Russian Empire,0811Os1,SHTETLS,25.96666667,51.08333333
4048,CHR_OST_OSTR,OSTER,Chernigov,Ukraine,jews_present,1600,16XX,J. lessees appeared in the 17th cent.,Russian Empire,4812Os1,SHTETLS,30.88333333,50.95
4050,PRU_OST_OST,OSTERODE,East Prussia,Germany,jews_arrived,1715,17EX,Jews settled in O. at the beginning of the 18th cent.,Ostpreu��,,GLC_PRU,19.98333333,53.7
4054,VLH_OST_OSTR,OSTROG,Volhinia,Poland,jews_arrived,1375,13LX,Jews began to settle in the late 14th cent.,Russian Empire,0810Os1,SHTETLS,26.51666667,50.33333333
4057,LMZ_OST_OSTR,OSTROLENKA,Lomza,Poland,community_founded,1775,17LX,Towards the end of the 18th cent. Jews established a community,Russian Empire,5406Os1,SHTETLS,21.56666667,53.08333333
4058,VLH_NVG_OSTR,OSTROPOL,Volhinia,Ukraine,POP,1765,1765,"In 1765, the J. pop. was 58",Russian Empire,0808Os1,SHTETLS,27.56666667,49.8
4059,MNS_MNS_ASTR,OSTROSHITSKI GORODOK,Minsk,Belorussia,jews_arrived,1815,18EX,Jews probably settled in the first half of the 19th cent.,Russian Empire,2201Os1,SHTETLS,27.7,54.06666667
4060,PSK_OST_OSTR,OSTROV,Pskov,Russia,jews_arrived,1850,18MX,Jews probably settled in the mid-19th cent.,Russian Empire,3405Os1,SHTETLS,28.36666667,57.33333333
4061,MGL_SNN_OSTR,OSTROVNO,Mogilev,Belorussia,jews_arrived,1675,16LX,Jews settled in the late 17th cent.,Russian Empire,2309Os1,SHTETLS,29.88333333,55.13333333
4062,WGLC_LBL_OST,OSTROW,Lublin,Poland,jews_arrived,1675,16LX,Jews settled in the late 17th cent.,West Galicia,,GLC_PRU,22.85,51.5
4063,WGLC_KLC_OST,OSTROWIEC,Kielce,Poland,jews_present,1575,15LX,Jews were present in small numbers in the late 16th cent.,West Galicia,,GLC_PRU,21.4,50.93333333
4065,LMZ_OST_OSTR2,OSTROW-MAZOWIECKA,Lomza,Poland,jews_arrived,1700,17XX,Jews in small numbers settled in the 18th cent.,Russian Empire,5405Os1,SHTETLS,21.9,52.8
4066,PRU_PZN_OST,OSTROW WIELKOPOLSKI,Poznan,Poland,community_founded,1724,1724,Twelve Jews were granted residence and trade rights in 1724 and the community was permitted to consecrate a synagogue and cemetery,Posen,,GLC_PRU,17.81666667,51.65
4067,VLH_DBN_OSTR,OSTROZEC,Volhinia,Poland,jews_present,1500,15XX,Jews were present with various privileges from the 16th cent.,Russian Empire,0803Os1,SHTETLS,25.55,50.66666667
4068,VLN_LD_OSTR,OSTRYNA,Vilnius,Poland,jews_present,1575,15LX,Jews were probably present in the late 16th cent.,Russian Empire,0404Os1,SHTETLS,24.53333333,53.73333333
