id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
3472,MOGILEV-PODOLSKI,Vinnitsa,Ukraine,,first_mention,1713,Jews are first mentioned in 1713,[],[],
3473,MOGILNO (I),Poznan,Poland,,jews_arrived,1772,Jews first settled after the annexation to Prussia in 1772,[],[],
3474,MOGILNO (II),Minsk,Belorussia,,jews_arrived,17EX,J. settlement probably began at the turn of the 18th cent.,[],[],
3475,MOHACS,Baranya,Hungary,,jews_arrived,1840,Jews from Bonyhad arrived in 1840,[],[],
3476,MOHELNICE,Moravia,Czechoslovakia,,jews_present,18LX,Jews probably settled only in the late 19th cent.,[],[],
3477,MOINESTI,Moldavia,Rumania,,jews_arrived,17EX,Jews first settled in the early 18th cent.,[],[],
3478,MOISEU,N. Transylvania,Rumania,,community_present,18EX,An organized J. community existed in the early 19th cent.,"[{'lang': 'hun', 'name': 'Majszin'}, {'lang': 'yid', 'name': 'Mosif'}]",[],
3479,MOKNINE,Sousse,Tunisia,,jews_arrived,1550,Jews from Mahdia seeking refuge from the Spanish siege of 1550 settled in M.,[],[],
3480,MOKOBODY,Lublin,Poland,,jews_present,18EX,Jews were present by the early 19th cent.,[],[],
3481,MOKRAJA KALAGIRKA,Kiev,Ukraine,,POP,,"The J. pop. was 1,677 in 1897 and 537 in 1926",[],[],
3482,MOKROWO-SIENKIEWICZE,Polesie,Poland,,POP,1930,About 250 Jews lived in the two villages ... in the 1930s.,[],[],
3483,MOL,Vojvodina,Yugoslavia,,jews_arrived,18LX,Jews settled there in the late 19th cent.,[],[],
3484,MOLCZADZ,Nowogrodek,Poland,Belarus,jews_arrived,15EX,Jews settled in the first half of the 16th cent.,[],"[{'event': 'synagogue built', 'year': '1648', 'impact': 'synagogue built', 'source': 'building a synagogue in 1648'}, {'event': 'community independence', 'year': '1691', 'impact': 'became an independent community', 'source': 'becoming an independent community in 1691'}]",
3485,MOLDAVA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,17EX,Jews apparently arrived in the early 18th cent.,"[{'lang': 'hun', 'name': 'Szepsi'}]","[{'event': 'expulsion', 'year': 'mid-1740s', 'impact': 'Jews expelled', 'source': 'seem to have been expelled in the mid-1740s'}]",
3486,MOLDOVITA,Bukovina,Rumania,,community_founded,1930,An independent community was founded in 1930,[],[],
3487,MOLETAI,Utena,Lithuania,,jews_arrived,17XX,Jews first settled in the 18th cent.,"[{'lang': 'yid', 'name': 'Maliat'}]",[],
3488,MOLIATICHI,Mogilev,Belorussia,,POP,1880,The J. pop. was 139 in 1880,[],[],
3489,MOLOCHANSK,Zaporozhe,Ukraine,,POP,1939,The J. pop. in 1939 was 249,"[{'lang': 'ger', 'name': 'Halbstadt'}]",[],
3490,MOLODECZNO,Vilna,Poland,Belarus,jews_arrived,17EX,Jews first settled in the early 18th cent.,[],[],
3491,MOLOTOV,Nikolaiev,Ukraine,,community_founded,19XX,M. was probably founded in the late 1920s,[],[],
3492,MOLSHEIM,Bas-Rhin,France,,first_mention,1308,"In 1308, Emperor Henry VII ""gave"" the Jews of M. to the Church of Strasbourg.",[],"[{'event': 'prayer permitted', 'year': '1343', 'impact': 'Jews permitted to hold prayer services', 'source': 'in 1343 the Jews were permitted to hold prayer services'}]",
3493,MOMMENHEIM,Bas-Rhin,France,,community_present,1784,The J. community numbered 167 in 1784,[],[],
3494,MONASTERZYSKA,Tarnopol,Poland,Ukraine,first_mention,1625,Jews are recorded from 1625,[],[],
3495,MONASTIR,Sousse,Tunisia,,jews_present,7XX,Jews were present ... (8th—11th cent.),[],"[{'event': 'decline', 'year': '12th cent.', 'impact': 'community declined', 'source': 'The community declined in the 12th cent.'}]",
3496,MONASTYRISHCHE,Vinnitsa,Ukraine,,POP,1765,Jews numbered 107 in 1765,[],"[{'event': 'pogrom', 'year': '19 Nov. 1917', 'impact': '3 Jews murdered', 'source': 'Three were murdered in a pogrom on 19 Nov. 1917'}]",
3497,MONASTYRSCHINA,Smolensk,Russia,,POP,1847,The J. pop. was 864 in 1847,[],[],
3498,MONCHOCICE,Kielce,Poland,,POP,1921,The J. pop was 113 ... in 1921.,[],[],
3499,MONNIKENDAM,Noord-Holland,Holland,,community_founded,1787,A J. community was organized by 1787,[],[],
3500,MONOK,Zemplen,Hungary,,first_mention,1735,Jews are mentioned in 1735,[],[],
3501,MONOR,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,18EX,Jews settled in the first half of the 19th cent.,[],[],
3502,MONSHEIM,Hesse,Germany,,POP,1861,"The community, numbering 46 ... in 1861",[],[],
3503,MONTABAUR,Hesse-Nassau,Germany,,jews_present,13EX,Jews lived there in the early 14th cent.,[],"[{'event': 'Armleder massacres', 'year': '', 'impact': '', 'source': 'fell victim to the Armleder massacres'}]",
3504,MONTPELLIER,Herault,France,,first_mention,1121,Jews are first mentioned in 1121,[],[],
3505,MONTREUIL-SOUS-BOIS,Seine-Saint-Denis,France,,jews_arrived,18LX,Jews settled in M. in the 1880s,[],[],
3506,MOR,Fejer,Hungary,,first_mention,1735,Jews are first mentioned in 1735,[],[],
3507,MORAVSKE BUDEJOVICE,Moravia,Czechoslovakia,,first_mention,1386,Jews are mentioned in 1386,[],[],
3508,MORAVSKE LIESKOVE,Slovakia,Czechoslovakia,Republic of Slovakia,POP,18MX,Jews numbered 200 in the mid-19th cent.,[],[],
3509,MORAVSKY KRUMLOV,Moravia,Czechoslovakia,,first_mention,1402,Jews are mentioned in 1402,"[{'lang': 'yid', 'name': 'Kromenoi'}]",[],
3510,MORAVSKY SVATY JAN,Slovakia,Czechoslovakia,Republic of Slovakia,POP,1828,The J. pop. was 190 in 1828 with a synagogue and cemetery in use,[],[],
3511,MORDY,Lublin,Poland,,jews_present,16LX,Jews were probably present in the late 17th cent.,[],[],
3512,MORENI,Walachia,Rumania,,jews_arrived,19EX,Jews first settled in the early 20th cent.,[],[],
3513,MORINGEN,Hanover,Germany,,jews_present,15XX,some Jews lived there from the 16th cent.,[],[],
3514,MOROZOVSK,Rostov,Russia,,jews_arrived,1920s,Jews arrived in the late 1920s,[],[],
3516,MOSBACH,Baden,Germany,,community_present,12XX,A J. community existed by the 13th cent.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': '55 Jews murdered', 'source': 'Fifty-five Jews were murdered in the Rindfleisch massacres of 1298'}, {'event': 'Attack on the community', 'year': '1343', 'impact': 'community attacked', 'source': 'The community was again attacked in 1343'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community wiped out', 'source': 'wiped out in the Black'}]",
3517,MOSCISKA,Lwow,Poland,Ukraine,jews_present,15MX,The J. presence dates from the mid-16th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'town destroyed', 'source': 'the town was destroyed in the Chmielnicki massacres of 1648-49'}]",
3518,MOSEDIS,Kretinga,Lithuania,,jews_arrived,16XX,Jews first settled in the 17th cent.,"[{'lang': 'yid', 'name': 'Maisiad'}]","[{'event': 'Privileges granted', 'year': '1742', 'impact': 'numbers increased', 'source': 'numbers increased after they received privileges in 1742'}]",
3519,MOSHNY,Kiev,Ukraine,,POP,1784,Jews numbered 130 in 1784,[],"[{'event': 'Fire', 'year': '1881', 'impact': '60 Jewish homes destroyed', 'source': 'a fire destroyed 60 J. homes'}, {'event': 'White Army violence', 'year': 'Aug. 1919', 'impact': '', 'source': ""General Denikin's White Army soldiers a""}]",
3520,MOSKALOWKA,Stanislawow,Poland,,POP,1921,The J. pop. in 1921 was 158,[],[],
3521,MOSONMAGYAROVAR,Gyor-Moson,Hungary,,jews_arrived,17EX,J. settlement commenced in the early 18th cent.,[],[],
3522,MOST,Bohemia,Czechoslovakia,,community_founded,1861,The modern community was established in 1861,[],"[{'event': 'Medieval Jewish quarter', 'year': '1356', 'impact': 'Street of the Jews probably existed', 'source': 'A Street of the Jews probably existed from 1356'}, {'event': 'Expulsion', 'year': '1453', 'impact': 'Jews expelled', 'source': 'with the Jews expelled in 1453'}]",Region note: (Sudetenland) omitted per rule
3523,MOSTAR,Bosnia-Hercegovina,Yugoslavia,Republic of Bosnia,first_mention,15XX,The first records of Jews date from the 16th cent.,[],[],
3524,MOSTOVOE,Odessa,Ukraine,,POP,1897,"The J. pop. was 862 (total 1,607) in 1897",[],[],
3525,MOSTY,Bialystok,Poland,,jews_present,1738,building a new prayer house in 1738,[],[],
3526,MOSTY MALE,Lwow,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 147,[],[],
3527,MOSTY WIELKIE,Lwow,Poland,Ukraine,jews_present,15MX,"Jews, mainly from Belz, were present from the mid-16th cent.",[],[],
3528,MOZDOK,Stavropol territory,Russia,,jews_arrived,18LX,Jews settled in the late 19th cent.,[],"[{'event': 'Russian Civil War', 'year': '1918–1921', 'impact': '', 'source': 'During the civil war (1918-21), many Mountain Je'}]",
3529,MOZHAYSK,Moscow,Russia,,jews_arrived,1917,Jews probably settled after the Oct. 1917 Revolution,[],[],
3530,MOZYR,Polesie,Belorussia,,first_mention,15XX,Jews are first mentioned in the 16th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'many Jews robbed and murdered', 'source': 'Many were robbed and murdered in the Chmielnicki massacres of 1648–49'}]",
3531,MROZY,Warsaw,Poland,,jews_arrived,18LX,J. settlement apparently commenced in the late 19th cent.,[],[],
3532,MSCIBOW,Bialystok,Poland,,jews_present,15XX,Jews appeared in the 16th cent.,[],[],
3533,MSELLATA,Tripolitania,Libya,,community_present,11XX,The medieval J. community,"[{'lang': 'ara', 'name': 'Qusbat'}]","[{'event': 'Almohad persecutions', 'year': '12XX', 'impact': 'medieval community destroyed; Jews fled to Djerba', 'source': 'destroyed in the Almohad persecutions of the 12th cent. The Jews fled to the island of Djerba'}]",
3534,MSTISLAVL,Mogilev,Belorussia,,jews_arrived,15XX,Jews first settled in the 16th cent.,[],"[{'event': ""pogrom by Peter the Great's soldiers"", 'year': '', 'impact': '', 'source': ""Peter the Great's soldiers staged a pogrom""}]",
3535,MSTIZH,Minsk,Belorussia,,jews_arrived,18XX,Jews settled in the 19th cent.,[],[],
3536,MSTOW,Kielce,Poland,,jews_present,17LX,The few Jews probably present before the Third Partition of Poland in 1795,"[{'lang': 'yid', 'name': 'Emstow'}]",[],
3537,MSZANA DOLNA,Cracow,Poland,,first_mention,18LX,Jews are first mentioned in the late 19th cent.,[],"[{'event': 'antisemitic agitation and disturbances', 'year': '', 'impact': '', 'source': 'Anti-J. agitation and disturbances marked the period between the World...'}]",
3538,MSZCZONOW,Warsaw,Poland,,jews_arrived,16LX,Jews probably settled in the late 17th cent.,"[{'lang': 'yid', 'name': 'Amshinov'}]","[{'event': 'fire', 'year': '', 'impact': '100 homes destroyed', 'source': 'a fire that destroyed 100 hom...'}]",
3539,MTZENSK,Oriol,Russia,,jews_arrived,18LX,J. settlement probably began in the late 19th cent.,[],[],
3540,MUEHLHAUSEN (I),East Prussia,Germany,Poland,jews_present,18EX,Evidence of a J. presence dates from the early 19th cent.,"[{'lang': 'pol', 'name': 'Mlynary'}]",[],
3541,MUEHLHAUSEN (II),Saxony,Germany,,first_mention,1278,first definite evidence of a J. presence... dates from 1278,[],[],
3542,MUEHLHEIM AM MAIN,Hesse,Germany,,jews_arrived,1815,Jews settled there in 1815,[],[],
3543,MUEHLHEIM AN DER RUHR,Rhineland,Germany,,first_mention,1620,Jews are mentioned for the first time in 1620,[],[],
3544,MUEHRINGEN,Wuerttemberg,Germany,,jews_arrived,15XX,Jews arrived during the Reformation,[],[],
3545,MUELHAUSEN,Upper Franconia,Germany,,community_present,16EX,The community suffered grievously during the Thirty Years War (1618–48),[],"[{'event': 'Thirty Years War', 'year': '1618–1648', 'impact': 'community fled to Hochstadt in 1631', 'source': 'fleeing to Hochstadt in 1631'}]",
3546,MUELHEIM,Rhineland,Germany,,first_mention,1456,"evidence of a ""Jews' Alley"" in 1456",[],[],
3547,MUELLHEIM,Baden,Germany,,jews_arrived,1716,Four J. families from Stuehlingen and Switzerland arrived in 1716,[],[],
3548,MUENCHEBERG,Brandenburg,Germany,,jews_present,1674,There is evidence of Jews living in M. from 1674,[],"[{'event': 'Expulsion from Brandenburg', 'year': '1510', 'impact': 'all Jews expelled; medieval presence ended', 'source': 'expulsion of all the Jews of Brandenburg in 1510'}]",
3549,MUENSTER (I),Hesse,Germany,,POP,,The community numbered 48 in 1861,[],[],
3550,MUENSTER (II),Westphalia,Germany,,jews_arrived,1130,Two Jews arrived c. 1130 to collect a debt,[],[],
3551,MUENSTEREIFEL,Rhineland,Germany,,jews_present,1349,Jews were victimized in 1349 during the Black Death persecutions,[],"[{'event': 'Black Death persecutions', 'year': '1349', 'impact': 'Jews victimized', 'source': 'victimized in 1349 during the Black Death persecutions'}]",
3552,MUENSTERMAIFELD,Rhineland,Germany,,jews_present,1287,Ninety Jews were murdered in M. on 17 July 1287,[],"[{'event': 'Oberwesel blood libel (aftermath)', 'year': '1287', 'impact': '90 Jews murdered', 'source': 'Ninety Jews were murdered in M. on 17 July 1287 in the wake of the Oberwesel blood libel'}, {'event': 'Attacks on Jews', 'year': '1337', 'impact': 'Jews attacked', 'source': 'Jews were attacked again in 1337'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews persecuted', 'source': 'in the Black Death persecutions of 1348-49'}]",
3553,MUENZENBERG,Hesse,Germany,,jews_present,1188,blood libel against the medieval community in 1188,[],"[{'event': 'Blood libel', 'year': '1188', 'impact': 'accusation against the Jewish community', 'source': 'Townsfolk instigated a blood libel against the medieval community in 1188'}, {'event': 'Third Crusade refugees', 'year': '1189–1192', 'impact': 'Jews from Mainz, Worms, and Speyer found temporary shelter', 'source': 'Jews from Mainz, Worms, and Speyer found temporary shelter there during the Third Crusade (1189–92)'}]",
3554,MUENZESHEIM,Baden,Germany,,jews_present,16XX,Jews were present from the 17th cent.,[],[],
3555,MUGGENSTURM,Baden,Germany,,POP,,The J. pop. in 1875 was 80,[],[],
3556,MUKACEVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,16LX,Jews probably arrived in the latter half of the 17th cent.,"[{'lang': 'hun', 'name': 'Munkacs'}]",[],
3557,MULHOUSE,Haut-Rhin,France,,first_mention,1290,The earliest reference to Jews in M. dates from 1290,"[{'lang': 'ger', 'name': 'Muelhausen'}]","[{'event': 'Massacre', 'year': '1337', 'impact': 'Jews massacred', 'source': 'There was a massacre of Jews in 1337'}, {'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews persecuted', 'source': 'persecution during the Black Death disturbances of 1348-49'}]",
3558,MUNICH,Upper Bavaria,Germany,,jews_present,12EX,Jews were present in the early 13th cent.,"[{'lang': 'ger', 'name': 'Muenchen'}]",[],
3559,MURAFA,Vinnitsa,Ukraine,,jews_arrived,17EX,Jews settled in the early 18th cent.,[],"[{'event': 'Haidamak attacks', 'year': '1735', 'impact': 'several Jews murdered; ten Jewish homes burned', 'source': 'In 1735, the Haidamaks murdered several and ten J. homes were burned'}]",
3560,MURAWICA,Volhynia,Poland,Ukraine,first_mention,1569,Jews were present from at least 1569,[],"[{'event': 'World War I destruction', 'year': '1914–1918', 'impact': 'town destroyed', 'source': 'The town was destroyed in WWI'}]",
3561,MUROVANYE KURILOVTSY,Vinnitsa,Ukraine,,POP,,"The J. pop. was 1,410 in 1897",[],[],
3562,MURSKA SOBOTA,Slovenia,Yugoslavia,Republic of Slovenia,community_founded,18EX,A J. community was established in the early 19th cent.,"[{'lang': 'hun', 'name': 'Muraszombat'}, {'lang': 'ger', 'name': 'Delsnitz an der Mur'}]",[],
3563,MUSNINKAI,Ukmerge,Lithuania,,jews_arrived,17XX,Jews first settled in the 18th cent.,[],[],
3564,MUSTVEE,,Estonia,,jews_present,18LX,dozen J. artisans there in the latter 19th cent.,[],[],
3565,MUSZYNA,Cracow,Poland,,jews_arrived,18LX,Jews first settled in the second half of the 19th cent.,[],[],
3566,MUTTERSTADT,Palatinate,Germany,,first_mention,1719–1722,Jews are first mentioned in 1719-22.,[],[],
3567,MUTZIG,Bas-Rhin,France,,jews_present,13XX,medieval J. community dates back to before the 14th cent.,[],"[{'event': 'Ritual murder accusation and expulsion', 'year': '1328', 'impact': 'community fled to Colmar', 'source': 'In 1328 Jews were accused of a ritual murder and forced to find refuge in Colmar.'}]",
3568,MUZIJOVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18EX,Jews apparently settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Nagymuzsaly'}]",[],
3569,MYJAVA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,16EX,Jews may have been present at the turn of the 17th cent.,[],[],
3570,MYSLENICE,Cracow,Poland,,jews_arrived,1860,Jews began to settle with the end of residence restrictions in 1860,[],[],
3571,MYSLOWICE,Silesia,Poland,,jews_arrived,16XX,Jews first arrived in the 17th cent.,[],[],
3572,MYSZKOW NOWY,Kielce,Poland,,jews_present,18LX,Jews were present in the late 19th cent.,[],[],
3573,MYSZYNIEC,Bialystok,Poland,,community_present,18EX,A J. community is known from the early 19th cent.,[],[],
3574,NABBURG,Upper Palatinate,Germany,,POP,1933,The J. pop. in 1933 was eight,[],[],
3575,NABEUL,Grombalia,Tunisia,,jews_arrived,17EX,first Jews arrived in the early 18th cent.,[],[],
3576,NACHOD,Bohemia,Czechoslovakia,,first_mention,1455,The community is first mentioned in 1455,[],[],
3577,NACINA VES,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,17EX,Galician refugees settled in the first half of the 18th cent.,"[{'lang': 'hun', 'name': 'Natafalva'}]",[],
3578,NADARZYN,Warsaw,Poland,,jews_arrived,15EX,Jews apparently settled in the first half of the 16th cent.,[],"[{'event': 'devastating fire', 'year': '1902', 'impact': 'many left', 'source': 'Many left after a devastating fire in 1902.'}]",
3579,NADAS,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,16XX,Moravian refugees settled in the 17th cent.,[],[],
3580,NADEZHNAIA,Zaporozhe,Ukraine,,community_founded,1855,founded N. as a J. colony in 1855,"[{'lang': 'yid', 'name': 'Hofnung'}]",[],Initially called Vilner
3581,NADLAC,S. Transylvania,Rumania,,jews_arrived,17MX,Jews settled here in the mid-18th cent.,"[{'lang': 'hun', 'name': 'Nagylak'}]",[],
3582,NADUDVAR,Hajdu,Hungary,,first_mention,1770,Jews are mentioned in 1770.,[],[],
3583,NADWORNA,Stanislawow,Poland,Ukraine,community_present,17LX,The J. community developed from the late 18th cent.,[],[],
3584,NAGARTAV,Nikolaiev,Ukraine,,community_founded,1807–1809,founded as a J. colony in 1807-09,[],[],
3585,NAGORZANKA,Tarnopol,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 232.,[],[],
3586,NAGOVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17XX,after settling there in the 18th cent.,"[{'lang': 'hun', 'name': 'Nyagova'}]",[],
3587,NAGYATAD,Somogy,Hungary,,first_mention,1746,Jews are mentioned in 1746,[],[],
3588,NAGYBAJOM,Somogy,Hungary,,first_mention,1746,Jews are mentioned in 1746.,[],[],
3589,NAGYDOBOS,Szatmar,Hungary,,jews_arrived,18EX,Jews settled in the first half of the 19th cent.,[],[],
3590,NAGYDOROG,Tolna,Hungary,,POP,1880,Jews numbered 79 in 1880,[],[],
3591,NAGYECSED,Szatmar,Hungary,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
3592,NAGYHALASZ,Szabolcs,Hungary,,first_mention,17MX,Jews are first mentioned in the mid-18th cent,[],[],
3593,NAGYKALLO,Szabolcs,Hungary,,community_founded,1800,A synagogue was founded in 1800,[],[],Jews were present in the Middle Ages
3594,NAGYKANIZSA,Zala,Hungary,,jews_arrived,17EX,Jews settled in the early 18th cent.,[],[],
3595,NAGYKATA,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,1849,Jews from Tapiobicske settled in N. after 1848,[],[],
3596,NAGYKOROS,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
3597,NAGYLETA,Bihar,Hungary,,jews_arrived,18EX,Jews probably settled in the first half of the 19th cent.,[],[],
3598,NAGYOROSZI,Nograd-Hont,Hungary,,jews_arrived,18EX,Jews settled in the early 19th cent.,[],[],
3599,NAGYRABE,Bihar,Hungary,,jews_arrived,18EX,Jews settled in the first half of the 19th cent.,[],[],
3600,NAGYSIMONYI,Vas,Hungary,,jews_arrived,17EX,Jews settled in the early 18th cent.,[],[],
3601,NAGYTETENY,Pest,Hungary,,jews_arrived,1737,dating back to 1737 when Jews from Moravia arrived,[],[],
3602,NAGYVAZSONY,Veszprem,Hungary,,first_mention,1722,Jews are first mentioned in 1722,[],[],
3603,NAHACZOW,Lwow,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 123,[],[],
3604,NAKLO,Poznan,Poland,,community_present,15XX,A small J. community with a synagogue existed in the 16th cent.,[],[],
3605,NALBACH,Saar,Germany,,jews_present,17EX,Jews were present by the early 18th cent.,[],[],
3606,NALCHIK,Kabardino-Balkar ASSR,Russia,,jews_arrived,18EX,J. settlement probably began in the early 19th cent.,[],[],
3607,NALENCZOW,Lublin,Poland,,jews_arrived,18XX,Jews settled in the 19th cent.,[],[],
3608,NALIBOKI,Nowogrodek,Poland,Belarus,jews_present,18XX,Individual Jews were present by the 19th cent.,[],[],
3609,NAMESTOVO,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,17LX,Jews apparently settled in the 1780s,[],[],
3610,NAMSLAU,Lower Silesia,Germany,Poland,jews_present,13EX,Jews inhabited a Street of the Jews no later than the early 14th cent.,"[{'lang': 'pol', 'name': 'Namysłów'}]",[],
3611,NAMUR,,Belgium,,community_founded,18XX,A small community was established in the 19th cent.,"[{'lang': 'nld', 'name': 'Namen'}]",[],
3612,NANCY,Meurthe-et-Moselle,France,,jews_present,1470,The dozen J. families residing in N. around 1470,[],"[{'event': 'Expulsion', 'year': '1476', 'impact': 'dozen families expelled', 'source': 'were expelled in 1476'}]",
3613,NANTES,Loire-Atlantique,France,,jews_present,1235,a Crusader massacre in 1235,[],"[{'event': 'Crusader massacre', 'year': '1235', 'impact': 'massacre of local Jews', 'source': 'a Crusader massacre in 1235'}, {'event': 'Expulsion', 'year': '1240', 'impact': 'Jews expelled', 'source': 'An expulsion decree in 1240'}]",
3615,NAPKOR,Szabolcs,Hungary,,jews_arrived,17EX,Jews settled in the first half of the 18th cent.,[],[],
3616,NAPLES,,Italy,,jews_present,01BCE,J. tombstones from the first cent. B.C.E. indicate the presence of Jews,[],[],
3617,NAPRASNOVKA,Mogilev,Belorussia,,community_founded,18XX,N. was founded as a J. colony in the 19th cent.,[],[],
3618,NARAJOW,Tarnopol,Poland,Ukraine,jews_present,17LX,Jews were present in the late 18th cent.,[],[],
3619,NAREV,Bialystok,Poland,Belarus,jews_present,15XX,A few Jews were present in the 16th cent.,[],"[{'event': 'Blood libel', 'year': '1564', 'impact': 'execution of Jews', 'source': 'a blood libel in 1564 and the execution'}]",
3620,NAREWKA MALA,Bialystok,Poland,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
3621,NARODICHI,Zhitomir,Ukraine,,first_mention,1629,Four tax-paying J. householders were present in 1629,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'community destroyed; later reestablished', 'source': 'The community was reestablished after the Chmielnicki massacres of 1648-49'}]",
3622,NARO-FOMINSK,Moscow,Russia,,jews_arrived,1917,Jews probably settled after the Oct. 1917 Revolution,[],[],
3623,NAROL,Lwow,Poland,,community_present,16XX,A flourishing community developed in the 17th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'community wiped out', 'source': 'wiped out in a Cossack massacre during the Chmielnicki disturbances of 1648-49'}]",
3624,NAROVLYA,Polesie,Belorussia,,jews_present,1765,The number of J. poll-tax payers in N. and its environs was 316 in 1765,[],[],
3625,NARVA,,Estonia,,community_founded,18MX,The J. community was founded by Cantonists in the mid-19th cent.,[],[],
3626,NARVA-JOESSU,,Estonia,,jews_present,19EX,Around 65 J. families lived here between the World Wars,[],[],
3627,NASAUD,N. Transylvania,Rumania,,jews_arrived,18MX,Jews settled in the mid-19th cent.,"[{'lang': 'hun', 'name': 'Naszod'}]",[],
3628,NASICE,Croatia,Yugoslavia,Republic of Croatia,jews_arrived,18XX,Jews first settled in the 19th cent.,[],[],
3629,NASIELSK,Warsaw,Poland,,first_mention,16XX,Jews are first mentioned in the 17th cent.,[],[],
3630,NASSAU,Hesse-Nassau,Germany,,community_founded,1856,Established in 1856,[],[],
3631,NASTAETTEN,Hesse-Nassau,Germany,,jews_present,1664,Jews lived here from 1664,[],[],
3632,NASTASHKA,Kiev,Ukraine,,jews_present,17XX,A small number of Jews lived in N. during the 18th cent.,[],[],
3633,NAUEN,Brandenburg,Germany,,first_mention,1315,There is evidence of Jews in N. in 1315,[],[],
3634,NAUGARD,Pomerania,Germany,Poland,first_mention,1692,A Jew under a letter of protection ... is mentioned in 1692,"[{'lang': 'pol', 'name': 'Nowogard'}]",[],
3635,NAUHEIM,Hesse,Germany,,community_present,1861,In 1861 the community numbered 34,[],[],
3636,NAUMBURG,Hesse-Nassau,Germany,,community_founded,17XX,Established in the 18th cent.,[],[],
3637,NAUTRENI,Latgale,Latvia,,POP,1930,The J. pop. in 1930 was 26.,[],[],
3638,NAVLIA,Oriol,Russia,,jews_arrived,18LX,Jews probably settled in the late 19th cent.,[],[],
3639,NAWARIA,Lwow,Poland,Ukraine,community_present,16XX,A community ... existed from the 17th cent.,[],[],
3640,NAY BROYIT,Crimea,Russia,Ukraine,community_founded,19EX,founded in the 1920s as a J. farm settlement,[],[],
3641,NAYLAND,Odessa,Ukraine,,community_founded,1924,founded as a J. colony in 1924 by 24 J. families,[],[],
3642,NEA,Thrace,Greece,,jews_arrived,1918,Jews settled in N. at the end of wwi,"[{'lang': 'gre', 'name': 'Orestias'}, {'lang': 'gre', 'name': 'Orestiada'}]",[],
3643,NECHAYEVKA,Zaporozhe,Ukraine,,community_founded,1853,founded N. as a J. colony in 1853,[],"[{'event': 'pogrom', 'year': '6 May 1881', 'impact': '', 'source': 'In a pogrom staged on 6 May 1881'}]",
3644,NECKARBISCHOFSHEIM,Baden,Germany,,jews_present,16XX,Jews were present in the 17th cent.,[],[],
3645,NECKARSTEINACH,Hesse,Germany,,community_founded,17EX,Established in the early 18th cent.,[],[],
3646,NECKARZIMMERN,Baden,Germany,,first_mention,15MX,Jews are first mentioned in the mid-16th cent.,[],[],
3647,NEDED,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18MX,Jews probably settled in the 1840s,"[{'lang': 'hun', 'name': 'Negyed'}]",[],
3648,NEDVEZHYNO,Minsk,Belorussia,,community_founded,1842,founded in 1842 as a J. agricultural colony,[],[],
3649,NEFTA,Tozeur,Tunisia,,community_present,18MX,A small community existed in the mid-19th cent.,[],[],
3650,NEGRESTI (I),Moldavia,Rumania,,jews_arrived,18MX,Jews settled in the 1830s,[],"[{'event': 'Peasant revolt', 'year': '1907', 'impact': '173 Jewish families left destitute', 'source': 'During the 1907 peasant revolt, 173 J. families were left destitute'}]",
3651,NEGRESTI (II),N. Transylvania,Rumania,,community_present,18EX,A J. community existed here in the early 19th cent.,"[{'lang': 'hun', 'name': 'Avasfelsofalu'}]",[],
3652,NEGROVEC,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,17LX,Jews probably settled in the latter part of the 18th cent.,"[{'lang': 'hun', 'name': 'Negroc'}]",[],
3653,NEGROVO,Carpatho-Russia,Czechoslovakia,Ukraine,jews_arrived,18EX,Jews probably settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Maszarfalva'}]",[],
