line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
995,SWL_KLV_LDVN,Suwalki,Kalvariia,Liudvinovo,1742,1742,1742,1742,1742,Jews began settling here in 1742. The J. pop. in 1897 was 369 (34% of the total). Fires and WWI caused many Jews to leave. The J. pop. in 1940 was about 20 families. After the German occupati,,1700,
996,VTB_DVN_LVNG,Vitebsk,Dvinsk,Livengof,18EX,18EX,1850,1800,1825,"A small community existed in the first half of the 19th cent., growing to 1,406 (total 2,658) in 1897. The Bund was active in the early 20th cent., joining local Latvian revolutionaries in their struggle against the Russ",אגודת ישראל,1800,EX
997,SDL_WGR_LW,Siedlce,Wegrow,Liw,,16EX,1650,1600,1625,Jews were present by the early 17th cent. and numbered 125 in 1921. They were presumably deported to the Treblinka death camp.,,1600,EX
998,PRU_PSN_LBSN,Preussen,Wyrzysk,Lobsens,,14LX,1500,1475,1475,Jews apparently settled in the late 15th cent. They suffered greatly in the Swedish war of the mid-17th cent. and particularly from the depredations of Stefan Czarniecki's Polish irregular troops in the aftermath. Thei,,1400,LX
999,PTR_LDZ_LDZ,Piotrkow,Lodz,Łódź,,17LX,1800,1775,1775,"Jews first settled at the end of the 18th cent. Within a relatively short time they constituted a third of the pop. and dominated economic life, mainly in trade and crafts. The first synagogue was built in 1809. Community cou",,1700,LX
1000,PRU_OST_LTZN,Preussen,Gizycko,Lötzen,,1813,1813,1813,1813,"Germany, today Poland. Jews probably stayed occasionally in L. from the Middle Ages. A small group of Jews from Flatow established a permanent settlement in 1813. The J. pop. was 46 in 1843; 172 in 1873; and 96 in",,1800,
1001,MNS_RCH_LV,Minsk,Riechitsa,Loev,15EX,15XX,1600,1500,1550,"Jews probably settled in the 16th cent. In 1766, 194 were registered as paying a poll tax. A synagogue and four prayer houses were erected in the late 19th cent. and in 1897 the J. pop. rose to 2,150 (total 4,667). J. pr",,1500,XX
1002,MNS_BRS_LGSK,Minsk,Borisov,Logoisk,17EX,17EX,1750,1700,1725,"Jews probably settled in the first half of the 18th cent. In 1766, the J. pop. was 223, rising to 1,442 (of a total 2,296) in 1897. In the Soviet period, the J. pop. dropped to 864. Some Jews worked in agriculture",,1700,EX
1003,MNS_PNS_LGSH,Minsk,Pinsk,Logishin,18MX,1897,1897,1897,1897,"The J. pop. numbered 1,587 in 1897 (total 3,336) and declined to a few hundred in the 1920s. The Jews were executed by an SS cavalry unit on 10 Aug. 1941.",,1800,
1004,VLH_VLD_LKCH,Volhynia,Vladimir-Volynskii,Lokachi,1569,1569,1569,1569,1569,"Jews are first recorded in 1569, fleeing during the Chmielnicki massacres of 1648-49 and subsequently enjoying favorable economic conditions. Dov Baer, the Maggid of Mezhirech, was born there c. 1704 and",תנועה ציונית פעילה,1500,
1005,PLT_LKH_LKHV,Poltava,Lokhvitsa,Lokhvitsa,16EX,16EX,1650,1600,1625,Jews settled in the first half of the 17th cent. when the town was under the proprietorship of Prince Vishnieviecki. Many were killed in a Cossack raid in 1636. The Jews fled in 1648 from the Chmielnicki threat but r,נחרבה עי חמילנצקי ואז שוקמה במאה ה 18,1600,EX
1006,SDL_BLA_LMZY,Siedlce,Biala,Łomazy,,15LX,1600,1575,1575,"Jews probably settled in the late 16th cent., establishing an organized community in the early 17th cent. The community grew to a pop. of 725 in 1827 and 1,793 (total 3,183) in 1897. In the late 19th cent., Jews opened a",,1500,LX
1007,WRS_WRS_LMNK,Warszawa,Warszawa,Lomianki Gorne,,1921,1921,1921,1921,The J. pop. in 1921 was 130 (total 215). Most of the town's 300 Jews (including refugees) were expelled by the Germans to the Warsaw ghetto in early 1941.,,1900,
1008,GLC_LWW_LMN,Galicia,Turka,Łomna,,18XX,1900,1800,1850,"The small 19th cent. community was reduced to a pop. of 235 (total 2,010) after the turn of the cent. owing to emigration and WwI flight. The Germans entered in July 1941 and expelled the Jews to the Turka ghe",,1800,XX
1009,LMZ_LMZ_LMZH,Lomza,Lomzha,Lomzha,1494,1494,1494,1494,1494,"An organized community with a synagogue and cemetery already existed by 1494, with Jews dominating the lumber trade. Local efforts to undermine J. tradesmen led to the granting of a de non tolerandis Judaeis decree by",,1400,
1010,GLC_LWW_LKRS,Galicia,Sambor,Łąka Rustykalna,,1921,1921,1921,1921,The J. pop. in 1921 was 150. The Jews were expelled to Sambor for extermination in Aug. 1942.,,1900,
1011,GLC_TRN_LPTY,Galicia,Brody,Łopatyń,,18EX,1850,1800,1825,"Jews arrived around the beginning of the 19th cent., their numbers leveling off at 500 or so (15% of the total) toward the end of the cent. The rival Belz and Husyatin-Ruzhin hasidic courts dominated the",,1800,EX
1012,SDL_WGR_LPNK,Siedlce,Wegrow,Łopianka,,1921,1921,1921,1921,"The J. pop. was 224 (total 421) in 1921. Most worked in the Perlis factories in Baczki and Ostrow. In Sept. 1942, the Jews were deported by the Germans to the Treblinka death camp via Baczki.",,1900,
1013,KLC_KLC_LPSZ,Kielce,Kielce,Łopuszno,,18XX,1900,1800,1850,"Jews formed a majority of the pop. in the 19th cent.587 of a total 828. Many left for larger cities and in 1921 they numbered 397. On the eve of the German occupation in Sept. 1939, there were 100-150 Jews in L.",,1800,XX
1014,MNS_IGM_LSH,Minsk,Igumen,Losha,1808,1808,1808,1808,1808,"The J. pop. was 16 in 1808 and 302 in 1924. In the Soviet period, about 25 J. families received material assistance from the U.S. until the late 1920s. From the early 1930s, about ten J. families worked in a kolkhoz. Af",,1800,
1015,GLC_TRN_LSCZ,Galicia,Brody,Łosiacz,,1921,1921,1921,1921,"The J. pop. in 1921 was 104. The Jews were possibly deported to the Belzec death camp in SeptOct. 1942, directly or via Bors",,1900,
1016,SDL_KNS_LSC,Siedlce,Konstantynow,Łosice,,15EX,1550,1500,1525,"Jews were present by the early 16th cent., receiving privileges to deal in alcoholic beverages. There was continuing tension between J. and local Polish merchants. In the early 20th cent., hundreds of Jews were employed i",,1500,EX
1017,WRS_LVC_LWCZ,Warszawa,Lowicz,Łowicz,,17LX,1800,1775,1775,"Permission for Jews to live in L. was granted only at the end of the 18th cent. Their numbers increased in the mid-19th cent. (2,061 in 1862), many of them engaged in the sale of liquor and the supply of provisions to the a",,1700,LX
1018,EKT_PVL_LZVN,Ekaterinoslav,Pavlograd,Lozovaia na zemle V. N. Zarudn,18MX,1897,1897,1897,1897,"Jews numbered 813 (total 3,717) in 1897 and 528 in 1939. Presumably, the Jews fled or were evacuated before the German occupation of 11 Oct. 1941.",,1800,
1019,GLC_LWW_LBCZ,Galicia,Cieszanow,Lubaczów,,1498,1498,1498,1498,"Jews are mentioned from 1498. The community suffered grievously in the Chmielnicki massacres of 1648-49. It recovered and grew to around 2,000 (a third of the pop.) by the beginning of the 20th cent. despit",,1400,
1020,LVL_VND_LBN,Livland,Venden,Luban,18LX,1935,1935,1935,1935,The J. pop. in 1935 was 53. The Germans arrived at the beginning of July 1941 and in the following months murdered the Jews who had not fled.,,1900,
1021,VLH_NVG_LBR,Volhynia,Novograd-Volynskii,Liubar,16EX,16EX,1650,1600,1625,"J. settlhement commenced in the early 17th cent. The community suffered in the Chmielnicki massacres of 1648-49. The Jews returned afterwards in small numbers. In the 18th cent., Jews numbered 408 and in 1897 their po",,1600,EX
1022,MNS_NVG_LBCH,Minsk,Novogrudok,Liubcha,16EX,16XX,1700,1600,1650,"A J. community apparently existed by the 17th cent. under a charter of privileges allowing the Jews freedom of trade and the right to practice crafts. J. merchants dealt primarily in grain, flax, and li",,1600,XX
1023,BSS_SRK_LBLN,Bessarabia,Soroki,Lublin,1842,1842,1842,1842,1842,"This J. settlement was first established in 1842 and the settlers engaged in agriculture. Toward the end of the 19th cent., J. artisans sold their products in the neighboring villages. L. was",מושבה חקלאית יהודית,1800,
1024,LBL_LBL_LBLN,Lublin,Lublin,Lublin,,14XX,1500,1400,1450,"First mentioned in the 15th cent., Jews were confined to a J. quarter until residence restrictions were removed in 1862 in Congress Poland. In 1566 the Maharshal synagogue was built and in the following years additio",,1400,XX
1025,PLT_LBN_LBNY,Poltava,Lubny,Lubny,16EX,16EX,1650,1600,1625,Jews settled in the first half of the 17th cent. under the protection of Prince Vishnieviecki. Jews were among the town's defenders and victims in the Pavliuk revolt in 1637-38 and about 200 were killed in the Chmielnick,נחרבה עי חמילנצקי ואז שוקמה במאה ה 18,1600,EX
1026,VLH_VLD_LBML,Volhynia,Vladimir-Volynskii,Liuboml,1370,1370,1370,1370,1370,"Jews are recorded in 1370-82. In 1557 they received legal privileges but were restricted in purchasing land and houses until 1600. In the 1670s, a fortresslike synagogue was constructed to provide protect",,1300,
1027,WRS_VLT_LBRN,Warszawa,Wloclawek,Lubraniec,,16LX,1700,1675,1675,"Jews are known from the late 17th cent. and were permitted to open a synagogue and cemetery in 1750. The J. pop. was 1,148 in 1827 and 834 (total 2,196) in 1921. After WWI, the Zionists were especially influential amon",,1600,LX
1028,POD_KMN_LCHN,Podolia,Kamenets-Podolsk,Luchinets,17EX,1765,1765,1765,1765,"The J. pop. was 432 in 1765 and 1,050 (total 3,869) in 1897. Extreme poverty caused many to emigrate at the turn of the 19th cent. In 1919, General Denikin's White Army troops attacked the Jews here. In 1926 the J.",,1700,
1029,VLH_LTS_LTSK,Volhynia,Lutsk,Lutsk,14EX,14EX,1450,1400,1425,Jews were living in L. in the early 15th cent. and probably before as L. was part of the area in which Jews had received a charter of privileges from the principality of Lithuania. In the late 16th cent. they numbered abo,"חובבי ציון, ביתר",1400,EX
1030,VLH_RVN_LDVP,Volhynia,Rovno,Liudvipol,18EX,1897,1897,1897,1897,"The Jews numbered 1,210 (of a total 1,498) in 1897 and 916 in 1921. Socialism and the Zionist movement made their appearance in the early 20th cent. Fire, disease, and rampaging gangs plagued the commun",,1800,
1031,VTB_LTS_LTSN,Vitebsk,Liutsin,Liutsin,1582,1582,1582,1582,1582,"According to tradition, a small community existed in the 16th cent., the Jews fleeing on the approach of Ivan the Terrible's soldiers in 1577. The Jews returned in 1582 but the community only began to grow i",ביתר,1500,
1032,SNP_LGA_LG,Sankt-Peterburg,Luga,Luga,18MX,18MX,1875,1850,1850,"J. settlement probably commenced in the mid-19th cent. The J. pop. was 382 (total 5,617) in 1897 and 554 in 1939. The few Jews who had not escaped or been evacuated were murdered after the German occupation of 24 Aug. 19",,1800,MX
1033,VLH_OVR_LCHN,Volhynia,Ovruch,Luchiny,16EX,1648,1648,1648,1648,"Jews were present before the Chmielnicki massacres of 1648-49, 20 fleeing on the approach of the Cossacks. J. settlement was renewed in the early 18th cent. In 1897, the J. pop. reached 1,599 (total 2,535). On 2 Jan. 1","נהרסה ע חמילנצקי, חודשה בתחילת המאה ה 18",1600,
1034,KIV_LPV_LKSH,Kiev,Lipovets,Lukashevka,1765,1765,1765,1765,1765,"Jews numbered 35 in 1765 and 1,724 (total 4,326) in 1897. The J. pop. dropped to 522 in 1926 under the Soviets. Up to half the Jews worked in a J. kolkhoz while many of the young left the town. During the German oc",,1700,
1035,MGL_SNN_LKML,Mogilev,Sienno,Lukoml,1766,1766,1766,1766,1766,"The J. pop. was 131 in 1766 and 813 (total 1,596) in 1897. In the Soviet period, most Jews were employed in artisan cooperatives and in trade. In 1923, their pop. was 640. A J. elementary school (four grades) was sti",,1700,
1036,LBL_BLG_LKW,Lublin,Bilgoraj,Łukowa,,18XX,1900,1800,1850,Jews were present in the 19th cent. and numbered 224 in wwil. Some were sent to Tarnogrod in summer 1942 where they were murdered in July. Others were transferred to Jozefow and deported to the Belzec death camp in Nov.,,1800,XX
1037,MNS_PNS_LNNT,Minsk,Pinsk,Luninets,18MX,1895,1895,1895,1895,J. settlement began with the coming of the railroad. The first synagogue was built in 1895 and the Zionists and the Bund were active from the early 20th cent. with a resurgence after the Feb. 1917 Revolu,,1800,
1038,GRD_GRD_LNK,Grodno,Grodno,Lunka,15EX,18MX,1875,1850,1850,"Jews may have been present by the 16th cent. A small organized community existed in the mid-19th cent., growing to 1,364 (of a total 1,835) by 1897. Many traded in lumber and some lived off the summer res",,1800,MX
1039,KVN_SHV_LKNK,Kovno,Shavli,Lukniki,16EX,16XX,1700,1600,1650,"Jews first settled here in the 17th cent. A devastating fire in 1887, a blood libel and the resulting pogrom in 1888, and the general economic situation caused many Jews to emigrate to America, South Afric",,1600,XX
1040,PTR_BRZ_LTMR,Piotrkow,Lask,Lutomiersk,,1780,1780,1780,1780,"In 1787, Pinhas Yisraelowicz opened a weaving mill in L., the first by a Jew in Poland. In the 1780s a wooden synagogue was built, one of the most attractive of its type in Poland. The J. pop. in 1857 was 999 (46% of th",,1700,
1041,GLC_LWW_LTWS,Galicia,Lisko,Lutowiska,,18EX,1850,1800,1825,"Jews settled in the early 19th cent. and constituted a majority of the pop., reaching 1,570 in 1900 (total 2,442). Most fled before the Russians in WWI and while economic conditions worsened between the Wo",,1800,EX
1042,VLN_DSN_LZHK,Vilna,Disna,Luzhki,17MX,17MX,1775,1750,1750,"A small community existed in the mid-18th cent., growing to 761 in 1897 (total 1,672) but dropping to 442 in 1921, most living in straitened economic circumstances between the World Wars. The Germans entered the town in la",,1700,MX
1043,KHR_KHR_LVV,Kherson,Kherson,Lvova,1841,1841,1841,1841,1841,"L. was founded as a J. colony in 1841 by Jews from the Vitebsk and Mogilev regions and numbered 500-550 people on 119 farm units. The J. pop. grew to 1,060 in 1859 and 1,338 (total 1,402) in 1897. Most Jews earned thei",מושבה חקלאית יהודית,1800,
1044,GLC_LWW_LMBR,Galicia,Lwow,Lemberg,,09XX,1000,900,950,The first Jews to settle in L. arrived from Byzantium and Khazaria in the tenth cent. Much later they were joined by Jews from Germany and Poland and in the 13th cent. by Karaites as well.,,900,XX
1045,PRU_PSN_NSTD,Preussen,Nowy Tomysl,Neustadt bei Pinne,,15LX,1600,1575,1575,"Jews settled in the late 16th cent., forming an organized community in the 17th. After a devastating fire in 1696, most left, subsequently returning under a charter granting them trade rights and internal autonomy. The gr",,1500,LX
1046,MGL_GRK_LDY,Mogilev,Gorki,Liady,1766,1766,1766,1766,1766,"Jews are first mentioned in the mid-18th cent., their pop. including 207 paying a poll tax in 1766. A J. printing press was founded in the town in 1805. Shneur Zalman of L., the founder of Habad Hasidism, spent the la",,1700,
1047,POD_MGL_LNTS,Podolia,Mogilev,Liantskorun,17EX,1765,1765,1765,1765,"The J. pop. was 609 in 1765 and 1,893 (50% of the total) in 1897. In 1926, Wooden 18th cent. synagogue in Lyantskorun, Ukraine in the Soviet period, the J. pop. was 1,638. A. J. co",,1700,
1048,PRU_OST_LYCK,Preussen,Elk,Lyck,,1698,1698,1698,1698,"Germany, today Poland. As early as 1698 there is evidence of the presence of J. traders from Poland and Lithuania at the L. fairs. By 1715 a settlement existed with 29 Jews. A cemetery was established in 1837 at the late",,1600,
1049,KVN_RSS_LDVN,Kovno,Rossieny,Lidoviany,1662,1662,1662,1662,1662,"There were several Jews here in 1662. Numbers grew in the 19th cent. and in 1923 about 90 Jews lived in L. In the 1922 elections for the Lithuania Sejm, most Jews supported the Zionist l",,1600,
1050,KVN_SHV_LGMY,Kovno,Shavli,Ligumy,17EX,17XX,1800,1700,1750,"Jews first settled in the 18th cent., with community institutions established by the 19th cent. The J. pop. in 1897 was 482 (60% of the total). Prior to WWI, many Jews emigrated to the U.S., England, and South Afr",,1700,XX
1051,KIV_ZVN_LYSN,Kiev,Zvenigorodka,Lysianka,16LX,16LX,1700,1675,1675,"Jews settled in the late 17th cent. The Haidamaks looted J. property in 1702 and again in 1768 with a number of fatalities. In 1897, the J. pop. was 2,845 (total 7,207). On 5 June 1919, General Denikin's White Army troop",,1600,LX
1052,GLC_STN_LYSC,Galicia,Bohorodczany,Łysiec,,17XX,1800,1700,1750,"The community began to grow in the 18th cent., reaching a pop. of 1,095 (40% of the total) in 1900. The town was virtually destroyed in WWI by the Russians, the J. pop. dropping to 275. Despite economi",,1700,XX
1053,SDL_LKV_LYSB,Siedlce,Lukow,Łysobyki,,17EX,1750,1700,1725,"Jews, present from the mid-18th cent., numbered 356 in 1862 and 438 (total 1,402) in 1921. Most were expelled to Lukow, with some to Michow, and shared the fate of the local Jews.",,1700,EX
1054,WRS_LVC_LYSZ,Warszawa,Lowicz,Łyszkowice,,1897,1897,1897,1897,"In 1852 a Jew established what was to become one of the largest sugar refineries in Congress Poland. The J. pop. in 1897 was 373. In the 1930s, 90% of the Jews received aid from J. welfare organizations",,1800,
1055,MNS_SLT_LBSH,Minsk,Slutsk,Liubashevo,1600,1648,1648,1648,1648,"In the Soviet period, in the late 1930s, a J. elementary school was active. In 1939, the J. pop. was 671 (total 3,360). The Germans captured L. on 4 Aug. 1941. In late Nov., after L. was annexed to Transnistria, the",נחרבה עי חמילנצקי ואז שוקמה,1600,
1056,MGL_ORS_LBVC,Mogilev,Orsha,Liubavichi,1819,1813,1813,1813,1813,"L. became famous as the center of Habad Hasidism after R. Dov Baer, son of R. Shneur Zalman (the Habad founder), transferred his seat there from Lyady in 1813. The J. pop. of L. was 1,164 in 1847 and",,1800,
1057,MNS_BBR_LBNC,Minsk,Bobruisk,Liubonichi,1819,1819,1819,1819,1819,"The J. pop. was 247 in 1819 and 506 in 1897. Jews earned their livelihoods as lumber merchants and artisans. Rioting Polish soldiers beat and robbed Jews in March 1920. In the Soviet period, most Jews worked in a",,1800,
1058,VLH_KVL_MTSV,Volhynia,Kovel,Matsiov,18EX,1563,1563,1563,1563,"Jews are first recorded in 1563. The community reached a peak pop. of 2,337 in 1897 (total 3,897), living in straitened economic circumstances. Most were Turzysk (Trisk) Hasidim. The Bund and the Zionis",,1500,
1059,SDL_GRV_MCJW,Siedlce,Garwolin,Maciejowice,,18EX,1850,1800,1825,"The J. community developed in the first half of the 19th cent. The J. pop. was 739 (total 1,992) in 1921. Between the World Wars, Jews benefited from the tourist trade but economic conditions remained difficult. The",,1800,EX
1060,LVL_VND_MDN,Livland,Venden,Madon,18LX,1935,1935,1935,1935,"The J. pop. in 1935 was 115 (total 2,357). There were no community institutions. On 7-8 Aug. 1941 the Jews were murdered in the Smerkere forest by the Germans and the Latvian police.",,1900,
1061,PRU_WST_MRKS,Preussen,Walcz,Märkisch Friedland,,17MX,1775,1750,1750,"Germany, today Poland. An organized J. community with a beit midrash and a synagogue existed in the mid-18th century. Since the Jews enjoyed citizen status under Polish rule, the city p",,1700,MX
1062,GLC_LWW_MGRW,Galicia,Rawa,Magierów,,15XX,1600,1500,1550,"Jews were present from the 16th cent., reaching a peak pop. of 1,322 in 1900 (total 3,158), despite the start of emigration to the U.S. All but three J. houses were burned to the ground by the Russians in W",,1500,XX
1063,RDM_KZN_MGNS,Radom,Kozienice,Magnuszew,,18EX,1850,1800,1825,"Jews settled in the early 19th cent., consecrating a synagogue in 1860. They numbered 731 (total 1,567) in 1921. The Germans captured M. in Sept. 1939. In Feb. 1941, they established a ghetto for 1,200 Jews including r",,1800,EX
1064,GLC_LWW_MJDN,Galicia,Kolbuszowa,Majdan,,18MX,1875,1850,1850,"An organized J. community existed in the mid-19th cent., the pop. standing at 550-600 (almost 30% of the total). A branch of the Dzikow dynasty maintained a hasidic court there. Anti-J. riots struck the' community in 1",,1800,MX
1065,KIV_KIV_MKRV,Kiev,Kiev,Makarov,1765,1765,1765,1765,1765,"The J. pop. included 217 taxpayers in 1765 and reached 3,953 in 1897. Thirty-two J. families farmed 175 acres of land. In 1918, General Denikin's White Army troops attacked the Jews and in 1919, the Petlyura gangs murdere",,1700,
1066,POD_KMN_MKV,Podolia,Kamenets-Podolsk,Makov,1787,1787,1787,1787,1787,"The J. pop. in 1787 was 117 with 55 houses under J. ownership. In 1897, the J. pop. was 144, dropping to 81 in 1926 under the Soviets. The Germans occupied the town on 10 July 1941. The few Jews still there wer",,1700,
1067,LMZ_MKV_MKW,Lomza,Makow,Maków,,15LX,1600,1575,1575,"A J. settlement is known from the second half of the 16th cent. The community was struck by a devastating fire in 1620 and suffered grievously in the mid-cent. Swedish war, most Jews being murdered by the irregu",,1500,LX
1068,GLC_CRC_MKW,Galicia,Myslenice,Maków,,18LX,1900,1875,1875,"A community of 100-200 Jews (5% of the total) existed from the late 19th cent. Antisemitism was frequent between the World Wars, when there was also intense Zionist activity. The Germans arrived in Sept. 1939 a",,1800,LX
1069,GRD_PRZ_MLCH,Grodno,Pruzhany,Malech,15LX,15LX,1600,1575,1575,"Jews settled in the late 16th cent. and numbered 1,201 (total 2,159) in 1897. The Zionists and the Bund became active in the early 20th cent. Most J. homes were destroyed in the fighting at the start of WW",,1500,LX
1070,KIV_RDM_MLN,Kiev,Radomysl,Malin,1847,1847,1847,1847,1847,"The J. pop. was 1,064 in 1847 and 4,256 in 1897. Rahel Yanait (Ben-Zvi), Zionist activist and wife of Israel's second president, was born here, as was the sculptress Batya Lishansky (her sister) and the scholar Shemuel",,1800,
1071,LMZ_OST_MLKN,Lomza,Ostrov,Malkin Gurna,18LX,18LX,1900,1875,1875,"An independent community existed from the late 19th cent., numbering 60 families in 1921. A summer camp for 500 children was run in a nearby village from 1929. Early in WWII many of M.'s Jews presumably fled ea",,1800,LX
1072,KLC_JDR_MLGS,Kielce,Jedrzejow,Małogoszcz,,1897,1897,1897,1897,"J. settlement was Officially banned until 1862. In 1897, 465 Jews were present (total 1,883). Between the World Wars, their economic position deteriorated. The Germans captured M. in early Sept. 1939, finding 760 Jews",,1800,
1073,VLH_LTS_MNVC,Volhynia,Lutsk,Manevichi,18LX,1921,1921,1921,1921,"The Jews numbered 462 (total 813) in 1921, engaging in the lumber and tourist industries. Berezne, Stolin-Karlin, and Stepan Hasidim worshiped at the community's three synagogues and Betar and Hashome","השומר הצעיר, ביתר",1900,
1074,BSS_SRK_KTMR,Bessarabia,Soroki,Kot Markuleshty,1837,1837,1837,1837,1837,"M. was established by migrants from the Ukraine in 1837 as one of the J. agricultural villages in Bessarabia. In 1898 land was purchased by the ICA for 158 of the 292 J. families (1,5",מושבה חקלאית יהודית,1800,
1075,GLC_STN_MRYM,Galicia,Stanislawow,Maryampol,,16LX,1700,1675,1675,"Jews settled in the second half of the 17th cent., the J. pop. reaching 663 (50% of the total) in 1890. A great fire in 1912 along with the attacks of the Russians and the Petlyura gangs brough",,1600,LX
1076,PRU_WST_MRNW,Preussen,Kwidzyn,Marienwerder,,1798,1798,1798,1798,"Germany, today Poland. The first J. family settled in 1798. The J. pop. was 220 in 1846 and 295 in 1880. The community established a cemetery in 1815 and subsequently two synagogues in 1830 and in 1930. The J",,1700,
1077,SWL_MRM_MRMP,Suwalki,Mariampol,Mariampol,17EX,17XX,1800,1700,1750,"MARIJAMPOLE (Yid. Mariampol) Marijampole dist., Lithuania Jews first settled in the 18th cent. The J. pop. in 1861 was 3,015 (81% of the total). In the 1890s M. provided fertile ground for the creation of the Hovevei Zion movement, because Bible and",חובבי ציון והבונד,1700,XX
1078,EKT_MRP_MRPL,Ekaterinoslav,Mariupol,Mariupol,18EX,18XX,1900,1800,1850,"Jews arrived following the development of the local metal industry in the 19th cent. An organized community existed by the mid-19th cent., reaching a pop. of 1,378 in 1864 an",,1800,XX
1079,WRS_WRS_MRK,Warszawa,Warszawa,Marki,,18XX,1900,1800,1850,"The Jews in the two adjoining settlements formed a single community in the 19th cent., numbering 524 (total 4,485) in 1921. On the eve of their expulsion to the Warsaw ghetto on 6 April 1942, 170 J.",,1800,XX
1080,POD_LMP_MRKV,Podolia,Lampol,Markovka,1765,1765,1765,1765,1765,"Four Jews were present in 1765. In 1897, the J. pop. was 257 (total 1,610), dropping to 124 in 1926, when many left because of economic hardship. The Germans arrived on 22 July 1941. Before the town was annexed to Tr",,1700,
1081,GLC_LWW_MRKW,Galicia,Lancut,Markowa,,1921,1921,1921,1921,"The J. pop. in 1921 was 126 (total 4,364). The Jews of M. were killed in the Holocaust either in the vicinity or in the Belzec death camp.",,1900,
1082,LBL_PLW_MRKS,Lublin,Pulawy,Markuszów,,1766,1766,1766,1766,"An independent J. community existed by 1766, building a synagogue in 1799 and then another in 1855. R. Avraham Moshe Weintraub established a local hasidic dynasty and in 1916 the first Zionist group formed. The J. pop.",,1700,
1083,PRU_PMM_MSSW,Preussen,Pommern,Massow,,1705,1705,1705,1705,"Jews are mentioned in M. from 1705. The small community numbered 82 in 1849 and maintained a synagogue from 1830 and a cemetery. By 1907, the community, now reduced to 20 members, became affilia",,1700,
1084,KHR_ODS_MK,Kherson,Odessa,Maiaki,18LX,1897,1897,1897,1897,"Jews numbered 648 (total 4,575) in 1897 and 178 under the Soviets in 1926. In WwU, the Nazis presumably murdered the few Jews who had neither escaped nor been evacuated.",,1800,
1085,KVN_SHV_MZHK,Kovno,Shavli,Mozheiki,1870,1870,1870,1870,1870,"Jews first settled in the 1870s. The Zionist Organization was active, with many contributing to settlement funds for Eretz Israel. The J. pop. in 1897 was 435 (21% of the total). Between the World",,1800,
1086,GLC_LWW_MDNC,Galicia,Drohobycz,Medenice,,19XX,1941,1900,1920,"The community never exceeded 200 (about 10% of the total), some engaged in farming. A great flood in 1927 left 90% homeless. The Germans took the city in July 1941 and the Ukrainians carried out a pogrom. T",,1900,XX
1087,KIV_CHG_MDVD,Kiev,Chigirin,Medviedovka,18EX,18EX,1850,1800,1825,"Jews probably settled in the early 19th cent. and numbered 1,453 (total 3,683) in 1897. Only 35 remained in 1926. The others were presumably murdered or fled during the pogroms of the civil war years (1918- 21).",,1800,EX
1088,GLC_LWW_MDYK,Galicia,Przemysl,Medyka,,1921,1921,1921,1921,The J. pop. in 1921 was 132. The Jews were probably executed locally or expelled to Przemsyl for liquidation in July-Aug. 1942.,,1900,
1089,POD_LTC_MDZH,Podolia,Letichev,Medzhibozh,1509,1509,1509,1509,1509,"Jews are first mentioned in 1509. M. was the site of large fairs, attracting merchants from Podolia, Volhynia, Kiev, and the cities of Poland, Germany, and Italy. In the 16th and 17th cents. it was a cente",,1500,
1090,VLN_VLN_MSHG,Vilna,Vilnius,Meishagola,18EX,1865,1865,1865,1865,"A J. community of 354 was present by 1865, most farming and living in straitened economic circumstances. After WWI the Jews numbered 55 families, the tradesmen among them undermined by Polish competiti",,1800,
1091,TRD_MLT_MLTP,Taurida,Melitopol,Melitopol,17LX,1897,1897,1897,1897,"In 1897, the J. pop. was 6,563 with another 454 Karaites (total 15,489). On 18-19 April 1905, J. self-defense units stopped a pogrom but not before 40 stores were burned and 15 Jews injured. In April 1917 another a",,1800,
1092,CRN_SSN_MN,Chernigov,Sosnitsa,Miena,18EX,18XX,1900,1800,1850,"Jews settled in the 19th cent., their pop. growing to 1,659 (total 6,277) in 1897 after a train station was built there. In 1939, 586 Jews remained. The Germans captured M. on 8 Sept. 1941 and on 15 Oct., together with",,1800,XX
1093,VLN_TRK_MRCH,Vilna,Troki,Merech,14EX,14XX,1500,1400,1450,"Jews first settled in the 15th cent. In the 19th cent. the community maintained hadarim, a talmud torah, and a J. elementary school. Prior to WWI a small yeshiva was established. The Zionist movements,",המזרחי,1400,XX
1094,PRU_PSN_MSRT,Preussen,Miedzyrzecz,Meseritz,,1507,1507,1507,1507,"Germany, today Poland. The first documented reference to Jews dates from 1507, and there are reports in the 16th and 17th cents. of recurring expulsions. In 1656 (during the Swedish wars), Poles e",,1500,
1095,SWL_SNY_MSTL,Suwalki,Seiny,Mstele,18LX,1923,1923,1923,1923,The J. pop. in 1923 was 62 (11% of the total). All the Jews were murdered after the German occupation of 1941.,,1900,
1096,POD_LTN_MZHR,Podolia,Litin,Mezhirov,17MX,17MX,1775,1750,1750,"Jews settled in the mid-18th cent. and included 64 poll tax payers in 1784. In 1897, the J. pop. was 1,345 (total 2,268) and in 1926, under the Soviets, it was 1,015. Most Jews were members of artisan cooperatives or",,1700,MX
