line_id,code,jg_id,index_sht,prov,dist,name,presence_type,year_code,upper_bound,lower_bound,mid_range,source,ziv_yearcode,note,lon,lat,area,enc_name,enc_page,entry_source,geom_source
1364,KVN_PNV_PNVZ,-2617631,1704Pn1,Kovno,Poneviezh,Poneviezh,jews_present,13LX,1400,1375,1375,"From the end of the 14th cent. until the period between the World Wars, a Karaite community originating in the Crimean peninsula was present. From a peak of 153 families, the community de",17EX,קהילה קראית הייתה קיימת החל מסוף המאה ה 14,24.35,55.73333333,Pale,PANEVEZYS,966,Ziv,jg
1365,VLN_TRK_PNNS,-2617635,0407Pn1,Vilna,Troki,Pananishki,community_founded,1849,1849,1849,1849,"Jews first settled and formed an organized agricultural settlement in 1849. Local residents called P. the Jew village. The J. pop. in 1898 was 158, dropping to 50 by 1",1849,מושבה חקלאית יהודית,24.73333333,54.51666667,Pale,PANOSISKES,967,Ziv,jg
1366,KVN_SHV_PPLN,-2617657,1707Pp1,Kovno,Shavli,Popeliany,jews_arrived,17MX,1775,1750,1750,Jews first settled in the mid-18th cent. In the 19th cent. the community prospered and in 1897 the J. pop. stood at 965 (51% of the total). The Zionist movement enjoyed widespread support. Some Jews e,17MX,,22.8,56.15,Pale,PAPILE,968,Ziv,jg
1367,RDM_OPC_PRDY,-521003,,Radom,Opoczno,Paradyż,POP,1921,1921,1921,1921,"The J. pop. was 177 in 1921 (37% of the total), 151 in 1939, and 400 by 21 Oct. 1942 including refugees. The Jews were expelled to Opoczno and then to the Treblinka death camp.",,,20.1,51.3,Congress Poland,PARADYZ,968,Shn,jg
1368,VLN_VLK_PRFN,-1947678,0402Pr1,Vilna,Vileika,Parafianovo,jews_present,1866,1866,1866,1866,"In 1866, 24 J. farming families lived in P. and seven neighboring villages. All were expelled under the 1882 May Laws and allowed to return only in 1903. In 1931 their pop. was 230. The Jews were mainly",1866,"איסור ישיבה 1882-1903, הוקמה מחדש לאחר שהוסר",27.6,54.88333333,Pale,PARAFIANOW,968,Ziv,jg
1369,SDL_VLD_PRCZ,-521034,,Siedlce,Wlodawa,Parczew,first_mention,1494,1494,1494,1494,"Jews are first mentioned in 1494. They suffered in the Swedish invasion of the mid-17th cent. and were massacred in 1656 by the irregular Polish troops of Stefan Czarniecki. The reestablished community grew from 1,079 in",,,22.9,51.63333333,Congress Poland,PARCZEW,408,Shn,jg
1370,SDL_GRV_PRYS,-521091,,Siedlce,Garwolin,Parysów,jews_present,16LX,1700,1675,1675,"A few Jews were present around the turn of the 18th cent. In the mid-19th cent., R. Yehoshua Asher Rabinowicz of Zelechow founded an opulent hasidic court in P. which attracted many followers and stimulated the local eco",,,21.68333333,51.96666667,Congress Poland,PARYSOW,403,Shn,jg
1371,PRU_PMM_PSWL,,,Preussen,Pommern,Pasewalk,first_mention,13EX,1350,1300,1325,"Evidence of a J. presence in P. dates from the first half of the 14th cent. and from 1466. In modern times, Jews are first mentioned in 1782. The J. pop. numbered 286 in 1855, dropping to 160 by the end of the cent. The c",,,14,53.5,Prussia,PASEWALK,975,Shn,manual
1372,GLC_STN_PSCZ,,,Galicia,Stanislawow,Pasieczna,POP,1921,1921,1921,1921,The J. pop. in 1921 was 135. The Jews were possibly executed locally in Oct. 1941 with 15 remaining families expelled to Nadworna on 4 May 1942.,,,24.68333333,48.93333333,Galicia,PASIECZNA,975,Shn,manual
1373,KVN_PNV_PSVL,-2617762,1704Ps1,Kovno,Poneviezh,Posvol,jews_arrived,17MX,1775,1750,1750,"A Karaite community existing in 1643 gradually disappeared over the years. Rabbanite Jews first settled in the mid-18th cent. At the end of the 19th cent., many emigrated to South Africa and the U",17MX,קהילה קראית הייתה קיימת ב 1643,24.4,56.06666667,Pale,PASVALYS,975,Ziv,jg
1374,KVN_SHV_PSHV,-2617768,1707Ps1,Kovno,Shavli,Poshvityn,jews_arrived,17LX,1800,1775,1775,"Jews first settled at the end of the 18th cent., establishing a synagogue in the 1860s. The J. pop. in 1897 was 435 (57% of the total). In 1900, a blood libel led to riots and attacks on Jews. Th",17LX,,23.81666667,56.15,Pale,PASVITINYS,976,Ziv,jg
1375,EKT_PVL_PVLG,-1049945,1307Pv1,Ekaterinoslav,Pavlograd,Pavlograd,jews_arrived,17LX,1800,1775,1775,"Jews probably settled in the late 18th cent. and numbered 160 in 1803 and 4,382 (total 15,775) in 1897. In the early 20th cent., a few private J. schools and a talmud torah were operating. A. J. school was sti",17LX,,35.86666667,48.51666667,Mainland Russia,PAVLOGRAD,977,Ziv,jg
1376,KIV_SKV_PVLC,-1050019,1608Pv1,Kiev,Skvira,Pavoloch,first_mention,1629,1629,1629,1629,"J. taxpayers are mentioned in 1629. In the 18th cent. Haidamak revolt, about 35 Jews were murdered and property losses were enormous. In 1897, the J. pop. was 3,391 (total 8,053). The J. pop. declined in the Sovie",1629,,29.45,49.86666667,Pale,PAVOLOCH,977,Ziv,jg
1377,POD_BRT_PCHR,-1050048,3203Pc1,Podolia,Bratslav,Pechara,POP,1765,1765,1765,1765,"Jews numbered 135 in 1765 and 896 (total 2,455) in 1897. On 20 July 1919, the Petlyura gangs attacked the Jews. Only 62 remained in 1926 and even fewer when the Germans occupied the town in July 1941. On 1 Dec., after",1765,,28.7,48.83333333,Pale,PECHERA,977,Ziv,jg
1378,GLC_STN_PCZN,-1050032,,Galicia,Kolomyja,Peczeniżyn,jews_present,17XX,1800,1700,1750,"Jews were present in the 18th cent. After the discovery of oil in 1878, the J. pop. doubled to 2,024 between 1860 and 1890 (over a third of the total) with about 500 Jews employed in the oil indust",,,24.88333333,48.51666667,Galicia,PECZENIZYN,978,Shn,jg
1379,TRD_PRK_PRKP,-1050105,4106Pr1,Taurida,Perekop,Perekop,jews_present,1803,1803,1803,1803,"Three Jews were present in 1803, their pop. growing to 154 in 1847 and 680 (total 5,279) in 1897. A synagogue was operating in the early 20th cent, with local Jews attached to the Kakhovka community. Only a few",1803,,33.7,46.16666667,Pale,PEREKOP,979,Ziv,jg
1380,LVL_PRN_PRNV,-2624430,2106Pr1,Livland,Pernov,Pernov,community_founded,1859,1859,1859,1859,"The permanent J. settlement was founded in 1859 by four Cantonists, joined in subsequent years by numerous J. artisans to bring the J. pop. up to 505 (total 13,000) in 1881. A Russian high school known for its positive attitude to Jews",1859,,24.51666667,58.36666667,Mainland Russia,PERNU,980,Ziv,jg
1381,KHR_BLT_BGPL,-1050242,3202Bg2,Kherson,Balta,Bogopol,jews_present,1799,1799,1799,1799,"P. was created in 1920 from the towns of Bogopol, Golta, and Olviopol. In 1799, 253 Jews were present in two of the towns. A pogrom was staged in Golta and Olviopol on 17-18 April 1881. In another pogrom, initi",1799,,30.85,48.05,Pale,PERVOMAYSK (III),980,Ziv,jg
1382,POD_OLG_PSCH,-1050298,3209Ps1,Podolia,Olgopol,Peschanka,jews_arrived,18EX,1850,1800,1825,"J. settlement commenced in thearly 19th cent. and reached a pop. of 3,682 (total 7,506) in 1897. A talmud torah was operating in the 1880s and later on a private J. school for boys. In the la",18EX,,28.9,48.2,Pale,PESCHANAYA,981,Ziv,jg
1383,POD_BLT_PSCH,-1050292,3202Ps1,Podolia,Balta,Peschana,jews_arrived,18EX,1850,1800,1825,"PESCHANNAYA Moldavia, today Republic of Moldova. Jews settled in the early 19th cent. The J. pop. was 870 (total 4,439) in 1897. During the Soviet period, the J. pop. stood at 915 in 1926 and 466 in 1939. German and Rumanian forces captured P. on 23",18EX,,29.73333333,48.11666667,Pale,PESCHANNAYA,981,Ziv,jg
1384,MNS_MZY_PTRK,-1947888,2205Pt1,Minsk,Mozyr,Petrikov,jews_present,1765,1765,1765,1765,"The J. pop., which included 282 tax payers in 1765, numbered 2,515 (total 5,538) in 1897. In a pogrom staged by the Balakhovich brigade in 1920, 45 Jews were murdered, many women raped, and J. homes looted. A Hehal",1765,,28.5,52.13333333,Pale,PETRIKOV,982,Ziv,jg
1385,MGL_KLM_PTRV,-2981595,2305Pt1,Mogilev,Klimovichi,Petrovichi,jews_arrived,16EX,1650,1600,1625,"Jews probably settled at the turn of the 17th cent. In 1765, the J. pop. included 88 poll tax payers. The J. pop. increased to 570 in 1847 and 1,065 (total 1,435) in 1897. In 1926, under the Soviets, the J. pop. was",16LX,,32.15,53.98333333,Pale,PETROVICHI,982,Ziv,jg
1386,WRS_WRS_PSCZ,-521463,,Warszawa,Warszawa,Piaseczno,jews_arrived,1689,1689,1689,1689,"Jews were permitted to settle in P. in 1689. Expulsion orders (1837, 1839, and 1847) were not implemented and in 1897 the community numbered 1,106 (total 2,760). Unusual among the J. occupations was stone quarryin",,,21.03333333,52.08333333,Congress Poland,PIASECZNO (II),984,Shn,jg
1387,GRD_VLK_PSK,-1947863,1105Ps1,Grodno,Volkovysk,Peski,jews_present,15XX,1600,1500,1550,"Jews may have been present in the 16th cent. By 1847 they numbered 622, mainly engaged in the lumber, grain, and cattle trade. The community had two architecturally distinctive synagogues, one of wood da",15EX,,24.63333333,53.35,Pale,PIASKI,985,Ziv,jg
1388,LBL_LBL_PSK,-521547,,Lublin,Lublin,Piaski,first_mention,1699,1699,1699,1699,"Jews are first mentioned in 1699. Their pop. grew from 571 in 1827 to 1,836 in 1857 and 2,674 (total 3,974) in 1921. Between the World Wars, the Jews suffered economically from Polish competition and increasing",,,22.86666667,51.13333333,Congress Poland,PIASKI LUTERSKIE,985,Shn,jg
1389,KLS_LNC_PTK,-521588,,Kalisz,Leczyca,Piątek,jews_arrived,17MX,1775,1750,1750,"Jews settled here from the mid-18th cent. The J. pop. was 1,090 in 1897 (47% of the total) and 1,275 in 1939. The Germans arrived on 9 Sept. and established a ghetto. It was destroyed in April 1942 and the inhabitants were",,,19.48333333,52.06666667,Congress Poland,PIATEK,985,Shn,jg
1390,KIV_TRS_PTGR,-1051868,1609Pt1,Kiev,Tarashcha,Piatigory,POP,1765,1765,1765,1765,"Jews numbered 138 in 1765. In 1768, the Haidamaks beat and robbed Jews and murdered several. The J. pop. was 1,385 (total 4,383) in 1897 and 532 under the Soviets in 1926. Most Jews were Hasidim. In 1919, General Deniki",1765,,29.93333333,49.35,Pale,PIATIGORY,985,Ziv,jg
1391,VLH_ZHT_PTK,-1051878,0801Pt1,Volhynia,Zhitomir,Piatka,jews_present,17MX,1775,1750,1750,"The J. pop. was 78 in the mid-18th cent. and 833 (total 2,703) in 1897. It dropped to several hundred on the eve of Wwil. Many Jews were furniture makers, exporting to the larger cities of Russia. A. J. elementar",17MX,,28.36666667,50.01666667,Pale,PIATKA,985,Ziv,jg
1392,KLS_LNC_PTK_2,-521588,,Kalisz,Leczyca,Piątek,POP,1921,1921,1921,1921,The J. pop. was 108 in 1921. The Jews were probably executed locally or expelled to their deaths in summerfall 1942.,,,19.48333333,52.06666667,Congress Poland,PIATKOWA,986,Shn,manual
1393,LMZ_LMZ_PNTN,-521603,5401Pn1,Lomza,Lomzha,Piontnitsa,jews_arrived,15XX,1600,1500,1550,"J. settlement began in the 16th cent., increasing in the second half of the 16th cent. when Lomza's Jews moved there following expulsion. From 1863, many Jews provided services and goods, particularly meat, to the Ru",15EX,,22.1,53.18333333,Congress Poland,PIATNICA,986,Ziv,jg
1394,VTB_DRS_PRDR,-3211634,0505Pr1,Vitebsk,Drissa,Pridruisk,jews_present,17MX,1775,1750,1750,"Jews were probably present in the mid-18th cent. and numbered 706 (total 1,017) in 1906, living mainly from trade and owning all the stores in P. Anti-J. peasant attacks struck the community in 1881 an",17MX,,27.45,55.8,Pale,PIEDRUJA,987,Ziv,jg
1395,PLT_PRS_PRSL,-1050197,3311Pr1,Poltava,Pereiaslav,Pereiaslavl,jews_arrived,16EX,1650,1600,1625,"J. settlement commenced in the early 17th cent. Most Jews were murdered in the Chmielnicki massacres of 1648-49. They numbered 66 in 1801 and 5,754 in 1897. The last rabbi of the community was Yehoshua Zalman Diskin.",16EX,נחרבה עי חמילנצקי ואז שוקמה,31.46666667,50.08333333,Pale,PIEREJASLAV,987,Ziv,jg
1396,KLC_STP_PRZC,-521781,,Kielce,Stopnica,Pierzchnica,POP,1921,1921,1921,1921,"The J. pop. was 180 in 1921 (total 1,070). The Jews were presumably expelled by the Germans to a nearby ghetto in fall 1942 and subsequently deported to the Treblinka death camp.",,,20.75,50.7,Congress Poland,PIERZCHNICA,987,Shn,jg
1397,KVN_TLS_PKL,-2617982,1706Pk1,Kovno,Telshi,Pikeli,jews_arrived,17LX,1800,1775,1775,"Jews first settled at the end of the 18th cent. and maintained two synagogues and a yeshiva. The J. pop. in 1897 was 1,206 (68% of the total). Many emigrated prior to WWI. The Zionists were active. I",17LX,,22.11666667,56.41666667,Pale,PIKELIAI,988,Ziv,jg
1398,POD_VNN_NVYP,-1048951,3204Nv1,Podolia,Vinnitsa,Novyi Pikov,first_mention,1713,1713,1713,1713,"Jews are first mentioned in 1713 in connection with a Cossack raid. In 1765 they numbered 585 and in 1897, 1,479. In 1926, under the Soviets, the J. pop. was 1,644 (total 3,449). Jews belonged to artisan cooperatives an",1713,,28.26666667,49.56666667,Pale,PIKOV,988,Ziv,jg
1399,POD_LTN_PLYV,-1050626,,Podolia,Litin,Pilyava,jews_present,1900,1900,1900,1900,"Few J. families were present before WWI. The J. pop. was 179 in 1921 (total 1,208). Most earned their living by supplying vegetables to Russian army units garrisoned in the area. Between the World Wars, the area's resorts",,,27.45,49.6,Pale,PILAWA,988,Shn,manual
1400,KLC_OLK_PLC,-521910,,Kielce,Olkusz,Pilica,jews_present,16EX,1650,1600,1625,"A small J. settlement existed in the early 17th cent., but in 1662 Christians took over the J. synagogue and turned it into a church. In 1781, the Jews were granted a privilege allowing them free trade and in",,,19.65,50.46666667,Congress Poland,PILICA,988,Shn,jg
1401,SWL_MRM_PLVS,-2618013,5906Pl1,Suwalki,Mariampol,Pilvishki,jews_arrived,17LX,1800,1775,1775,"Jews first settled in the second half of the 18th cent. The community maintained a heder, yeshiva, and two synagogues. Zionist youth groups were active. The J. pop. in 1897 was 1,242 (53% of t",17MX,תנועה ציונית פעילה,23.21666667,54.71666667,Congress Poland,PILVISKIAI,989,Ziv,jg
1402,POD_LTN_PLV,-1050626,3207Pl1,Podolia,Litin,Piliava,jews_present,1780,1780,1780,1780,"Fifty Jews resided in P. in the 1780s and 752 (total 3,701) in 1897. In 1923, under the Soviets, the J. pop. was 619. The Germans occupied P. in mid-July 1941 and on 19 Aug., they murdered 211 Jews. Another 1",1780,,27.45,49.6,Pale,PILYAVA,989,Ziv,jg
1403,GLC_CRC_PLZN,-521931,,Galicia,Pilzno,Pilzno,jews_arrived,1860,1860,1860,1860,"Few Jews settled in P. until the residence ban was lifted in 1860 under the Austrians. The J. pop. grew to 551 in 1880 (total 2,128). The local hasidic rebbe was a member of the Ropshits dynasty. In 1905-06 the community",,,21.3,49.96666667,Galicia,PILZNO,990,Shn,jg
1404,KLC_PNC_PNCZ,-521934,,Kielce,Pinczow,Pińczów,first_mention,15EX,1550,1500,1525,"Jews are first mentioned in the early 16th cent. and formed one of the most important communities in Lesser Poland, with representation on the Council of the Four Lands. The first of its three synagogues was built in the",,,20.53333333,50.53333333,Congress Poland,PINCZOW,990,Shn,jg
1405,MNS_PNS_PNSK,-1947920,2207Pn1,Minsk,Pinsk,Pinsk,jews_arrived,1506,1506,1506,1506,"In 1506, as part of Prince Feodor Yaroslavski's efforts to develop the city, about a dozen J. families from among those expelled from Lithuania were granted a charter based on Prince Vitold's 1388 Brest-Lit",1506,,26.06666667,52.11666667,Pale,PINSK,991,Ziv,jg
1406,KLC_STP_PTRK,-521970,,Kielce,Stopnica,Piotrkowice,POP,1921,1921,1921,1921,The J. pop. in 1921 was 248 (total 782). The Jews were apparently expelled to a nearby ghetto by the Germans in fall 1942 and subsequently deported to the Treblinka death camp.,,,20.68333333,50.66666667,Congress Poland,PIOTRKOWICE,994,Shn,jg
1407,WRS_NSH_PTRK,-521980,,Warszawa,Nieszawa,Piotrkowo,community_founded,1760,1760,1760,1760,"Founded in the 1760s, the community numbered 742 (82% of the total) in 1921. The Germans established a ghetto early in WWII. In 1942 the Jews were expelled to Chelmno.",,,18.5,52.56666667,Congress Poland,PIOTRKOW KUJAWSKI,994,Shn,jg
1408,PTR_PTR_PTRK,-521986,,Piotrkow,Piotrkow,Piotrków,jews_arrived,15EX,1550,1500,1525,Jews first settled in the early 16th cent. but in 1657 the 50 families living there were massacred by soldiers and the synagogue was destroyed. Permission to organize as a J. community was granted by King John,,,19.68333333,51.4,Congress Poland,PIOTRKOW TRYBUNALSKI,994,Shn,jg
1409,PLT_PRT_PRTN,-1050654,3312Pr1,Poltava,Piriatin,Piriatin,jews_present,16EX,1650,1600,1625,"Jews were present in the first half of the 17th cent. and were murdered in the Chmielnicki massacres of 1648-49. They returned only in the late 18th cent. In 1897, their pop. was 3,166 (total 8,022). A J. elementary s",16EX,נחרבה עי חמילנצקי ואז שוקמה במאה ה 18,32.51666667,50.25,Pale,PIRIATIN,996,Ziv,jg
1410,GLC_STN_PSTY,-1050697,,Galicia,Kosow,Pistyń,jews_arrived,17XX,1800,1700,1750,"Jews arrived with the founding of the town in the 18th cent. and constituted its urban element, reaching a pop. of nearly 900 (a quarter of the total) toward the end of the 19th cent. Declining economi",,,25.03333333,48.36666667,Galicia,PISTYN,998,Shn,jg
1411,SDL_BLA_PSZC,-522105,,Siedlce,Biala,Piszczac,first_mention,17LX,1800,1775,1775,"Jews are first mentioned in the late 18th cent., numbering 495 in 1857 and 394 (total 1,088) in 1921 after many were expelled by the Russians in WWI because of the area's proximity to the front. The Zionists and Agudat",,,23.38333333,51.96666667,Congress Poland,PISZCZAC,998,Shn,jg
1412,GLC_CRC_PWNC,,,Galicia,Nowy Sacz,Piwniczna,jews_present,17MX,1775,1750,1750,Jews lived there from the mid-18th cent. The community averaged around 250 residents (approximately 7% of the total) from the second half of the 19th cent. An additional source of income for the Jews between the World,,,20.7,49.43333333,Galicia,PIWNICZNA,998,Shn,manual
1413,KVN_TLS_PLTL,-2618033,1706Pl1,Kovno,Telshi,Ploteli,jews_arrived,17LX,1800,1775,1775,"Jews first settled at the end of the 18th cent. In the late 19th cent., many emigrated to the U.S. and South Africa. The J. pop. in 1897 was 171 (28% of the total), dropping to 120 (14%) in 1940. Bet",17LX,,21.81666667,56.05,Pale,PLATELIAI,999,Ziv,jg
1414,LVL_RIG_PLVN,-3211743,2101Pl1,Livland,Riga,Pliavinas,,1935,1935,1935,1935,"The J. pop. in 1935 was 35 (total 1,496). In the Holocaust the community shared the fate of the Jews in neighboring Gostini.",18LX,,25.71666667,56.61666667,Mainland Russia,PLAVINASI,999,Ziv,jg
1415,PTR_NVR_PLWN,-522189,,Piotrkow,Noworadomsk,Pławno,community_present,17XX,1800,1700,1750,A small J. community existed here in the 18th cent. The J. pop. in 1897 was 752 (53% of the total). The community was reduced to about 400 in 1939. R. Yitzhak Mordekhai Hacohen Rabinowitz set up a yeshiva prior to WWI and w,,,19.46666667,50.98333333,Congress Poland,PLAWNO,999,Shn,jg
1416,MNS_BRS_PLSH,-1947957,2203Pl1,Minsk,Borisov,Pleshchenitsy,jews_arrived,17LX,1800,1775,1775,"Jews probably settled in the late 18th cent., numbering 124 in 1765 and 884 (total 1,086) in 1897. In the 1930s, a few dozen J. families worked in a number of kolkhozes. A. J. school (founded in 1925) was still",17LX,,27.83333333,54.41666667,Pale,PLESHCHENITSY,999,Ziv,jg
1417,PRU_PSN_PLSC,-522234,,Preussen,Pleszew,Pleschen,jews_arrived,1793,1793,1793,1793,"Though Jews settled in the environs of P. from the 16th cent. they were kept out of the city itself until the beginning of Prussian rule in 1793. During the interval of the Grand Duchy of Warsaw (1807-15), about 100 Jews",,,17.8,51.9,Prussia,PLESZEW,1000,Shn,jg
1418,KIV_LPV_PLSK,-1050754,1606Pl1,Kiev,Lipovets,Pliskov,jews_present,1765,1765,1765,1765,"Jews settled in the late 18th cent. Six were present in 1765 and their pop. was 1,828 (total 3,890) in 1897. In May and Aug. 1918, Jews were attacked in pogroms. In the 1920s, a J. council (soviet) was active and from",17LX,,29.28333333,49.36666667,Pale,PLISKOV,1000,Ziv,jg
1419,VLN_DSN_PLS,-1947980,0403Pl1,Vilna,Disna,Plisa,jews_present,18XX,1900,1800,1850,Jews were presumably present by the 19th cent. Most Jews left during WWI when fighting raged in and around the town. On their return they were assisted by the YEKO-PO relief organization. The J. pop. in 1925,18EX,תרבות,27.95,55.21666667,Pale,PLISSA,1000,Ziv,jg
1420,PLC_PLT_PLCK,-522275,,Plock,Plock,Płock,first_mention,1237,1237,1237,1237,"Jews are first mentioned in 1237 and formed one of the earliest J. communities in Poland, drawn by the town's position as an international trade center linking Kiev, Novogrod, and the Baltic ports via the Vistula",,,19.7,52.55,Congress Poland,PLOCK,1000,Shn,jg
1421,WRS_PLN_PLNS,-522311,,Warszawa,Plonsk,Płońsk,first_mention,1446,1446,1446,1446,"Jews are first mentioned in 1446. They engaged in moneylending, traded at the fairs in Poznan, Gniezno, and Sochaczew, and maintained commercial ties with Plock (Plotsk). The community was virtually destroyed by the Polis",,,20.38333333,52.63333333,Congress Poland,PLONSK,1002,Shn,jg
1422,MNS_PNS_PLTN,-1947991,2207Pl1,Minsk,Pinsk,Plotnitsa,jews_arrived,19EX,1930,1900,1915,"Jews settled in the early 20th cent. and before WWII numbered 130-150 families (of a total 700 families), mostly Stolin Hasidim. In the Holocaust, presumably all were expelled to the Stolin ghetto for li",18LX,,26.65,52.05,Pale,PLOTNICA,1004,Ziv,jg
1423,KVN_TLS_PLNG,-2618072,1706Pl2,Kovno,Telshi,Plungiany,jews_arrived,15XX,1600,1500,1550,"Jews first settled in the 16th cent. establishing the first synagogue in 1719. In the 1880s many emigrated, mainly to South Africa, some to the U.S.. A conflagration in 1894 destroyed community propert",15EX,,21.85,55.91666667,Pale,PLUNGE,1004,Ziv,jg
1424,KVN_NVL_PLSY,-1948000,1703Pl1,Kovno,Novoaleksandrovsk,Pliusy,jews_present,18XX,1900,1800,1850,"Jew were present in the 19th cent. as fishermen, brokers, shopkeepers, artisans, and lumber merchants, many leaving for nearby Ignalin after a railway station was built there in 1862. After the",18EX,,27.03333333,55.81666667,Pale,PLUSY,1005,Ziv,jg
1425,PRU_PSN_PNN,-522399,,Preussen,Szamotuly,Pinne,community_present,13XX,1400,1300,1350,A J. settlement with a cemetery existed from the 14th cent. but only began to develop in the 16th cent. under a charter of privileges granted by the town's proprietors. A fire in 1767 left many Jews destitute. Most were p,,,16.26666667,52.51666667,Prussia,PNIEWY,1005,Shn,jg
1426,GLC_STN_PNW,,,Galicia,Nadworna,Pniow,POP,1921,1921,1921,1921,The J. pop. was 286 in 1921. The Jews were possibly executed locally in Oct. 1941 with the remnant expelled to Nadworna in summer 1942.,,,24.51666667,48.6,Galicia,PNIOW,1005,Shn,manual
1427,GLC_STN_PBRZ,,,Galicia,Stanislawow,Pobereze,POP,1921,1921,1921,1921,The J. pop. was 144 in 1921. The Jews were possibly expelled to the Rodolf Mill camp in Stanislawow for liquidation in Sept-Oct. 1942.,,,24.81666667,49.01666667,Galicia,POBEREZE,1005,Shn,manual
1428,MNS_BBR_PBLV,-1948005,2202Pb1,Minsk,Bobruisk,Pobolovo,first_mention,1826,1826,1826,1826,"In 1826 there were 82 J. poll tax payers in P. In 1929, under the Soviets, the J. pop. comprised 78 families. Fifty-seven J. families worked in a kolkhoz founded the same year. The Germans occupied P. in July 1941. I",1826,,29.78333333,53.01666667,Pale,POBOLOVO,1006,Ziv,jg
1429,SML_ELN_PCHN,-2983573,4007Pc1,Smolensk,Elnia,Pochinok,jews_arrived,16LX,1700,1675,1675,"Jews probably settled at the turn of the 18th cent. Their pop. was 528 (total 1,356) in 1926 and 283 in 1939. The Germans occupied the town on 17 July 1941 and after confining the Jews to a few houses murdered them on",17LX,,32.45,54.4,Mainland Russia,POCHINOK,1006,Ziv,jg
1430,VLH_KRM_NVYP,-1050831,0806Nv2,Volhynia,Kremenets,Novyi Pochaev,jews_arrived,1763,1763,1763,1763,"Jews only settled after 1763 as P. was considered a holy site sanctified by the Russian Orthodox Church. In 1897, the J. pop. numbered 1,377 (total 1,921), living mainly from the pilgrim trade (renting",1763,"איסור מגורים עד לאותה שנה, מרכז הכנסייה הרוסית בווהולין וגליציה",25.48333333,50.01666667,Pale,POCZAJOW,1006,Ziv,jg
1431,GLC_LWW_PDBZ,-1050848,,Galicia,Drohobycz,Podbuż,community_present,18XX,1900,1800,1850,The 19th cent. community did not exceed 200 (10-15% of the total) from the 1880s on. Almost all were affiliated with the Zionist movement between the World Wars. All were expelled by the Germans to the Boryslaw ghetto in Au,,,23.25,49.33333333,Galicia,PODBUZ,1006,Shn,jg
1432,PTR_LDZ_PDDM,-522499,,Piotrkow,Leczyca,Poddembice,jews_arrived,1770,1770,1770,1770,"Jews first settled here in the 1770s and in 1821 -were permitted to buy land and engage in weaving. The J. pop. in 1897 was 1,266 (46.5% of the total). Between the World Wars, Jews developed the transportation system be",,,18.96666667,51.9,Congress Poland,PODDEMBICE,1007,Shn,manual
1433,MGL_GML_PDDB,-1948026,2303Pd1,Mogilev,Gomel,Poddobrianka,POP,1847,1847,1847,1847,"The J. pop. was 481 in 1847 and 1,486 (total 1,535) in 1897. Jews owned all 19 stores in the town as well as a small hide-processing plant and two sawmills. In 1926, under the Soviets, the town's 1,127 Jews compr",1847,,31.18333333,52.08333333,Pale,PODDOBRIANKA,1007,Ziv,jg
1434,GLC_TRN_PDHJ,-1050871,,Galicia,Podhajce,Podhajce,jews_present,14EX,1450,1400,1425,Jews were present in the early 15th cent. and constituted an important community with many illustrious rabbis until the First Partition of Poland in 1772. Shabbateanism exerted a significant influence a,,,25.13333333,49.26666667,Galicia,PODHAJCE,1007,Shn,jg
1435,GLC_LWW_PDHR,,,Galicia,Bobrka,Podhorodyszcze,POP,1921,1921,1921,1921,The J. pop. in 1921 was 186. The Jews were expelled to Bobrka for liquidation in the second half of 1942.,,,24.31666667,49.68333333,Galicia,PODHORODYSZCZE,1007,Shn,manual
1436,GLC_TRN_PDKM,-1050909,,Galicia,Brody,Podkamień,jews_arrived,16XX,1700,1600,1650,Jews settled in P. in the 17th cent. and remained under the aegis of the Lwow community until becoming independent in the second half of the 18th cent. Economic life was boosted by yearly trade fai,,,25.31666667,49.93333333,Galicia,PODKAMIEN (I),1008,Shn,jg
1437,GLC_STN_PDKM,-1050909,,Galicia,Brody,Podkamień,POP,1921,1921,1921,1921,The J. pop. in 1921 was 104. The Jews were expelled to Rohatyn for liquidation in July,,,25.31666667,49.93333333,Galicia,PODKAMIEN (II),,Shn,manual
1438,GLC_TRN_PDWL,-1051014,,Galicia,Skalat,Podwołoczyska,jews_arrived,18MX,1875,1850,1850,"Jews were among the founders of the town in the 1860s and constituted as much as 70% of the pop., numbering 3,779 in 1900 and 2,275 in 1921. Most were exiled to Skalat by the Russians during WWI,",,,26.15,49.53333333,Galicia,PODWOLOCZYSKA,1010,Shn,jg
1439,CRN_STR_PGR,-2984446,4814Pg1,Chernigov,Starodub,Pogar,jews_arrived,17LX,1800,1775,1775,"Jews probably settled in the late 18th cent., numbering 261 in 1847 and 1,159 (total 4,965) in 1897. In the Soviet period, their pop. dropped to 628 in 1926 and 276 in 1939. The Germans arrived in mid-Aug. 1941, murdering a",17LX,,33.26666667,52.55,Pale,POGAR,1010,Ziv,jg
1440,MNS_IGM_PGST,-1948136,2204Pg1,Minsk,Igumen,Pogost,POP,1794,1794,1794,1794,"Jews numbered 215 in 1794 and 704 in 1897. In the Soviet period, a J. kolkhoz was started nearby, employing 20 families in 1930. The Germans captured P. in July 1941 and murdered 200 Jews outside the town in ear",17MX,,29.15,53.85,Pale,POGOST (II),1010,Ziv,jg
